Doss.,Prénom Nom,genre,Col  Voza,St-Gervais,Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit ,Courmayeur,Bertone,Bonatti,Arnouvaz,Col Ferret,La Fouly,Champex,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
1893,Takeshi KATO,M,0.04440366972477064,0.026055045871559632,0.04146788990825688,0.04844036697247706,0.04440366972477064,0.01834862385321101,0.062385321100917435,0.03926605504587156,0.03155963302752294,0.016146788990825688,0.030825688073394496,0.03853211009174312,0.04,0.027155963302752294,0.04807339449541284,0.04513761467889908,0.08110091743119266,0.09798165137614678,0.02422018348623853,0.03669724770642202,0.04807339449541284,0.07596330275229357,0.033761467889908255,1 days 21:25:00
2429,Richard COWLER,M,0.05099046221570066,0.02677916360968452,0.04035216434336023,0.039251650770359504,0.04181951577402788,0.019442406456346296,0.06749816581071166,0.039251650770359504,0.031181217901687455,0.019075568598679385,0.03521643433602348,0.04145267791636097,0.03631694790902421,0.02677916360968452,0.05796038151137197,0.046221570066030816,0.07703595011005136,0.09280997798972854,0.02641232575201761,0.04292002934702861,0.03815113719735877,0.07006603081438005,0.03301540719002201,1 days 21:26:00
2442,Fernando MENDOZA,M,0.04181951577402788,0.023110785033015408,0.03998532648569332,0.046221570066030816,0.03998532648569332,0.01760821716801174,0.07336757153338225,0.04181951577402788,0.0326485693323551,0.01797505502567865,0.03558327219369039,0.04768892149669846,0.03851797505502568,0.02421129860601614,0.046221570066030816,0.046221570066030816,0.0818048422597212,0.09757887013939838,0.03044754218635363,0.03411592076302274,0.04035216434336023,0.07703595011005136,0.025678650036683785,1 days 21:26:00
1471,Renaud DELANNER,M,0.046221570066030816,0.025678650036683785,0.03998532648569332,0.04695524578136464,0.03961848862802641,0.018341892883345562,0.06309611151870873,0.037050623624358035,0.027879677182685254,0.017241379310344827,0.041085840058694055,0.03374908290535583,0.036683785766691124,0.03998532648569332,0.03815113719735877,0.04475421863536317,0.08584005869405723,0.1012472487160675,0.02677916360968452,0.045854732208363905,0.04695524578136464,0.06749816581071166,0.029347028613352897,1 days 21:26:00
2427,Lu SUN,M,0.043653705062362436,0.025311812179016874,0.04035216434336023,0.04292002934702861,0.03815113719735877,0.017241379310344827,0.06346294937637564,0.037050623624358035,0.03301540719002201,0.01577402787967718,0.03998532648569332,0.032281731474688186,0.036683785766691124,0.02971386647101981,0.04475421863536317,0.04035216434336023,0.08363903154805576,0.08877476155539252,0.03044754218635363,0.05612619222303742,0.04842259721203228,0.07300073367571533,0.03888481291269259,1 days 21:26:00
1616,Carlo MONTAGNA,M,0.04547121378804547,0.025302530253025302,0.04657132379904657,0.04950495049504951,0.039603960396039604,0.01796846351301797,0.07150715071507151,0.03557022368903557,0.028236156949028236,0.016134946828016136,0.03997066373303997,0.04363769710304364,0.030436376971030438,0.03116978364503117,0.039237257059039236,0.04583791712504584,0.07260726072607261,0.10084341767510084,0.03337000366703337,0.029336266960029337,0.05243857719105244,0.07224055738907224,0.033003300330033,1 days 21:27:00
1931,Goncalo MARQUES,M,0.04363769710304364,0.025302530253025302,0.03850385038503851,0.04363769710304364,0.039237257059039236,0.019801980198019802,0.06820682068206821,0.042170883755042174,0.02896956362302897,0.0176017601760176,0.04437110377704437,0.03997066373303997,0.034103410341034104,0.027502750275027504,0.045104510451045104,0.04950495049504951,0.07627429409607628,0.09974330766409974,0.027136046938027136,0.039237257059039236,0.045104510451045104,0.06930693069306931,0.03557022368903557,1 days 21:27:00
2206,Timo KONKOL,M,0.04728739002932551,0.02749266862170088,0.042155425219941346,0.0436217008797654,0.04032258064516129,0.020527859237536656,0.06048387096774194,0.0406891495601173,0.028225806451612902,0.01906158357771261,0.03372434017595308,0.03482404692082111,0.039589442815249266,0.02785923753665689,0.039222873900293255,0.050219941348973604,0.08394428152492668,0.09457478005865103,0.03189149560117302,0.036290322580645164,0.05535190615835777,0.06744868035190615,0.03519061583577713,1 days 21:28:00
1876,Gilles CORCOS,M,0.04582111436950147,0.024926686217008796,0.04142228739002932,0.04032258064516129,0.03848973607038123,0.015762463343108504,0.06744868035190615,0.038856304985337244,0.03372434017595308,0.016495601173020527,0.0436217008797654,0.0344574780058651,0.03702346041055719,0.02346041055718475,0.05205278592375367,0.0469208211143695,0.08834310850439883,0.09017595307917889,0.030791788856304986,0.045454545454545456,0.04252199413489736,0.07258064516129033,0.02932551319648094,1 days 21:28:00
1178,Rafion BALAHACHI,M,0.045454545454545456,0.022360703812316716,0.036656891495601175,0.04985337243401759,0.039589442815249266,0.016495601173020527,0.06378299120234604,0.0373900293255132,0.030058651026392963,0.01466275659824047,0.04398826979472141,0.0373900293255132,0.03702346041055719,0.025659824046920823,0.05535190615835777,0.04288856304985337,0.07624633431085044,0.11510263929618768,0.03409090909090909,0.045454545454545456,0.03702346041055719,0.07221407624633432,0.02126099706744868,1 days 21:28:00
