Doss.,Prénom Nom,genre,Col de Voza,St-Gervais,Les Contamines,La Balme,Bonhomme,Chapieux,Col Seigne,Lac Combal,Mt-Favre,Checrouit,Courmayeur Sortie,Bertone,Bonatti,Arnouvaz,Col Ferret,La Fouly,Champex-Lac,La Giète,Trient,Tseppes,Vallorcine,La Flégère,Chamonix,Total
1708,Matjaz ZILAVEC,M,0.04558170252269428,0.0229715332423693,0.03560681108764322,0.04050391581465767,0.03788091188326698,0.024055625128502272,0.05706435393730958,0.025519772216095648,0.025719145436533898,0.018174115125573976,0.0413824040672137,0.0330211896350847,0.03698996280443356,0.03256636947595995,0.03704603652268182,0.05505193049351102,0.11177984212133106,0.0724534743898868,0.04015501267889074,0.03255390864968256,0.05824813243366168,0.08196108483953571,0.033712765493479874,1 days 20:35:03
1464,Patrizia SINI,W,0.04424607871229771,0.021683880050332015,0.035151432095381664,0.04448278869273799,0.04277598514956333,0.03059165036690047,0.05709693896620031,0.018033562983542428,0.02981299911545218,0.017205078052001443,0.03895747941246091,0.03557501837616953,0.040072508004534865,0.031700449748962835,0.03926271070302864,0.05813721703813522,0.09056648435845366,0.07907359188707688,0.038932562572414564,0.0351825781454396,0.0503569337336639,0.08583851395965963,0.03526355787559022,1 days 20:35:34
1658,Dejan ROGELJ,M,0.04160411618505391,0.02094221269863022,0.03368693821362054,0.03947999526588886,0.044637684770489044,0.027052953524732616,0.07276204239521107,0.019067255523648755,0.028940368886923265,0.019310190174227748,0.027358179111357506,0.03615365928103802,0.04180967627400537,0.029201990818316027,0.038140740140902095,0.05114085849368059,0.0743629194515906,0.09759743859670979,0.04018388284320749,0.03382397827292151,0.05850364713430549,0.08041759843525169,0.043821673508287806,1 days 20:35:37
1348,Lisa HAMMARLING,W,0.047663242869511596,0.024273870551814777,0.035205521262216356,0.0418828600437266,0.03617722354758538,0.028964202736961438,0.055299826214783576,0.01977040419077755,0.027469276144086008,0.018387597092367775,0.0468659486866447,0.0348193318923902,0.03937885800066026,0.02495281637941237,0.039005126352441404,0.05355574518976224,0.11180182256467115,0.07297110431473187,0.044517668163669546,0.0315491799704752,0.05817755990606878,0.07438505571715989,0.03292575820808132,1 days 20:35:43
1691,Andrew LAW,M,0.05115604056107831,0.027325161322470537,0.036798963549841794,0.056631038692478264,0.045656127762413734,0.03835613025388046,0.06259810150235444,0.0295425667090216,0.03190323143234422,0.021277125843984352,0.03473104616687844,0.0323454667762912,0.033647258140867525,0.02137678451304283,0.0339400054812268,0.052221142586640755,0.08025014325933677,0.07544161247726537,0.042205446346264046,0.032252036774048885,0.04770535914492862,0.0768928918454294,0.03574631885791165,1 days 20:35:48
2251,Benjamin PROYER,M,0.04478866923278149,0.024172552536841186,0.033004472015645825,0.041736736549696674,0.03775676719359219,0.02660787024926193,0.05843516823000361,0.018523362856110715,0.027922069833202535,0.020908853096154565,0.03903359617325012,0.05304134434520473,0.04490078104562951,0.03022659043063393,0.03770693972121529,0.0581112896595538,0.08207830387284029,0.07424293384157356,0.03793739178095843,0.03459272269765935,0.05921995091993971,0.07933779289211107,0.035713840826139494,1 days 20:35:54
2372,Yann HERROUIN,M,0.0540873843854131,0.026153031671389868,0.04192955684967768,0.048512970633116374,0.04097661237582137,0.023256827878297158,0.059811279623804926,0.020603531500108997,0.031416025660988445,0.017084488181620006,0.03728317399022142,0.036448569026190404,0.03647971100246022,0.026439537853072157,0.03500358132727103,0.04471364952819906,0.09201208308679269,0.07282239730933325,0.036816044346174207,0.034879013422191775,0.058173211672012705,0.08843698421101803,0.03666033446482514,1 days 20:35:55
1894,George HARDWICK,M,0.05439189820437602,0.027255118120044594,0.04063977279097143,0.04959609359915793,0.04351725555410228,0.026221217386971606,0.05771159152201399,0.018485646841931526,0.029042645291080426,0.01818045927614492,0.03639206014063541,0.040508978119920026,0.03580659827973866,0.025442677678332307,0.03562597706733434,0.058072833946822625,0.08213905342028065,0.0741605784861451,0.03801765105227427,0.03508411343012139,0.05915656122124853,0.07868233711392215,0.0358688814564298,1 days 20:35:57
2250,Boguslawa PROYER,W,0.044793781686368786,0.024178178602125087,0.032991193213667336,0.04174192503643543,0.03776205483376724,0.02600306431320769,0.059243388681971626,0.01824262883194858,0.028014798390612737,0.02085227768158547,0.03925684176434684,0.050175014636455365,0.04757159406569589,0.030232065670972485,0.0377060003238705,0.05803510257975311,0.08207003076769766,0.0742909104498063,0.03802364254661867,0.034579404327408164,0.05957348746247462,0.07813375851717136,0.036528855616039066,1 days 20:35:58
2009,Toni MATIÄ,M,0.05726029956715349,0.028542957680690064,0.0398467910192134,0.04507208918506524,0.04486033693519759,0.02771463270326659,0.05873010930152898,0.017127020209883846,0.03148880515679008,0.016392115342696103,0.034683772926852055,0.03498894528695544,0.03444088064023915,0.02640052315261732,0.03847040139507365,0.05607697817083424,0.08836296826830256,0.06731230342851804,0.05660013078815433,0.029994083393018404,0.05257061003331984,0.07684738267991156,0.036215862734718024,1 days 20:36:05
2141,Pauline JUDEL,W,0.046715992177671486,0.024332673168665844,0.03610976171792285,0.04652292515227383,0.04020153706264091,0.03628414483763686,0.058405889167071484,0.016535256530025036,0.030460994232901113,0.016522800592902606,0.05106311423339935,0.03289612994033606,0.031644308259531906,0.025354060012705057,0.030915635937869786,0.04852833102898497,0.09258498063101778,0.07982387304908885,0.04005829378573297,0.03122703436593052,0.06672022719629311,0.08113174644694393,0.03596029047245369,1 days 20:36:06
1135,Weiguang JI,M,0.05474282084337574,0.02688563795004017,0.04230579999875443,0.05187800883109442,0.04672134720898804,0.0324969327827912,0.06311928205319832,0.017699555954138097,0.030080526128953906,0.016815200941651252,0.04463501672178316,0.035673137405103104,0.03716159408104927,0.03834488599916547,0.03320068008146031,0.0571405439406112,0.07540060659280434,0.08787499455062932,0.02384644607614172,0.03293911028903462,0.042953496627618035,0.07872627966793092,0.029358095273682966,1 days 20:36:09
1876,Adam AUDY,M,0.05043623387865163,0.025513921496584237,0.03906488395120159,0.03867878116067481,0.03814321922542798,0.03540936236992384,0.06349522664856551,0.018202878334028734,0.030078652874908924,0.019143225452892345,0.03978726981734847,0.03507930675866707,0.03722155449965438,0.03076990141923913,0.033522440667833275,0.05558011944276649,0.09318777673294765,0.07305438444628501,0.04572827081997023,0.032115033721719526,0.04906619171871789,0.0790016129132701,0.03771975164872119,1 days 20:36:19
1440,Assylkhan ABDRAKHMANOV,M,0.047412987983313615,0.023454330365481602,0.035097441006164,0.04470456385032065,,,0.05486582404582529,0.01698524375817197,0.027171409003175395,0.016480916505821556,0.07328933441255214,0.03005416848265986,0.03606251167424195,0.03201544113068925,0.035657804619886685,0.06117925409376751,0.09169416599215491,0.06731834879521822,0.04844032127513853,0.03375879459560426,0.045140402216549406,0.08162007346989603,0.03378369964510305,1 days 20:36:50
1953,Lionel FAURE,M,0.056787971235563305,0.029997198269152942,0.03730660274569623,0.04926688042835352,0.04620988077078728,0.03230084363228839,0.059016903776110574,0.020471313389160414,0.02589421909535224,0.018615944961554026,0.04404320891573016,0.03528935653581546,0.03246272141456277,0.026230426796999034,0.0336581265759736,0.0447778850045139,0.08525355664165862,0.0706970083740622,0.053849266880428355,0.032107835507268936,0.04850730006537372,0.08117548174205398,0.03608006724154033,1 days 20:36:55
