bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
447,Yohann THIEBAUT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:23:34.000+00:00,2023-10-22T08:02:20.000+00:00,2023-10-22T09:43:03.000+00:00,2023-10-22T11:22:15.000+00:00,2023-10-22T12:01:26.000+00:00,2023-10-22T13:04:59.000+00:00,2023-10-22T15:07:57.000+00:00,2023-10-22T15:57:29.000+00:00,2023-10-22T16:51:58.000+00:00,2023-10-22T18:03:09.000+00:00,2023-10-22T18:50:58.000+00:00,
720,Tony LABORIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:40:29.000+00:00,2023-10-22T08:23:04.000+00:00,2023-10-22T10:17:10.000+00:00,2023-10-22T12:07:54.000+00:00,2023-10-22T12:51:03.000+00:00,2023-10-22T13:51:28.000+00:00,2023-10-22T15:38:20.000+00:00,2023-10-22T16:16:34.000+00:00,2023-10-22T17:04:01.000+00:00,2023-10-22T18:07:46.000+00:00,2023-10-22T18:39:37.000+00:00,
1024,Mickael LETOURNEUR,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:34:53.000+00:00,2023-10-22T08:12:56.000+00:00,2023-10-22T09:53:17.000+00:00,2023-10-22T11:36:36.000+00:00,2023-10-22T12:12:25.000+00:00,2023-10-22T13:27:05.000+00:00,2023-10-22T15:02:34.000+00:00,2023-10-22T15:59:35.000+00:00,2023-10-22T16:51:21.000+00:00,2023-10-22T17:59:51.000+00:00,2023-10-22T18:39:39.000+00:00,
1077,Alexandre ROUILLARD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:39:04.000+00:00,2023-10-22T08:22:46.000+00:00,2023-10-22T10:08:59.000+00:00,2023-10-22T11:54:26.000+00:00,2023-10-22T12:32:34.000+00:00,2023-10-22T13:38:19.000+00:00,2023-10-22T15:10:40.000+00:00,2023-10-22T15:51:35.000+00:00,2023-10-22T16:47:52.000+00:00,2023-10-22T18:02:11.000+00:00,2023-10-22T18:41:26.000+00:00,
1691,Benjamin ROUZAUD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:46.000+00:00,2023-10-22T08:13:55.000+00:00,2023-10-22T10:00:15.000+00:00,2023-10-22T11:36:34.000+00:00,2023-10-22T12:15:48.000+00:00,2023-10-22T13:17:04.000+00:00,2023-10-22T15:03:53.000+00:00,2023-10-22T15:45:55.000+00:00,2023-10-22T16:42:11.000+00:00,2023-10-22T18:04:40.000+00:00,2023-10-22T18:41:32.000+00:00,
602,Sandrine BARRÉ,FINISHER,M1-M2F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:47.000+00:00,2023-10-22T08:13:55.000+00:00,2023-10-22T09:59:37.000+00:00,2023-10-22T11:36:39.000+00:00,2023-10-22T12:15:45.000+00:00,2023-10-22T13:16:55.000+00:00,2023-10-22T15:03:49.000+00:00,2023-10-22T15:45:55.000+00:00,2023-10-22T16:42:10.000+00:00,2023-10-22T18:04:41.000+00:00,2023-10-22T18:41:32.000+00:00,
2352,Matthieu SEGUE-PASSAMA,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:58.000+00:00,2023-10-22T08:15:37.000+00:00,2023-10-22T10:00:25.000+00:00,2023-10-22T11:40:28.000+00:00,2023-10-22T12:16:27.000+00:00,2023-10-22T13:16:08.000+00:00,2023-10-22T15:07:37.000+00:00,2023-10-22T15:55:56.000+00:00,2023-10-22T16:50:38.000+00:00,2023-10-22T18:05:06.000+00:00,2023-10-22T18:41:36.000+00:00,
1389,Anthony PROTON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:32:08.000+00:00,2023-10-22T08:10:57.000+00:00,2023-10-22T09:58:38.000+00:00,2023-10-22T11:51:01.000+00:00,2023-10-22T12:31:00.000+00:00,2023-10-22T13:30:38.000+00:00,2023-10-22T15:11:49.000+00:00,2023-10-22T15:51:50.000+00:00,2023-10-22T16:51:28.000+00:00,2023-10-22T18:04:46.000+00:00,2023-10-22T18:41:52.000+00:00,
1630,Vincent POTEL,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:40:35.000+00:00,2023-10-22T08:26:16.000+00:00,2023-10-22T10:17:39.000+00:00,2023-10-22T11:59:33.000+00:00,2023-10-22T12:45:29.000+00:00,2023-10-22T13:46:47.000+00:00,2023-10-22T15:25:03.000+00:00,2023-10-22T16:07:38.000+00:00,2023-10-22T16:55:53.000+00:00,2023-10-22T18:09:35.000+00:00,2023-10-22T18:42:08.000+00:00,
1749,Laurent ASTIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:34:23.000+00:00,2023-10-22T08:15:52.000+00:00,2023-10-22T10:04:00.000+00:00,2023-10-22T11:46:17.000+00:00,2023-10-22T12:26:44.000+00:00,2023-10-22T13:24:59.000+00:00,2023-10-22T15:13:42.000+00:00,2023-10-22T15:57:19.000+00:00,2023-10-22T16:50:11.000+00:00,2023-10-22T18:04:25.000+00:00,2023-10-22T18:49:26.000+00:00,
1660,Gilles MONTANÉ,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:31:55.000+00:00,2023-10-22T08:09:25.000+00:00,2023-10-22T10:00:47.000+00:00,2023-10-22T11:58:27.000+00:00,2023-10-22T12:39:43.000+00:00,2023-10-22T13:37:58.000+00:00,2023-10-22T15:23:09.000+00:00,2023-10-22T16:04:28.000+00:00,2023-10-22T16:56:43.000+00:00,2023-10-22T18:14:15.000+00:00,2023-10-22T18:43:06.000+00:00,
680,Stéphane RAULT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:20:41.000+00:00,2023-10-22T07:51:36.000+00:00,2023-10-22T09:36:27.000+00:00,2023-10-22T11:21:09.000+00:00,2023-10-22T11:57:52.000+00:00,2023-10-22T12:59:30.000+00:00,2023-10-22T14:46:19.000+00:00,2023-10-22T15:30:50.000+00:00,2023-10-22T16:22:47.000+00:00,2023-10-22T17:48:35.000+00:00,2023-10-22T18:43:15.000+00:00,
937,Hippolyte VADIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:27.000+00:00,2023-10-22T08:30:49.000+00:00,2023-10-22T10:23:05.000+00:00,2023-10-22T12:05:39.000+00:00,2023-10-22T12:45:09.000+00:00,2023-10-22T13:41:09.000+00:00,2023-10-22T15:13:52.000+00:00,2023-10-22T15:54:46.000+00:00,2023-10-22T16:48:08.000+00:00,2023-10-22T18:08:14.000+00:00,2023-10-22T18:43:25.000+00:00,
2089,Stephane RENARD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:00:17.000+00:00,2023-10-22T08:54:14.000+00:00,2023-10-22T10:43:54.000+00:00,2023-10-22T12:24:54.000+00:00,2023-10-22T13:06:03.000+00:00,2023-10-22T14:04:23.000+00:00,2023-10-22T15:40:45.000+00:00,2023-10-22T16:18:38.000+00:00,2023-10-22T17:11:17.000+00:00,2023-10-22T18:15:33.000+00:00,2023-10-22T18:43:25.000+00:00,
1542,Kevin DESPOUYS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:45:39.000+00:00,2023-10-22T08:32:35.000+00:00,2023-10-22T10:25:35.000+00:00,2023-10-22T12:13:14.000+00:00,2023-10-22T12:51:27.000+00:00,2023-10-22T13:56:25.000+00:00,2023-10-22T15:33:04.000+00:00,2023-10-22T16:11:17.000+00:00,2023-10-22T17:03:02.000+00:00,2023-10-22T18:15:23.000+00:00,2023-10-22T18:43:26.000+00:00,
1332,Nolwenn FAGET,FINISHER,M1-M2F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:07.000+00:00,2023-10-22T08:32:54.000+00:00,2023-10-22T10:26:07.000+00:00,2023-10-22T12:06:42.000+00:00,2023-10-22T12:50:56.000+00:00,2023-10-22T13:54:25.000+00:00,2023-10-22T15:34:31.000+00:00,2023-10-22T16:10:28.000+00:00,2023-10-22T17:01:25.000+00:00,2023-10-22T18:08:24.000+00:00,2023-10-22T18:43:31.000+00:00,
1502,Benoit BILLAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:38.000+00:00,2023-10-22T08:31:16.000+00:00,2023-10-22T10:23:05.000+00:00,2023-10-22T12:05:43.000+00:00,2023-10-22T12:45:12.000+00:00,2023-10-22T13:41:11.000+00:00,2023-10-22T15:13:52.000+00:00,2023-10-22T15:54:47.000+00:00,2023-10-22T16:48:07.000+00:00,2023-10-22T18:08:11.000+00:00,2023-10-22T18:43:31.000+00:00,
1549,Nicolas GARCIA,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:39:58.000+00:00,2023-10-22T08:27:52.000+00:00,2023-10-22T10:21:00.000+00:00,2023-10-22T12:08:00.000+00:00,2023-10-22T12:48:46.000+00:00,2023-10-22T13:53:39.000+00:00,2023-10-22T15:33:48.000+00:00,2023-10-22T16:11:13.000+00:00,2023-10-22T17:00:15.000+00:00,2023-10-22T18:14:57.000+00:00,2023-10-22T18:43:45.000+00:00,
932,Cedric BOUQUINAU,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:41:11.000+00:00,2023-10-22T08:23:06.000+00:00,2023-10-22T10:11:21.000+00:00,2023-10-22T11:54:18.000+00:00,2023-10-22T12:33:51.000+00:00,2023-10-22T13:35:28.000+00:00,2023-10-22T15:17:37.000+00:00,2023-10-22T15:56:23.000+00:00,2023-10-22T16:52:45.000+00:00,2023-10-22T18:07:53.000+00:00,2023-10-22T18:43:50.000+00:00,
1393,Nadège SERRIL,FINISHER,M1-M2F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:34.000+00:00,2023-10-22T08:22:12.000+00:00,2023-10-22T10:10:22.000+00:00,2023-10-22T11:54:45.000+00:00,2023-10-22T12:33:45.000+00:00,2023-10-22T13:37:17.000+00:00,2023-10-22T15:19:03.000+00:00,2023-10-22T16:03:39.000+00:00,2023-10-22T16:55:48.000+00:00,2023-10-22T18:07:18.000+00:00,2023-10-22T18:44:37.000+00:00,
1198,Jean-Rémy PAYA,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:47.000+00:00,2023-10-22T08:27:47.000+00:00,2023-10-22T10:18:18.000+00:00,2023-10-22T12:03:11.000+00:00,2023-10-22T12:39:15.000+00:00,2023-10-22T13:39:11.000+00:00,2023-10-22T15:28:41.000+00:00,2023-10-22T16:05:18.000+00:00,2023-10-22T16:59:25.000+00:00,2023-10-22T18:13:25.000+00:00,2023-10-22T18:44:58.000+00:00,
1816,Bastien MOLINIER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:57.000+00:00,2023-10-22T08:37:18.000+00:00,2023-10-22T10:26:38.000+00:00,2023-10-22T12:06:18.000+00:00,2023-10-22T12:46:51.000+00:00,2023-10-22T13:42:41.000+00:00,2023-10-22T15:22:57.000+00:00,2023-10-22T16:02:12.000+00:00,2023-10-22T16:56:58.000+00:00,2023-10-22T18:13:59.000+00:00,2023-10-22T18:45:23.000+00:00,
2102,Didier FALIGAND,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:53.000+00:00,2023-10-22T08:40:19.000+00:00,2023-10-22T10:33:00.000+00:00,2023-10-22T12:11:49.000+00:00,2023-10-22T12:54:17.000+00:00,2023-10-22T13:52:55.000+00:00,2023-10-22T15:33:20.000+00:00,2023-10-22T16:11:06.000+00:00,2023-10-22T17:03:14.000+00:00,2023-10-22T18:12:46.000+00:00,2023-10-22T18:45:32.000+00:00,
1608,Nicolas ROLLIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:03.000+00:00,2023-10-22T08:14:35.000+00:00,2023-10-22T10:06:02.000+00:00,2023-10-22T11:56:18.000+00:00,2023-10-22T12:39:26.000+00:00,2023-10-22T13:41:27.000+00:00,2023-10-22T15:24:56.000+00:00,2023-10-22T16:06:36.000+00:00,2023-10-22T17:01:19.000+00:00,2023-10-22T18:16:52.000+00:00,2023-10-22T18:45:35.000+00:00,
2088,Flavien GREBERT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:46:34.000+00:00,2023-10-22T08:37:15.000+00:00,2023-10-22T10:31:12.000+00:00,2023-10-22T12:14:28.000+00:00,2023-10-22T12:57:02.000+00:00,2023-10-22T13:55:54.000+00:00,2023-10-22T15:31:03.000+00:00,2023-10-22T16:12:31.000+00:00,2023-10-22T17:03:53.000+00:00,2023-10-22T18:09:04.000+00:00,2023-10-22T18:45:52.000+00:00,
968,Pierre Emmanuel BOURGERIE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:19.000+00:00,2023-10-22T08:26:17.000+00:00,2023-10-22T10:17:35.000+00:00,2023-10-22T12:03:19.000+00:00,2023-10-22T12:47:02.000+00:00,2023-10-22T13:53:00.000+00:00,2023-10-22T15:26:38.000+00:00,2023-10-22T16:10:14.000+00:00,2023-10-22T17:01:12.000+00:00,2023-10-22T18:07:12.000+00:00,2023-10-22T18:45:59.000+00:00,
961,Oriane HAMBERGER,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:20.000+00:00,2023-10-22T08:26:17.000+00:00,2023-10-22T10:17:31.000+00:00,2023-10-22T12:03:21.000+00:00,2023-10-22T12:47:03.000+00:00,2023-10-22T13:52:23.000+00:00,2023-10-22T15:26:39.000+00:00,2023-10-22T16:10:14.000+00:00,2023-10-22T17:01:14.000+00:00,2023-10-22T18:07:17.000+00:00,2023-10-22T18:45:59.000+00:00,
468,Xavier SIMON,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:25:31.000+00:00,2023-10-22T08:06:48.000+00:00,2023-10-22T09:57:44.000+00:00,2023-10-22T11:49:33.000+00:00,2023-10-22T12:28:22.000+00:00,2023-10-22T13:30:12.000+00:00,2023-10-22T15:19:38.000+00:00,2023-10-22T16:02:04.000+00:00,2023-10-22T16:52:09.000+00:00,2023-10-22T18:13:12.000+00:00,2023-10-22T18:47:15.000+00:00,
679,Nicolas BARDY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:25:39.000+00:00,2023-10-22T08:06:49.000+00:00,2023-10-22T09:57:45.000+00:00,2023-10-22T11:49:32.000+00:00,2023-10-22T12:28:11.000+00:00,2023-10-22T13:30:03.000+00:00,2023-10-22T15:19:39.000+00:00,2023-10-22T16:02:04.000+00:00,2023-10-22T16:52:04.000+00:00,2023-10-22T18:13:00.000+00:00,2023-10-22T18:47:15.000+00:00,
2216,Patrice BILLAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:47:55.000+00:00,2023-10-22T08:26:42.000+00:00,2023-10-22T10:12:11.000+00:00,2023-10-22T11:54:20.000+00:00,2023-10-22T12:31:59.000+00:00,2023-10-22T13:29:33.000+00:00,2023-10-22T15:11:21.000+00:00,2023-10-22T15:56:06.000+00:00,2023-10-22T16:51:16.000+00:00,2023-10-22T18:08:53.000+00:00,2023-10-22T18:47:46.000+00:00,
1550,Guillaume DRUGMANNE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:39.000+00:00,2023-10-22T08:12:02.000+00:00,2023-10-22T09:56:11.000+00:00,2023-10-22T11:48:16.000+00:00,2023-10-22T12:28:06.000+00:00,2023-10-22T13:35:27.000+00:00,2023-10-22T15:28:47.000+00:00,2023-10-22T16:08:54.000+00:00,2023-10-22T16:57:32.000+00:00,2023-10-22T18:13:36.000+00:00,2023-10-22T18:47:48.000+00:00,
1552,Tristan LOISON,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:37.000+00:00,2023-10-22T08:14:28.000+00:00,2023-10-22T09:56:11.000+00:00,2023-10-22T11:48:15.000+00:00,2023-10-22T12:28:08.000+00:00,2023-10-22T13:35:27.000+00:00,2023-10-22T15:28:45.000+00:00,2023-10-22T16:08:54.000+00:00,2023-10-22T16:57:32.000+00:00,2023-10-22T18:13:35.000+00:00,2023-10-22T18:47:49.000+00:00,
2153,Aurélie DAULT,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:53:05.000+00:00,2023-10-22T08:37:37.000+00:00,2023-10-22T10:26:57.000+00:00,2023-10-22T12:04:59.000+00:00,2023-10-22T12:45:58.000+00:00,2023-10-22T13:48:47.000+00:00,2023-10-22T15:26:58.000+00:00,2023-10-22T16:06:54.000+00:00,2023-10-22T17:00:36.000+00:00,2023-10-22T18:14:00.000+00:00,2023-10-22T20:10:03.000+00:00,
633,Arnaud DELARIEU,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:20:36.000+00:00,2023-10-22T07:51:31.000+00:00,2023-10-22T09:22:43.000+00:00,2023-10-22T10:54:41.000+00:00,2023-10-22T11:29:28.000+00:00,2023-10-22T12:32:50.000+00:00,2023-10-22T14:24:17.000+00:00,2023-10-22T15:25:04.000+00:00,2023-10-22T16:25:11.000+00:00,2023-10-22T17:48:33.000+00:00,2023-10-22T18:48:03.000+00:00,
1893,Sylvain BOISSONNADE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:48:20.000+00:00,2023-10-22T08:35:15.000+00:00,2023-10-22T10:26:51.000+00:00,2023-10-22T12:03:57.000+00:00,2023-10-22T12:43:58.000+00:00,2023-10-22T13:49:11.000+00:00,2023-10-22T15:27:23.000+00:00,2023-10-22T16:11:43.000+00:00,2023-10-22T17:00:48.000+00:00,2023-10-22T18:12:25.000+00:00,2023-10-22T18:48:32.000+00:00,
1754,Anthony SEIGNEURAY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:00.000+00:00,2023-10-22T08:15:02.000+00:00,2023-10-22T10:03:04.000+00:00,2023-10-22T11:47:08.000+00:00,2023-10-22T12:28:01.000+00:00,2023-10-22T13:36:51.000+00:00,2023-10-22T15:17:02.000+00:00,2023-10-22T15:58:41.000+00:00,2023-10-22T16:55:29.000+00:00,2023-10-22T18:07:51.000+00:00,2023-10-22T18:49:25.000+00:00,
1541,Guillaume CHEPEAU,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:34:07.000+00:00,2023-10-22T08:20:10.000+00:00,2023-10-22T10:12:10.000+00:00,2023-10-22T12:06:55.000+00:00,2023-10-22T12:49:09.000+00:00,2023-10-22T13:48:08.000+00:00,2023-10-22T15:47:32.000+00:00,2023-10-22T16:30:18.000+00:00,2023-10-22T17:13:37.000+00:00,2023-10-22T18:16:28.000+00:00,2023-10-22T18:50:08.000+00:00,
1350,Romain LEDOUX,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:04.000+00:00,2023-10-22T08:29:50.000+00:00,2023-10-22T10:22:11.000+00:00,2023-10-22T12:19:11.000+00:00,2023-10-22T12:57:24.000+00:00,2023-10-22T13:53:55.000+00:00,2023-10-22T15:33:53.000+00:00,2023-10-22T16:16:14.000+00:00,2023-10-22T17:07:52.000+00:00,2023-10-22T18:14:31.000+00:00,2023-10-22T18:50:51.000+00:00,
1176,Nicolas NÉDELLEC,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:46.000+00:00,2023-10-22T08:27:53.000+00:00,2023-10-22T10:16:34.000+00:00,2023-10-22T12:06:19.000+00:00,2023-10-22T12:51:40.000+00:00,2023-10-22T13:50:37.000+00:00,2023-10-22T15:37:58.000+00:00,2023-10-22T16:17:44.000+00:00,2023-10-22T17:05:55.000+00:00,2023-10-22T18:16:29.000+00:00,2023-10-22T18:51:05.000+00:00,
2695,Clément GRATON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:48:38.000+00:00,2023-10-22T08:38:41.000+00:00,2023-10-22T10:28:46.000+00:00,2023-10-22T12:14:52.000+00:00,2023-10-22T12:54:28.000+00:00,2023-10-22T14:04:46.000+00:00,2023-10-22T15:41:30.000+00:00,2023-10-22T16:24:20.000+00:00,2023-10-22T17:10:45.000+00:00,2023-10-22T18:16:39.000+00:00,2023-10-22T18:56:10.000+00:00,
1638,Pierre DORÉ,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:00.000+00:00,2023-10-22T08:30:14.000+00:00,2023-10-22T10:23:03.000+00:00,2023-10-22T12:12:30.000+00:00,2023-10-22T12:51:41.000+00:00,2023-10-22T13:53:00.000+00:00,2023-10-22T15:32:39.000+00:00,2023-10-22T16:11:40.000+00:00,2023-10-22T17:03:43.000+00:00,2023-10-22T18:16:01.000+00:00,2023-10-22T18:51:10.000+00:00,
1703,Fabien LOUIS,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:35:14.000+00:00,2023-10-22T08:16:42.000+00:00,2023-10-22T10:04:04.000+00:00,2023-10-22T11:48:17.000+00:00,2023-10-22T12:29:56.000+00:00,2023-10-22T13:32:33.000+00:00,2023-10-22T15:14:54.000+00:00,2023-10-22T16:00:37.000+00:00,2023-10-22T16:53:40.000+00:00,2023-10-22T18:12:48.000+00:00,2023-10-22T18:51:17.000+00:00,
1168,Philippe DELAVIE,FINISHER,M3-M4H,MALE,BE,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:45.000+00:00,2023-10-22T08:21:19.000+00:00,2023-10-22T10:11:09.000+00:00,2023-10-22T12:04:05.000+00:00,2023-10-22T12:44:22.000+00:00,2023-10-22T13:41:32.000+00:00,2023-10-22T15:25:51.000+00:00,2023-10-22T16:05:51.000+00:00,2023-10-22T16:58:41.000+00:00,2023-10-22T18:15:16.000+00:00,2023-10-22T18:51:25.000+00:00,
1557,Laurent MEUNIER,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:36:36.000+00:00,2023-10-22T08:17:30.000+00:00,2023-10-22T10:08:52.000+00:00,2023-10-22T11:58:30.000+00:00,2023-10-22T12:38:40.000+00:00,2023-10-22T13:51:06.000+00:00,2023-10-22T15:22:23.000+00:00,2023-10-22T16:06:26.000+00:00,2023-10-22T16:59:02.000+00:00,2023-10-22T18:12:49.000+00:00,2023-10-22T18:51:42.000+00:00,
1295,Samuel LEFEBVRE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:09.000+00:00,2023-10-22T08:25:46.000+00:00,2023-10-22T10:12:19.000+00:00,2023-10-22T12:12:45.000+00:00,2023-10-22T12:54:50.000+00:00,2023-10-22T13:59:04.000+00:00,2023-10-22T15:33:16.000+00:00,2023-10-22T16:16:32.000+00:00,2023-10-22T17:04:01.000+00:00,2023-10-22T18:15:34.000+00:00,2023-10-22T18:51:42.000+00:00,
2585,Benoît NESTOUT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:41.000+00:00,2023-10-22T08:33:43.000+00:00,2023-10-22T10:22:43.000+00:00,2023-10-22T12:14:00.000+00:00,2023-10-22T12:53:52.000+00:00,2023-10-22T13:49:34.000+00:00,2023-10-22T15:32:35.000+00:00,2023-10-22T16:12:11.000+00:00,2023-10-22T17:01:40.000+00:00,2023-10-22T18:14:58.000+00:00,2023-10-22T18:51:43.000+00:00,
1159,Baptiste PREVOST,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:48:00.000+00:00,2023-10-22T08:37:04.000+00:00,2023-10-22T10:26:04.000+00:00,2023-10-22T12:12:53.000+00:00,2023-10-22T12:52:39.000+00:00,2023-10-22T13:55:40.000+00:00,2023-10-22T15:32:01.000+00:00,2023-10-22T16:16:33.000+00:00,2023-10-22T17:04:00.000+00:00,2023-10-22T18:15:27.000+00:00,2023-10-22T18:51:43.000+00:00,
2558,David LEROUX,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:50:38.000+00:00,2023-10-22T08:33:42.000+00:00,2023-10-22T10:22:45.000+00:00,2023-10-22T12:13:58.000+00:00,2023-10-22T12:53:51.000+00:00,2023-10-22T13:49:36.000+00:00,2023-10-22T15:32:55.000+00:00,2023-10-22T16:12:07.000+00:00,2023-10-22T17:01:36.000+00:00,2023-10-22T18:14:59.000+00:00,2023-10-22T18:51:45.000+00:00,
751,Thierry POTIER,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:26:44.000+00:00,2023-10-22T08:05:32.000+00:00,2023-10-22T09:55:55.000+00:00,2023-10-22T11:51:25.000+00:00,2023-10-22T12:30:28.000+00:00,2023-10-22T13:44:43.000+00:00,2023-10-22T15:28:03.000+00:00,2023-10-22T16:09:44.000+00:00,2023-10-22T17:01:09.000+00:00,2023-10-22T18:15:27.000+00:00,2023-10-22T18:51:49.000+00:00,
990,Alexandre GUILLOT,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:32:11.000+00:00,2023-10-22T08:06:54.000+00:00,2023-10-22T09:53:12.000+00:00,2023-10-22T11:38:31.000+00:00,2023-10-22T12:18:47.000+00:00,2023-10-22T13:17:43.000+00:00,2023-10-22T15:11:18.000+00:00,2023-10-22T15:51:59.000+00:00,2023-10-22T16:53:18.000+00:00,2023-10-22T18:16:41.000+00:00,2023-10-22T18:52:03.000+00:00,
1620,Aurelie BERTRAND,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:21:22.000+00:00,2023-10-22T08:03:48.000+00:00,2023-10-22T10:02:53.000+00:00,2023-10-22T11:50:36.000+00:00,2023-10-22T12:28:04.000+00:00,2023-10-22T13:30:54.000+00:00,2023-10-22T15:21:06.000+00:00,2023-10-22T16:09:43.000+00:00,2023-10-22T17:01:32.000+00:00,2023-10-22T18:14:12.000+00:00,2023-10-22T18:52:07.000+00:00,
1579,Nicolas KIEFFER,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:37:52.000+00:00,2023-10-22T08:14:19.000+00:00,2023-10-22T10:03:01.000+00:00,2023-10-22T11:40:45.000+00:00,2023-10-22T12:22:11.000+00:00,2023-10-22T13:28:15.000+00:00,2023-10-22T15:15:02.000+00:00,2023-10-22T16:00:36.000+00:00,2023-10-22T16:55:01.000+00:00,2023-10-22T18:13:23.000+00:00,2023-10-22T18:52:11.000+00:00,
