bib,name,status,category,sex,country,Départ,P7,Peyreleau,St André,La Roque,Pierrefich,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
2474,Tom FLEURANCE,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:34.000+00:00,2023-10-22T09:08:14.000+00:00,2023-10-22T11:09:45.000+00:00,2023-10-22T13:10:10.000+00:00,2023-10-22T13:55:46.000+00:00,2023-10-22T14:57:36.000+00:00,2023-10-22T16:49:52.000+00:00,2023-10-22T17:33:27.000+00:00,2023-10-22T18:41:09.000+00:00,2023-10-22T20:11:36.000+00:00,2023-10-22T21:05:14.000+00:00,
2324,Fabrice GUIBERT,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:03:53.000+00:00,2023-10-22T09:08:09.000+00:00,2023-10-22T11:35:39.000+00:00,2023-10-22T14:10:32.000+00:00,2023-10-22T15:00:52.000+00:00,2023-10-22T16:19:19.000+00:00,2023-10-22T18:31:05.000+00:00,,,,2023-10-22T22:41:05.000+00:00,2023-10-22T19:51:12.000+00:00
2325,Sebastien GUIBERT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:03:53.000+00:00,2023-10-22T09:08:10.000+00:00,2023-10-22T11:35:41.000+00:00,2023-10-22T14:10:34.000+00:00,2023-10-22T15:00:49.000+00:00,2023-10-22T16:19:24.000+00:00,2023-10-22T18:31:22.000+00:00,,,,2023-10-22T22:39:39.000+00:00,2023-10-22T19:51:07.000+00:00
1069,Masato YOKOKURA,FINISHER,M1-M2H,MALE,JP,2023-10-22T05:45:20.000+00:00,2023-10-22T06:52:34.000+00:00,2023-10-22T08:36:15.000+00:00,2023-10-22T10:30:33.000+00:00,2023-10-22T12:42:44.000+00:00,2023-10-22T13:29:44.000+00:00,2023-10-22T14:46:14.000+00:00,2023-10-22T16:40:54.000+00:00,2023-10-22T17:45:40.000+00:00,2023-10-22T18:46:20.000+00:00,2023-10-22T20:09:21.000+00:00,2023-10-22T21:05:38.000+00:00,
1249,Alexandre BEAUFAYS,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:31.000+00:00,2023-10-22T08:29:35.000+00:00,2023-10-22T10:25:54.000+00:00,2023-10-22T12:32:52.000+00:00,2023-10-22T13:16:55.000+00:00,2023-10-22T14:27:55.000+00:00,2023-10-22T16:49:56.000+00:00,2023-10-22T17:38:04.000+00:00,2023-10-22T18:42:26.000+00:00,2023-10-22T20:16:01.000+00:00,2023-10-22T21:05:57.000+00:00,
1354,Cedric COTTET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:42:18.000+00:00,2023-10-22T08:38:22.000+00:00,2023-10-22T10:47:01.000+00:00,2023-10-22T12:51:29.000+00:00,2023-10-22T13:40:37.000+00:00,2023-10-22T14:55:44.000+00:00,2023-10-22T16:54:14.000+00:00,2023-10-22T17:42:05.000+00:00,2023-10-22T18:45:01.000+00:00,2023-10-22T20:17:07.000+00:00,2023-10-22T21:06:05.000+00:00,
1918,Alex LENTINI,FINISHER,M1-M2H,MALE,BE,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:56.000+00:00,2023-10-22T08:56:13.000+00:00,2023-10-22T11:00:21.000+00:00,2023-10-22T13:05:11.000+00:00,2023-10-22T13:48:09.000+00:00,2023-10-22T14:56:33.000+00:00,2023-10-22T16:58:15.000+00:00,2023-10-22T17:46:51.000+00:00,2023-10-22T18:45:07.000+00:00,2023-10-22T20:16:34.000+00:00,2023-10-22T21:25:04.000+00:00,
2208,Nelson MARTINS,FINISHER,M1-M2H,MALE,BE,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:51.000+00:00,2023-10-22T08:56:13.000+00:00,2023-10-22T11:00:16.000+00:00,2023-10-22T13:06:35.000+00:00,2023-10-22T13:48:08.000+00:00,2023-10-22T14:56:34.000+00:00,2023-10-22T16:58:17.000+00:00,2023-10-22T17:46:52.000+00:00,2023-10-22T18:45:06.000+00:00,2023-10-22T20:16:32.000+00:00,2023-10-22T21:26:48.000+00:00,
1857,Cedric CANDEIAS,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:09:42.000+00:00,2023-10-22T09:21:13.000+00:00,2023-10-22T11:45:35.000+00:00,2023-10-22T14:10:51.000+00:00,2023-10-22T14:58:25.000+00:00,2023-10-22T16:22:39.000+00:00,2023-10-22T18:31:36.000+00:00,,,,2023-10-22T21:06:46.000+00:00,2023-10-22T19:50:56.000+00:00
2049,Thavarak OUK,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:08:46.000+00:00,2023-10-22T09:21:25.000+00:00,2023-10-22T11:43:01.000+00:00,2023-10-22T14:06:37.000+00:00,2023-10-22T14:58:41.000+00:00,2023-10-22T16:21:07.000+00:00,2023-10-22T18:32:05.000+00:00,,,,2023-10-22T22:00:40.000+00:00,2023-10-22T19:51:04.000+00:00
2470,Sylvain FEUILOLAY,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:10:49.000+00:00,2023-10-22T09:42:27.000+00:00,2023-10-22T11:55:36.000+00:00,2023-10-22T14:17:19.000+00:00,2023-10-22T15:10:38.000+00:00,2023-10-22T16:27:32.000+00:00,2023-10-22T18:41:20.000+00:00,,,,2023-10-22T21:06:50.000+00:00,2023-10-22T19:49:34.000+00:00
2545,Frédéruc LEBON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:49:24.000+00:00,2023-10-22T08:45:52.000+00:00,2023-10-22T10:44:52.000+00:00,2023-10-22T12:54:07.000+00:00,2023-10-22T13:40:50.000+00:00,2023-10-22T14:54:07.000+00:00,2023-10-22T16:55:24.000+00:00,2023-10-22T17:54:06.000+00:00,2023-10-22T18:52:54.000+00:00,2023-10-22T20:14:02.000+00:00,2023-10-22T21:06:52.000+00:00,
2697,Jean-François LUQUE,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:30.000+00:00,2023-10-22T08:35:57.000+00:00,2023-10-22T10:28:13.000+00:00,2023-10-22T12:37:27.000+00:00,2023-10-22T13:27:05.000+00:00,2023-10-22T14:31:26.000+00:00,2023-10-22T16:55:57.000+00:00,2023-10-22T17:42:18.000+00:00,2023-10-22T18:37:41.000+00:00,2023-10-22T20:17:58.000+00:00,2023-10-22T21:07:04.000+00:00,
1797,Damien SCOTTO,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:33.000+00:00,2023-10-22T08:36:54.000+00:00,2023-10-22T10:29:22.000+00:00,2023-10-22T12:37:29.000+00:00,2023-10-22T13:26:59.000+00:00,2023-10-22T14:31:42.000+00:00,2023-10-22T16:55:59.000+00:00,2023-10-22T17:42:20.000+00:00,2023-10-22T18:37:48.000+00:00,2023-10-22T20:17:59.000+00:00,2023-10-22T21:07:04.000+00:00,
2178,Sébastien BLADT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:38:08.000+00:00,2023-10-22T08:22:03.000+00:00,2023-10-22T10:23:19.000+00:00,2023-10-22T12:43:37.000+00:00,2023-10-22T13:31:23.000+00:00,2023-10-22T15:18:38.000+00:00,2023-10-22T17:02:16.000+00:00,2023-10-22T17:48:24.000+00:00,2023-10-22T18:45:34.000+00:00,2023-10-22T20:16:07.000+00:00,2023-10-22T21:08:47.000+00:00,
2099,Arnaud JULIEN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:57:02.000+00:00,2023-10-22T09:00:58.000+00:00,2023-10-22T11:09:07.000+00:00,2023-10-22T13:19:03.000+00:00,2023-10-22T14:03:27.000+00:00,2023-10-22T15:15:40.000+00:00,2023-10-22T17:09:12.000+00:00,2023-10-22T17:57:55.000+00:00,2023-10-22T18:52:49.000+00:00,2023-10-22T20:21:49.000+00:00,2023-10-22T21:08:59.000+00:00,
1563,Stéphane MADEC,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:53:21.000+00:00,2023-10-22T08:43:26.000+00:00,2023-10-22T10:42:32.000+00:00,2023-10-22T12:45:20.000+00:00,2023-10-22T13:35:12.000+00:00,2023-10-22T14:50:23.000+00:00,2023-10-22T16:49:45.000+00:00,2023-10-22T17:36:07.000+00:00,2023-10-22T18:40:58.000+00:00,2023-10-22T20:17:10.000+00:00,2023-10-22T21:09:06.000+00:00,
2689,Guillaume BLIN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:39:33.000+00:00,2023-10-22T08:36:10.000+00:00,2023-10-22T10:35:37.000+00:00,2023-10-22T12:38:56.000+00:00,2023-10-22T13:24:29.000+00:00,2023-10-22T14:46:46.000+00:00,2023-10-22T16:50:29.000+00:00,2023-10-22T17:45:21.000+00:00,2023-10-22T18:48:25.000+00:00,2023-10-22T20:14:14.000+00:00,2023-10-22T21:10:29.000+00:00,
2637,Nicolas SERIN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:51:59.000+00:00,2023-10-22T08:45:45.000+00:00,2023-10-22T10:45:55.000+00:00,2023-10-22T12:44:11.000+00:00,2023-10-22T13:29:27.000+00:00,2023-10-22T14:45:54.000+00:00,2023-10-22T16:43:12.000+00:00,2023-10-22T17:39:03.000+00:00,2023-10-22T18:39:53.000+00:00,2023-10-22T20:12:00.000+00:00,2023-10-22T22:43:38.000+00:00,
1744,Cédric FAURE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:31:46.000+00:00,2023-10-22T08:12:13.000+00:00,2023-10-22T10:16:47.000+00:00,2023-10-22T12:20:08.000+00:00,2023-10-22T13:01:26.000+00:00,2023-10-22T14:10:00.000+00:00,2023-10-22T16:17:17.000+00:00,2023-10-22T17:13:06.000+00:00,2023-10-22T18:26:08.000+00:00,2023-10-22T20:18:31.000+00:00,2023-10-22T21:10:48.000+00:00,
2223,David RICHARD,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:00:51.000+00:00,2023-10-22T09:06:20.000+00:00,2023-10-22T11:39:08.000+00:00,2023-10-22T13:58:40.000+00:00,2023-10-22T14:54:23.000+00:00,2023-10-22T16:20:30.000+00:00,2023-10-22T18:31:27.000+00:00,,,,2023-10-22T21:11:00.000+00:00,2023-10-22T19:51:15.000+00:00
1543,Julie FOURNIER,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:52.000+00:00,2023-10-22T08:40:38.000+00:00,2023-10-22T10:41:04.000+00:00,2023-10-22T12:39:52.000+00:00,2023-10-22T13:26:26.000+00:00,2023-10-22T14:31:33.000+00:00,2023-10-22T16:38:51.000+00:00,2023-10-22T17:23:10.000+00:00,2023-10-22T18:28:36.000+00:00,2023-10-22T20:13:54.000+00:00,2023-10-22T21:11:17.000+00:00,
1904,Nicolas BRUNEL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:55:22.000+00:00,2023-10-22T08:56:11.000+00:00,2023-10-22T10:56:00.000+00:00,2023-10-22T12:52:16.000+00:00,2023-10-22T13:45:16.000+00:00,2023-10-22T14:54:55.000+00:00,2023-10-22T16:47:38.000+00:00,2023-10-22T17:44:55.000+00:00,2023-10-22T18:47:13.000+00:00,2023-10-22T20:18:12.000+00:00,2023-10-22T21:12:50.000+00:00,
1163,Pascal JACQUEL,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:48.000+00:00,2023-10-22T08:49:35.000+00:00,2023-10-22T10:54:01.000+00:00,2023-10-22T12:58:25.000+00:00,2023-10-22T13:43:27.000+00:00,2023-10-22T15:17:21.000+00:00,2023-10-22T17:11:57.000+00:00,2023-10-22T18:00:03.000+00:00,2023-10-22T18:58:01.000+00:00,2023-10-22T20:23:13.000+00:00,2023-10-22T21:13:05.000+00:00,
967,Olivier BLANCHET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:15.000+00:00,2023-10-22T08:42:20.000+00:00,2023-10-22T10:39:40.000+00:00,2023-10-22T12:56:34.000+00:00,2023-10-22T13:46:52.000+00:00,2023-10-22T14:54:07.000+00:00,2023-10-22T17:04:54.000+00:00,2023-10-22T17:56:08.000+00:00,2023-10-22T18:46:36.000+00:00,2023-10-22T20:21:50.000+00:00,2023-10-22T21:13:36.000+00:00,
1597,Nicolas BONDU,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:50:53.000+00:00,2023-10-22T08:58:22.000+00:00,2023-10-22T11:06:13.000+00:00,2023-10-22T13:11:52.000+00:00,2023-10-22T13:54:56.000+00:00,2023-10-22T15:19:23.000+00:00,2023-10-22T17:13:07.000+00:00,2023-10-22T17:59:18.000+00:00,2023-10-22T18:55:33.000+00:00,2023-10-22T20:24:15.000+00:00,2023-10-22T21:13:42.000+00:00,
2020,Marie-Hélène LOPEZ,FINISHER,M5-M6F,FEMALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T07:06:29.000+00:00,2023-10-22T09:11:28.000+00:00,2023-10-22T11:35:24.000+00:00,2023-10-22T14:03:18.000+00:00,2023-10-22T15:05:51.000+00:00,2023-10-22T16:27:38.000+00:00,2023-10-22T18:42:57.000+00:00,,,,2023-10-22T21:15:06.000+00:00,2023-10-22T19:49:29.000+00:00
880,Aurelien RENAUD,FINISHER,S-M0H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:35:02.000+00:00,2023-10-22T08:28:26.000+00:00,2023-10-22T10:39:45.000+00:00,2023-10-22T12:56:47.000+00:00,2023-10-22T13:46:15.000+00:00,2023-10-22T14:56:39.000+00:00,2023-10-22T17:03:04.000+00:00,2023-10-22T17:57:14.000+00:00,2023-10-22T18:54:28.000+00:00,2023-10-22T20:26:21.000+00:00,2023-10-22T21:15:07.000+00:00,
2623,Romain RENVOISÉ,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:02:15.000+00:00,2023-10-22T09:04:30.000+00:00,2023-10-22T11:11:59.000+00:00,2023-10-22T13:33:45.000+00:00,2023-10-22T14:17:12.000+00:00,2023-10-22T15:25:09.000+00:00,2023-10-22T17:18:12.000+00:00,2023-10-22T18:01:18.000+00:00,2023-10-22T18:59:39.000+00:00,2023-10-22T20:22:42.000+00:00,2023-10-22T21:15:11.000+00:00,
1807,Mathieu LAMBERTIN,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:09.000+00:00,2023-10-22T09:06:01.000+00:00,2023-10-22T11:10:33.000+00:00,2023-10-22T13:10:46.000+00:00,2023-10-22T13:55:02.000+00:00,2023-10-22T15:05:28.000+00:00,2023-10-22T17:14:39.000+00:00,2023-10-22T18:02:31.000+00:00,2023-10-22T19:01:47.000+00:00,2023-10-22T20:25:13.000+00:00,2023-10-22T21:15:16.000+00:00,
1037,Rodrigue ROMER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:50.000+00:00,2023-10-22T08:37:09.000+00:00,2023-10-22T10:39:13.000+00:00,2023-10-22T12:52:00.000+00:00,2023-10-22T13:40:03.000+00:00,2023-10-22T14:48:32.000+00:00,2023-10-22T17:07:18.000+00:00,2023-10-22T17:58:00.000+00:00,2023-10-22T18:59:04.000+00:00,2023-10-22T20:28:58.000+00:00,2023-10-22T21:15:33.000+00:00,
2237,Alexandre MARIBON,FINISHER,S-M0H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:02:00.000+00:00,2023-10-22T09:01:59.000+00:00,2023-10-22T11:04:56.000+00:00,2023-10-22T13:10:18.000+00:00,2023-10-22T13:54:56.000+00:00,2023-10-22T15:00:07.000+00:00,2023-10-22T17:02:32.000+00:00,2023-10-22T17:52:33.000+00:00,2023-10-22T18:51:11.000+00:00,2023-10-22T20:15:54.000+00:00,2023-10-22T21:15:46.000+00:00,
1231,Laura FANJUL,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:53.000+00:00,2023-10-22T08:38:43.000+00:00,2023-10-22T10:44:54.000+00:00,2023-10-22T12:57:43.000+00:00,2023-10-22T13:46:27.000+00:00,2023-10-22T15:10:01.000+00:00,2023-10-22T17:03:05.000+00:00,2023-10-22T18:02:52.000+00:00,2023-10-22T19:10:55.000+00:00,2023-10-22T20:27:47.000+00:00,2023-10-22T21:30:28.000+00:00,
304,Jean-Christophe SEVERIN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:20:48.000+00:00,2023-10-22T07:55:40.000+00:00,2023-10-22T10:05:16.000+00:00,2023-10-22T12:47:20.000+00:00,2023-10-22T13:33:22.000+00:00,2023-10-22T14:38:41.000+00:00,2023-10-22T17:05:49.000+00:00,2023-10-22T17:56:56.000+00:00,2023-10-22T19:02:15.000+00:00,2023-10-22T20:25:50.000+00:00,2023-10-22T21:22:08.000+00:00,
2459,Jacky DROUET,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:59:54.000+00:00,2023-10-22T09:01:56.000+00:00,2023-10-22T11:05:22.000+00:00,2023-10-22T13:20:12.000+00:00,2023-10-22T14:10:17.000+00:00,2023-10-22T15:21:06.000+00:00,2023-10-22T17:11:22.000+00:00,2023-10-22T18:02:30.000+00:00,2023-10-22T19:03:21.000+00:00,2023-10-22T20:22:57.000+00:00,2023-10-22T21:16:01.000+00:00,
1075,Stephane PELLETEY,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:44:32.000+00:00,2023-10-22T08:36:54.000+00:00,2023-10-22T10:42:46.000+00:00,2023-10-22T12:52:15.000+00:00,2023-10-22T13:47:29.000+00:00,2023-10-22T14:57:10.000+00:00,2023-10-22T17:08:56.000+00:00,2023-10-22T17:57:38.000+00:00,2023-10-22T19:03:53.000+00:00,2023-10-22T20:34:40.000+00:00,2023-10-22T21:16:04.000+00:00,
2684,Lucas FRANCES,FINISHER,M1-M2H,MALE,AR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:29:43.000+00:00,2023-10-22T08:17:28.000+00:00,2023-10-22T10:26:19.000+00:00,2023-10-22T12:36:36.000+00:00,2023-10-22T13:25:31.000+00:00,2023-10-22T14:39:34.000+00:00,2023-10-22T16:42:44.000+00:00,2023-10-22T17:32:50.000+00:00,2023-10-22T18:40:30.000+00:00,2023-10-22T20:16:52.000+00:00,2023-10-22T21:16:26.000+00:00,
2253,Nicolas FRANCES,FINISHER,M1-M2H,MALE,AR,2023-10-22T05:18:53.000+00:00,2023-10-22T06:29:44.000+00:00,2023-10-22T08:17:29.000+00:00,2023-10-22T10:27:47.000+00:00,2023-10-22T12:34:46.000+00:00,2023-10-22T13:24:41.000+00:00,2023-10-22T14:40:19.000+00:00,2023-10-22T16:42:33.000+00:00,2023-10-22T17:32:50.000+00:00,2023-10-22T18:40:31.000+00:00,2023-10-22T20:19:52.000+00:00,2023-10-22T21:16:28.000+00:00,
2039,Maxime ROUINSARD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:04:16.000+00:00,2023-10-22T09:10:02.000+00:00,2023-10-22T11:32:04.000+00:00,2023-10-22T13:54:07.000+00:00,2023-10-22T14:44:05.000+00:00,2023-10-22T16:06:13.000+00:00,2023-10-22T18:27:19.000+00:00,,,,2023-10-22T21:16:55.000+00:00,2023-10-22T19:50:52.000+00:00
2157,David THIEFFRY,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:04:09.000+00:00,2023-10-22T09:04:51.000+00:00,2023-10-22T11:09:51.000+00:00,2023-10-22T13:13:26.000+00:00,2023-10-22T14:03:24.000+00:00,2023-10-22T15:12:35.000+00:00,2023-10-22T17:27:20.000+00:00,2023-10-22T18:10:08.000+00:00,2023-10-22T19:07:34.000+00:00,2023-10-22T20:25:02.000+00:00,2023-10-22T21:16:56.000+00:00,
1527,Marc BERNON,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:04:09.000+00:00,2023-10-22T09:10:19.000+00:00,2023-10-22T11:11:37.000+00:00,2023-10-22T13:13:06.000+00:00,2023-10-22T14:03:17.000+00:00,2023-10-22T15:12:36.000+00:00,2023-10-22T17:27:22.000+00:00,2023-10-22T18:10:10.000+00:00,2023-10-22T19:07:36.000+00:00,2023-10-22T20:25:05.000+00:00,2023-10-22T21:16:58.000+00:00,
1437,Charly LOUPIAS,FINISHER,S-M0H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:51:08.000+00:00,2023-10-22T08:56:54.000+00:00,2023-10-22T10:52:39.000+00:00,2023-10-22T13:01:29.000+00:00,2023-10-22T13:40:39.000+00:00,2023-10-22T14:44:12.000+00:00,2023-10-22T16:50:21.000+00:00,2023-10-22T17:31:27.000+00:00,2023-10-22T18:40:47.000+00:00,2023-10-22T20:06:38.000+00:00,2023-10-22T21:16:59.000+00:00,
100,Pascal MOREAU,FINISHER,M5-M6H,MALE,FR,2023-10-22T05:18:53.000+00:00,2023-10-22T07:00:41.000+00:00,2023-10-22T09:23:09.000+00:00,2023-10-22T11:56:38.000+00:00,2023-10-22T14:07:24.000+00:00,2023-10-22T14:49:04.000+00:00,2023-10-22T15:52:34.000+00:00,2023-10-22T17:41:16.000+00:00,2023-10-22T18:29:32.000+00:00,2023-10-22T19:24:34.000+00:00,2023-10-22T20:38:19.000+00:00,2023-10-22T21:17:15.000+00:00,
1834,Thomas DUCROCQ,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:06.000+00:00,2023-10-22T08:39:32.000+00:00,2023-10-22T10:42:01.000+00:00,2023-10-22T12:51:38.000+00:00,2023-10-22T13:33:15.000+00:00,2023-10-22T14:46:33.000+00:00,2023-10-22T16:49:54.000+00:00,2023-10-22T17:37:00.000+00:00,2023-10-22T18:46:58.000+00:00,2023-10-22T20:22:35.000+00:00,2023-10-22T21:17:23.000+00:00,
1610,Anthony PELLIER,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:47:04.000+00:00,2023-10-22T08:44:14.000+00:00,2023-10-22T10:41:40.000+00:00,2023-10-22T12:51:31.000+00:00,2023-10-22T13:33:16.000+00:00,2023-10-22T14:46:00.000+00:00,2023-10-22T16:49:51.000+00:00,2023-10-22T17:36:57.000+00:00,2023-10-22T18:47:19.000+00:00,2023-10-22T20:23:02.000+00:00,2023-10-22T21:17:24.000+00:00,
2468,Hucteau FABRICE,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:57:47.000+00:00,2023-10-22T08:58:58.000+00:00,2023-10-22T11:07:29.000+00:00,2023-10-22T13:17:35.000+00:00,2023-10-22T14:04:41.000+00:00,2023-10-22T15:11:18.000+00:00,2023-10-22T17:07:27.000+00:00,2023-10-22T17:57:11.000+00:00,2023-10-22T18:51:22.000+00:00,2023-10-22T20:24:12.000+00:00,2023-10-22T21:17:25.000+00:00,
1222,Delphine TALLEUX,FINISHER,M3-M4F,FEMALE,FR,2023-10-22T05:30:28.000+00:00,2023-10-22T06:43:00.000+00:00,2023-10-22T08:30:35.000+00:00,2023-10-22T10:35:53.000+00:00,2023-10-22T12:47:42.000+00:00,2023-10-22T13:33:39.000+00:00,2023-10-22T14:53:00.000+00:00,2023-10-22T17:07:38.000+00:00,2023-10-22T17:56:40.000+00:00,2023-10-22T18:54:10.000+00:00,2023-10-22T20:21:37.000+00:00,2023-10-22T21:17:53.000+00:00,
2380,Pierre-Thomas BEUN,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:52:22.000+00:00,2023-10-22T08:40:36.000+00:00,2023-10-22T10:33:33.000+00:00,2023-10-22T12:32:31.000+00:00,2023-10-22T13:18:31.000+00:00,2023-10-22T14:34:30.000+00:00,2023-10-22T16:45:19.000+00:00,2023-10-22T17:31:32.000+00:00,2023-10-22T18:51:19.000+00:00,2023-10-22T20:14:12.000+00:00,2023-10-22T21:18:24.000+00:00,
1151,Yseult GOUVERNAIRE,FINISHER,M3-M4F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:52:29.000+00:00,2023-10-22T08:40:36.000+00:00,2023-10-22T10:33:39.000+00:00,2023-10-22T12:33:27.000+00:00,2023-10-22T13:18:51.000+00:00,2023-10-22T14:36:51.000+00:00,2023-10-22T16:43:39.000+00:00,2023-10-22T17:41:37.000+00:00,2023-10-22T18:51:17.000+00:00,2023-10-22T20:14:26.000+00:00,2023-10-22T21:18:25.000+00:00,
2171,Sylvain LERAY,FINISHER,M3-M4H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:07:08.000+00:00,2023-10-22T09:06:27.000+00:00,2023-10-22T11:09:30.000+00:00,2023-10-22T13:00:08.000+00:00,2023-10-22T13:43:25.000+00:00,2023-10-22T14:54:13.000+00:00,2023-10-22T16:50:04.000+00:00,2023-10-22T17:44:46.000+00:00,2023-10-22T18:46:34.000+00:00,2023-10-22T20:18:43.000+00:00,2023-10-22T21:18:42.000+00:00,
2497,Freddy GIRARD,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:55.000+00:00,2023-10-22T09:11:16.000+00:00,2023-10-22T11:31:06.000+00:00,2023-10-22T13:59:04.000+00:00,2023-10-22T14:54:33.000+00:00,2023-10-22T16:16:00.000+00:00,2023-10-22T18:51:30.000+00:00,,,,2023-10-22T21:18:50.000+00:00,2023-10-22T19:56:42.000+00:00
2022,Yannick BACQUAERT,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:52:22.000+00:00,2023-10-22T08:43:24.000+00:00,2023-10-22T10:44:46.000+00:00,2023-10-22T12:41:56.000+00:00,2023-10-22T13:27:12.000+00:00,2023-10-22T14:34:37.000+00:00,2023-10-22T16:39:38.000+00:00,2023-10-22T17:26:05.000+00:00,2023-10-22T18:39:55.000+00:00,2023-10-22T20:12:21.000+00:00,2023-10-22T21:18:52.000+00:00,
1919,Marion MENARD,FINISHER,S-M0F,FEMALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T06:58:29.000+00:00,2023-10-22T08:55:09.000+00:00,2023-10-22T10:49:15.000+00:00,2023-10-22T12:56:23.000+00:00,2023-10-22T13:44:11.000+00:00,2023-10-22T14:53:12.000+00:00,2023-10-22T16:52:43.000+00:00,2023-10-22T17:43:39.000+00:00,2023-10-22T18:47:10.000+00:00,2023-10-22T20:22:10.000+00:00,2023-10-22T21:18:55.000+00:00,
2094,Stephane DESSIMOND,FINISHER,M1-M2H,MALE,FR,2023-10-22T05:45:20.000+00:00,2023-10-22T07:01:51.000+00:00,2023-10-22T08:59:43.000+00:00,2023-10-22T11:03:34.000+00:00,2023-10-22T13:15:19.000+00:00,2023-10-22T13:56:40.000+00:00,2023-10-22T15:00:45.000+00:00,2023-10-22T17:02:11.000+00:00,2023-10-22T17:49:56.000+00:00,2023-10-22T19:00:05.000+00:00,2023-10-22T20:26:12.000+00:00,2023-10-22T21:19:05.000+00:00,
