bib,name,segment_time,rank,sex,year,secteur,end_checkpoint,start_checkpoint,filtrer_valeur_aberrante
4057,Florence CHARLOT,00:46:33,11,FEMALE,2023,Colorado → St Denis,St Denis,Colorado,False
4460,Laetitia JORET,00:46:50,12,FEMALE,2024,Colorado → St Denis,St Denis,Colorado,False
4186,Rivosoa Hobilalaina ANDRIANIRINA,00:20:26,1,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4302,Nirina HAJA,00:21:33,2,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3212,Arthur GOURBIERE,00:22:08,3,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3354,Orlan AYADEN,00:22:34,4,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3181,Guillaume CAMBON,00:22:52,5,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3294,Guillaume FELT,00:23:13,6,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3560,Patrice CHAN SEEM,00:23:42,7,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3242,Mathis FLAMANT,00:23:57,8,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4020,Gauthier DURET,00:24:19,9,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4432,Titouan FORT,00:25:02,10,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4147,Charles MOTTE,00:25:03,11,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3436,Marine SECHET,00:25:04,1,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4094,Morgane LEFEUVRE,00:25:04,2,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3415,Corentin LOUIS,00:25:20,12,MALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3550,Charlotte GOUTEYRON,00:26:46,3,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4073,Maëlys DEVOS,00:26:56,4,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4365,Chloé MERIEL,00:28:12,5,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4109,Louise BENEVENT,00:28:55,6,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3507,Claire JACQUET,00:29:35,7,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3140,Claire CRIDELICH,00:29:43,8,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3628,Angie LE SCOARNEC,00:29:52,9,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3542,Daphné JESTIN,00:29:52,10,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
4004,Morgane SATGE,00:30:20,11,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
3643,Chloé PRIMAULT,00:30:33,12,FEMALE,2025,La Vigie (seulement 2025),La Vigie,Colorado,False
