bib,name,status,category,sex,country,Départ,Cresse,Rozier,Truel,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée,P7
3544,Kiari MAINA,WITHDRAWN,M1-M2H,MALE,NE,2022-10-21T04:02:13.000+00:00,2022-10-21T06:41:44.000+00:00,2022-10-21T08:55:09.000+00:00,2022-10-21T11:36:52.000+00:00,2022-10-21T14:33:18.000+00:00,2022-10-21T16:16:51.000+00:00,2022-10-21T19:00:40.000+00:00,2022-10-21T21:16:54.000+00:00,,,,,,2022-10-21T05:41:16.000+00:00
3650,Kim CAGNARD,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:48.000+00:00,2022-10-21T06:44:54.000+00:00,2022-10-21T09:04:30.000+00:00,2022-10-21T11:44:33.000+00:00,2022-10-21T14:45:00.000+00:00,2022-10-21T16:42:20.000+00:00,2022-10-21T18:58:19.000+00:00,2022-10-21T21:18:33.000+00:00,,,,,,2022-10-21T05:47:46.000+00:00
3896,Christophe MILLOT,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:16:07.000+00:00,2022-10-21T06:37:07.000+00:00,2022-10-21T08:37:06.000+00:00,2022-10-21T11:13:07.000+00:00,2022-10-21T14:16:29.000+00:00,2022-10-21T16:16:08.000+00:00,2022-10-21T18:50:18.000+00:00,2022-10-21T21:19:15.000+00:00,,,,,,2022-10-21T05:45:28.000+00:00
3457,Yornes ANDRADES LOPEZ,WITHDRAWN,M1-M2H,MALE,VE,2022-10-21T04:01:54.000+00:00,2022-10-21T06:03:44.000+00:00,2022-10-21T08:09:47.000+00:00,2022-10-21T10:23:39.000+00:00,2022-10-21T13:56:53.000+00:00,2022-10-21T16:45:54.000+00:00,2022-10-21T19:02:50.000+00:00,2022-10-21T21:20:50.000+00:00,,,,,,2022-10-21T05:18:42.000+00:00
3989,Jonathan VACHER,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:45.000+00:00,2022-10-21T06:35:23.000+00:00,2022-10-21T08:39:09.000+00:00,2022-10-21T11:15:28.000+00:00,2022-10-21T14:08:27.000+00:00,2022-10-21T16:01:54.000+00:00,2022-10-21T18:38:12.000+00:00,2022-10-21T21:21:29.000+00:00,,,,,,2022-10-21T05:42:52.000+00:00
3976,Annaïk CLENET,WITHDRAWN,M1-M2F,FEMALE,FR,2022-10-21T04:16:02.000+00:00,2022-10-21T06:41:57.000+00:00,2022-10-21T08:45:51.000+00:00,2022-10-21T11:22:18.000+00:00,2022-10-21T14:28:54.000+00:00,2022-10-21T16:34:49.000+00:00,2022-10-21T18:56:00.000+00:00,2022-10-21T21:22:34.000+00:00,,,,,,2022-10-21T05:45:30.000+00:00
4104,Valérie VEZIN,WITHDRAWN,M3-M4F,FEMALE,FR,2022-10-21T04:16:03.000+00:00,2022-10-21T06:41:51.000+00:00,2022-10-21T08:43:08.000+00:00,2022-10-21T11:22:15.000+00:00,2022-10-21T14:28:51.000+00:00,2022-10-21T16:01:18.000+00:00,2022-10-21T18:48:52.000+00:00,2022-10-21T21:22:42.000+00:00,,,,,,2022-10-21T05:45:29.000+00:00
3903,Denis LIES,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:16:04.000+00:00,2022-10-21T06:44:58.000+00:00,2022-10-21T08:56:30.000+00:00,2022-10-21T11:26:34.000+00:00,2022-10-21T14:41:23.000+00:00,2022-10-21T16:24:54.000+00:00,2022-10-21T19:05:56.000+00:00,2022-10-21T21:25:54.000+00:00,,,,,,2022-10-21T05:48:11.000+00:00
4044,Aline KUTA,WITHDRAWN,M1-M2F,FEMALE,FR,2022-10-21T04:16:05.000+00:00,2022-10-21T06:46:05.000+00:00,2022-10-21T08:55:02.000+00:00,2022-10-21T11:26:32.000+00:00,2022-10-21T14:41:27.000+00:00,2022-10-21T16:26:14.000+00:00,2022-10-21T19:08:22.000+00:00,2022-10-21T21:25:58.000+00:00,,,,,,2022-10-21T05:49:29.000+00:00
3890,Frederic RAZAFINDRAZAKA,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:15:44.000+00:00,2022-10-21T06:44:48.000+00:00,2022-10-21T08:45:37.000+00:00,2022-10-21T11:33:31.000+00:00,2022-10-21T14:52:52.000+00:00,2022-10-21T16:38:42.000+00:00,2022-10-21T19:14:16.000+00:00,2022-10-21T21:28:12.000+00:00,,,,,,2022-10-21T05:46:48.000+00:00
3771,Eric BOUTEVILLAIN,OUT_OF_TIME,M3-M4H,MALE,FR,2022-10-21T04:15:47.000+00:00,2022-10-21T06:30:31.000+00:00,2022-10-21T08:21:46.000+00:00,2022-10-21T11:14:59.000+00:00,2022-10-21T14:20:12.000+00:00,2022-10-21T16:15:59.000+00:00,2022-10-21T18:55:23.000+00:00,2022-10-21T21:29:43.000+00:00,,,,,,2022-10-21T05:38:56.000+00:00
4161,Sabrina WURZER,OUT_OF_TIME,SE F,FEMALE,DE,2022-10-21T04:15:59.000+00:00,2022-10-21T06:59:07.000+00:00,2022-10-21T09:03:21.000+00:00,2022-10-21T11:47:16.000+00:00,2022-10-21T14:45:40.000+00:00,2022-10-21T16:31:06.000+00:00,2022-10-21T19:01:51.000+00:00,2022-10-21T21:32:39.000+00:00,,,,,,2022-10-21T05:56:51.000+00:00
4041,Cyrille GUILLOUX,OUT_OF_TIME,M3-M4H,MALE,FR,2022-10-21T04:16:09.000+00:00,2022-10-21T06:46:37.000+00:00,2022-10-21T08:45:06.000+00:00,2022-10-21T11:25:34.000+00:00,2022-10-21T14:27:45.000+00:00,2022-10-21T16:13:47.000+00:00,2022-10-21T18:57:25.000+00:00,2022-10-21T21:35:11.000+00:00,,,,,,2022-10-21T05:50:48.000+00:00
4069,Raja BONIFAY,OUT_OF_TIME,M1-M2F,FEMALE,FR,2022-10-21T04:15:49.000+00:00,2022-10-21T06:51:36.000+00:00,2022-10-21T08:49:21.000+00:00,2022-10-21T11:35:31.000+00:00,2022-10-21T14:38:55.000+00:00,2022-10-21T16:23:28.000+00:00,2022-10-21T19:08:43.000+00:00,2022-10-21T21:37:26.000+00:00,,,,,,2022-10-21T05:55:17.000+00:00
4245,Pascal AZOU,OUT_OF_TIME,M1-M2H,MALE,FR,2022-10-21T04:16:07.000+00:00,2022-10-21T06:34:46.000+00:00,2022-10-21T08:35:57.000+00:00,2022-10-21T11:20:13.000+00:00,2022-10-21T14:31:36.000+00:00,2022-10-21T16:17:54.000+00:00,2022-10-21T19:02:58.000+00:00,2022-10-21T21:37:30.000+00:00,,,,,,2022-10-21T05:43:36.000+00:00
4064,Laurent GUERARD,OUT_OF_TIME,M3-M4H,MALE,FR,2022-10-21T04:15:50.000+00:00,2022-10-21T06:45:44.000+00:00,2022-10-21T08:42:37.000+00:00,2022-10-21T11:17:48.000+00:00,2022-10-21T14:23:47.000+00:00,2022-10-21T16:07:50.000+00:00,2022-10-21T19:04:36.000+00:00,2022-10-21T21:40:07.000+00:00,,,,,,2022-10-21T05:49:09.000+00:00
4035,Yannick GRANGER,OUT_OF_TIME,M1-M2H,MALE,FR,2022-10-21T04:15:56.000+00:00,2022-10-21T06:52:12.000+00:00,2022-10-21T08:53:38.000+00:00,2022-10-21T11:42:42.000+00:00,2022-10-21T14:42:40.000+00:00,2022-10-21T16:22:01.000+00:00,2022-10-21T18:55:27.000+00:00,2022-10-21T21:46:48.000+00:00,,,,,,2022-10-21T05:53:29.000+00:00
3986,Franck LANGLOIS,OUT_OF_TIME,M3-M4H,MALE,FR,2022-10-21T04:15:37.000+00:00,2022-10-21T06:44:55.000+00:00,2022-10-21T09:02:04.000+00:00,2022-10-21T11:52:25.000+00:00,2022-10-21T14:43:51.000+00:00,2022-10-21T16:24:28.000+00:00,2022-10-21T19:02:36.000+00:00,2022-10-21T21:48:02.000+00:00,,,,,,2022-10-21T05:47:25.000+00:00
3967,Nadege LISON,OUT_OF_TIME,M1-M2F,FEMALE,FR,2022-10-21T04:15:37.000+00:00,2022-10-21T06:45:41.000+00:00,2022-10-21T09:00:20.000+00:00,2022-10-21T11:52:23.000+00:00,2022-10-21T14:45:35.000+00:00,2022-10-21T16:29:57.000+00:00,2022-10-21T18:58:26.000+00:00,2022-10-21T21:48:04.000+00:00,,,,,,2022-10-21T05:47:50.000+00:00
4127,Camille MARQUET,OUT_OF_TIME,SE H,MALE,FR,2022-10-21T04:15:39.000+00:00,2022-10-21T06:38:38.000+00:00,2022-10-21T08:57:54.000+00:00,2022-10-21T11:55:46.000+00:00,2022-10-21T14:45:38.000+00:00,2022-10-21T16:28:50.000+00:00,2022-10-21T18:58:32.000+00:00,2022-10-21T21:48:05.000+00:00,,,,,,2022-10-21T05:45:19.000+00:00
3904,Laurent VITIERE,OUT_OF_TIME,M3-M4H,MALE,FR,2022-10-21T04:15:36.000+00:00,2022-10-21T06:45:42.000+00:00,2022-10-21T08:59:07.000+00:00,2022-10-21T11:52:27.000+00:00,2022-10-21T14:43:09.000+00:00,2022-10-21T16:28:12.000+00:00,2022-10-21T18:58:29.000+00:00,2022-10-21T21:48:23.000+00:00,,,,,,2022-10-21T05:47:51.000+00:00
4032,Jimmy VIARD,OUT_OF_TIME,M1-M2H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T06:18:15.000+00:00,2022-10-21T08:24:45.000+00:00,2022-10-21T11:01:41.000+00:00,2022-10-21T14:01:26.000+00:00,2022-10-21T15:56:07.000+00:00,2022-10-21T18:55:37.000+00:00,2022-10-21T21:56:12.000+00:00,,,,,,2022-10-21T05:28:36.000+00:00
4050,Buon SUI,OUT_OF_TIME,M1-M2H,MALE,FR,2022-10-21T04:15:35.000+00:00,2022-10-21T06:44:27.000+00:00,2022-10-21T08:53:58.000+00:00,2022-10-21T11:40:25.000+00:00,2022-10-21T14:38:09.000+00:00,2022-10-21T16:22:43.000+00:00,2022-10-21T19:27:55.000+00:00,2022-10-21T21:57:35.000+00:00,,,,,,2022-10-21T05:44:03.000+00:00
4088,Freddy NAZON,OUT_OF_TIME,SE H,MALE,FR,2022-10-21T04:15:41.000+00:00,2022-10-21T06:53:42.000+00:00,2022-10-21T08:59:55.000+00:00,2022-10-21T11:43:31.000+00:00,2022-10-21T14:47:48.000+00:00,2022-10-21T16:42:37.000+00:00,2022-10-21T19:20:53.000+00:00,2022-10-21T21:59:30.000+00:00,,,,,,2022-10-21T05:53:40.000+00:00
4250,Marius THERESINE,OUT_OF_TIME,M7-M8H,MALE,FR,2022-10-21T04:15:41.000+00:00,2022-10-21T06:45:22.000+00:00,2022-10-21T08:49:09.000+00:00,2022-10-21T11:40:44.000+00:00,2022-10-21T14:37:28.000+00:00,2022-10-21T16:29:09.000+00:00,2022-10-21T19:24:47.000+00:00,2022-10-21T22:28:12.000+00:00,,,,,,2022-10-21T05:47:29.000+00:00
4240,Frédéric BOUDAUD,OUT_OF_TIME,M1-M2H,MALE,FR,2022-10-21T04:15:39.000+00:00,2022-10-21T06:44:28.000+00:00,2022-10-21T08:47:00.000+00:00,2022-10-21T11:28:12.000+00:00,2022-10-21T14:42:59.000+00:00,2022-10-21T16:36:31.000+00:00,2022-10-21T19:19:00.000+00:00,2022-10-21T22:28:16.000+00:00,,,,,,2022-10-21T05:46:18.000+00:00
3472,Florian CAPELLE,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:02:04.000+00:00,2022-10-21T06:16:24.000+00:00,2022-10-21T08:02:54.000+00:00,2022-10-21T10:21:48.000+00:00,2022-10-21T13:01:44.000+00:00,2022-10-21T14:51:59.000+00:00,2022-10-21T17:52:59.000+00:00,,,,,,,2022-10-21T05:28:30.000+00:00
3584,Philippe KUSCHNICK,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T05:45:08.000+00:00,2022-10-21T07:04:59.000+00:00,2022-10-21T08:53:17.000+00:00,2022-10-21T10:43:24.000+00:00,2022-10-21T13:03:19.000+00:00,2022-10-21T14:23:40.000+00:00,,,,,,,
3567,Erwan TAILLANTER,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:02:08.000+00:00,2022-10-21T05:57:28.000+00:00,2022-10-21T07:22:28.000+00:00,2022-10-21T09:13:58.000+00:00,2022-10-21T11:20:04.000+00:00,2022-10-21T12:50:59.000+00:00,2022-10-21T14:39:22.000+00:00,,,,,,,
3229,Rodolphe HERARD,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:01:48.000+00:00,2022-10-21T05:55:14.000+00:00,2022-10-21T07:26:16.000+00:00,2022-10-21T09:25:49.000+00:00,2022-10-21T11:35:22.000+00:00,2022-10-21T13:14:24.000+00:00,2022-10-21T15:41:29.000+00:00,,,,,,,
3664,Vincent POUX,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:03:49.000+00:00,2022-10-21T06:04:58.000+00:00,2022-10-21T07:34:02.000+00:00,2022-10-21T09:38:56.000+00:00,2022-10-21T11:59:57.000+00:00,2022-10-21T13:21:37.000+00:00,2022-10-21T16:24:21.000+00:00,,,,,,,2022-10-21T05:24:01.000+00:00
3326,Christophe FERY,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:01:56.000+00:00,2022-10-21T05:56:00.000+00:00,2022-10-21T07:31:31.000+00:00,2022-10-21T09:45:39.000+00:00,2022-10-21T12:11:07.000+00:00,2022-10-21T14:01:33.000+00:00,2022-10-21T16:30:36.000+00:00,,,,,,,
3228,Antoine THOMAS,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T05:57:12.000+00:00,2022-10-21T07:49:21.000+00:00,2022-10-21T10:04:13.000+00:00,2022-10-21T12:26:38.000+00:00,2022-10-21T13:51:11.000+00:00,2022-10-21T16:33:43.000+00:00,,,,,,,
4163,Ludovic BOUGET,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:15:32.000+00:00,2022-10-21T06:31:58.000+00:00,2022-10-21T08:28:51.000+00:00,2022-10-21T11:03:33.000+00:00,,2022-10-21T15:25:55.000+00:00,2022-10-21T16:50:24.000+00:00,,,,,,,2022-10-21T05:39:38.000+00:00
4079,Sebastien SECHER,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:46.000+00:00,2022-10-21T06:44:43.000+00:00,2022-10-21T09:00:00.000+00:00,2022-10-21T11:51:47.000+00:00,2022-10-21T15:22:37.000+00:00,2022-10-21T16:11:55.000+00:00,2022-10-21T16:55:01.000+00:00,,,,,,,2022-10-21T05:46:21.000+00:00
3676,Cedric POUCEL,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:46.000+00:00,2022-10-21T06:32:05.000+00:00,2022-10-21T08:12:30.000+00:00,2022-10-21T10:26:19.000+00:00,2022-10-21T12:51:10.000+00:00,2022-10-21T14:47:30.000+00:00,2022-10-21T16:59:48.000+00:00,,,,,,,2022-10-21T05:40:29.000+00:00
3357,Gregory DECUPPER,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:01:50.000+00:00,2022-10-21T06:11:46.000+00:00,2022-10-21T08:03:14.000+00:00,2022-10-21T10:20:00.000+00:00,2022-10-21T13:04:09.000+00:00,2022-10-21T14:39:20.000+00:00,2022-10-21T17:02:31.000+00:00,,,,,,,2022-10-21T05:24:18.000+00:00
3706,Thomas SAULNIER,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:03:52.000+00:00,2022-10-21T06:20:19.000+00:00,2022-10-21T08:14:27.000+00:00,2022-10-21T10:28:39.000+00:00,2022-10-21T13:11:12.000+00:00,2022-10-21T14:45:17.000+00:00,2022-10-21T17:08:37.000+00:00,,,,,,,2022-10-21T05:34:20.000+00:00
3172,Christophe TRIBES,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:15:45.000+00:00,2022-10-21T06:34:17.000+00:00,2022-10-21T08:14:02.000+00:00,2022-10-21T10:44:05.000+00:00,2022-10-21T13:26:26.000+00:00,2022-10-21T14:52:46.000+00:00,2022-10-21T17:18:58.000+00:00,,,,,,,2022-10-21T05:43:02.000+00:00
4186,Thomas LE SAINT,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:32.000+00:00,2022-10-21T06:28:08.000+00:00,2022-10-21T08:21:57.000+00:00,2022-10-21T10:37:02.000+00:00,2022-10-21T13:16:52.000+00:00,2022-10-21T14:43:34.000+00:00,2022-10-21T17:26:02.000+00:00,,,,,,,2022-10-21T05:38:19.000+00:00
3841,Lénaïc ROULLEAU,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:56.000+00:00,2022-10-21T06:33:38.000+00:00,2022-10-21T08:21:18.000+00:00,2022-10-21T10:24:10.000+00:00,2022-10-21T12:52:05.000+00:00,2022-10-21T15:01:12.000+00:00,2022-10-21T17:59:06.000+00:00,,,,,,,2022-10-21T05:42:15.000+00:00
3959,Marc JAKONCIC,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:16:07.000+00:00,2022-10-21T06:35:26.000+00:00,2022-10-21T08:37:01.000+00:00,2022-10-21T10:54:53.000+00:00,2022-10-21T13:44:34.000+00:00,2022-10-21T15:30:36.000+00:00,2022-10-21T18:19:21.000+00:00,,,,,,,2022-10-21T05:44:30.000+00:00
3792,Jean-Marc MORINIERE,WITHDRAWN,M5-M6H,MALE,FR,2022-10-21T04:15:47.000+00:00,2022-10-21T06:32:18.000+00:00,2022-10-21T08:20:54.000+00:00,2022-10-21T10:36:41.000+00:00,2022-10-21T13:26:49.000+00:00,2022-10-21T15:20:15.000+00:00,2022-10-21T18:29:56.000+00:00,,,,,,,2022-10-21T05:42:40.000+00:00
3877,Philippe ROUXEL,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:15:59.000+00:00,2022-10-21T06:52:16.000+00:00,2022-10-21T08:51:05.000+00:00,2022-10-21T11:15:11.000+00:00,2022-10-21T13:59:20.000+00:00,2022-10-21T15:52:02.000+00:00,2022-10-21T18:45:19.000+00:00,,,,,,,2022-10-21T05:52:34.000+00:00
3642,Alexandre MONNERON,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:53.000+00:00,2022-10-21T06:35:58.000+00:00,2022-10-21T08:35:14.000+00:00,2022-10-21T11:22:33.000+00:00,2022-10-21T14:38:18.000+00:00,2022-10-21T16:15:08.000+00:00,2022-10-21T18:48:36.000+00:00,,,,,,,2022-10-21T05:45:21.000+00:00
3891,Anaïs GUILLOU,WITHDRAWN,SE F,FEMALE,FR,2022-10-21T04:15:54.000+00:00,2022-10-21T06:40:33.000+00:00,2022-10-21T08:39:00.000+00:00,2022-10-21T11:22:32.000+00:00,2022-10-21T14:38:21.000+00:00,2022-10-21T16:15:05.000+00:00,2022-10-21T18:48:39.000+00:00,,,,,,,2022-10-21T05:46:19.000+00:00
3765,Eric POISSON,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:03:39.000+00:00,2022-10-21T06:46:06.000+00:00,2022-10-21T08:43:54.000+00:00,2022-10-21T11:19:20.000+00:00,2022-10-21T14:20:43.000+00:00,2022-10-21T16:35:20.000+00:00,2022-10-21T18:52:32.000+00:00,,,,,,,2022-10-21T05:42:21.000+00:00
4267,Maxime GOSSET,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:44.000+00:00,2022-10-21T06:35:10.000+00:00,2022-10-21T08:24:18.000+00:00,2022-10-21T10:40:31.000+00:00,2022-10-21T13:20:56.000+00:00,2022-10-21T15:06:36.000+00:00,2022-10-21T18:54:49.000+00:00,,,,,,,2022-10-21T05:42:52.000+00:00
3875,Bastien EUSOP,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:15:46.000+00:00,2022-10-21T06:44:51.000+00:00,2022-10-21T08:39:45.000+00:00,2022-10-21T11:10:14.000+00:00,2022-10-21T14:04:53.000+00:00,2022-10-21T15:54:49.000+00:00,2022-10-21T18:56:19.000+00:00,,,,,,,2022-10-21T05:47:48.000+00:00
4085,Xavier LEBLOND,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:42.000+00:00,2022-10-21T06:45:20.000+00:00,2022-10-21T08:54:23.000+00:00,2022-10-21T11:44:49.000+00:00,2022-10-21T14:52:57.000+00:00,2022-10-21T16:33:12.000+00:00,2022-10-21T19:04:17.000+00:00,,,,,,,2022-10-21T05:50:19.000+00:00
3930,Sébastien NOEL,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:01:51.000+00:00,2022-10-21T06:28:27.000+00:00,2022-10-21T08:30:56.000+00:00,2022-10-21T11:13:19.000+00:00,,2022-10-21T15:44:21.000+00:00,2022-10-21T19:13:05.000+00:00,,,,,,,2022-10-21T05:34:04.000+00:00
3899,Julien LECOMTE-BLONDEL,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:49.000+00:00,2022-10-21T06:37:51.000+00:00,2022-10-21T08:26:48.000+00:00,2022-10-21T11:02:14.000+00:00,2022-10-21T14:08:42.000+00:00,2022-10-21T16:05:03.000+00:00,2022-10-21T19:14:46.000+00:00,,,,,,,2022-10-21T05:45:27.000+00:00
3992,Helene TABEZE,WITHDRAWN,SE F,FEMALE,FR,2022-10-21T04:15:51.000+00:00,2022-10-21T06:36:29.000+00:00,2022-10-21T08:44:23.000+00:00,2022-10-21T11:29:42.000+00:00,2022-10-21T14:52:35.000+00:00,2022-10-21T16:27:27.000+00:00,2022-10-21T19:20:04.000+00:00,,,,,,,2022-10-21T05:44:05.000+00:00
3719,Herve FOURNIER,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:15:26.000+00:00,2022-10-21T06:45:34.000+00:00,2022-10-21T08:46:11.000+00:00,2022-10-21T11:19:51.000+00:00,2022-10-21T14:40:15.000+00:00,2022-10-21T16:19:18.000+00:00,2022-10-21T19:21:47.000+00:00,,,,,,,2022-10-21T05:45:06.000+00:00
3889,Christophe MASSON,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:15:45.000+00:00,2022-10-21T06:36:31.000+00:00,2022-10-21T08:35:09.000+00:00,2022-10-21T11:15:07.000+00:00,2022-10-21T14:19:11.000+00:00,2022-10-21T16:09:58.000+00:00,2022-10-21T19:21:50.000+00:00,,,,,,,2022-10-21T05:44:00.000+00:00
3702,Louis STABARIN,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:15:48.000+00:00,2022-10-21T06:39:35.000+00:00,2022-10-21T08:38:18.000+00:00,2022-10-21T11:16:51.000+00:00,2022-10-21T14:28:04.000+00:00,2022-10-21T16:20:32.000+00:00,2022-10-21T19:22:05.000+00:00,,,,,,,2022-10-21T05:45:26.000+00:00
4174,Frederique DAOULAS,WITHDRAWN,SE F,FEMALE,FR,2022-10-21T04:15:44.000+00:00,2022-10-21T06:58:06.000+00:00,2022-10-21T09:00:02.000+00:00,2022-10-21T11:56:42.000+00:00,2022-10-21T15:04:52.000+00:00,2022-10-21T16:53:13.000+00:00,2022-10-21T19:30:11.000+00:00,,,,,,,2022-10-21T05:54:32.000+00:00
3931,Christophe ROUSNAK,WITHDRAWN,M3-M4H,MALE,FR,2022-10-21T04:16:03.000+00:00,2022-10-21T06:48:02.000+00:00,2022-10-21T08:50:30.000+00:00,2022-10-21T11:47:20.000+00:00,2022-10-21T15:07:31.000+00:00,2022-10-21T16:54:39.000+00:00,2022-10-21T19:32:05.000+00:00,,,,,,,2022-10-21T05:49:23.000+00:00
4030,Jany VALLET,WITHDRAWN,M5-M6H,MALE,FR,2022-10-21T04:15:49.000+00:00,2022-10-21T06:47:28.000+00:00,2022-10-21T08:56:42.000+00:00,2022-10-21T11:42:28.000+00:00,2022-10-21T14:55:49.000+00:00,2022-10-21T16:40:00.000+00:00,2022-10-21T19:32:06.000+00:00,,,,,,,2022-10-21T05:52:15.000+00:00
4139,Valerie TRIMOUILLE,WITHDRAWN,M3-M4F,FEMALE,FR,2022-10-21T04:15:38.000+00:00,2022-10-21T06:50:10.000+00:00,2022-10-21T08:48:03.000+00:00,2022-10-21T11:32:02.000+00:00,2022-10-21T14:33:42.000+00:00,2022-10-21T16:19:15.000+00:00,2022-10-21T19:32:16.000+00:00,,,,,,,2022-10-21T05:51:21.000+00:00
4046,Pierre-Antoine FOREAU,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:15:39.000+00:00,2022-10-21T06:45:23.000+00:00,2022-10-21T09:10:31.000+00:00,2022-10-21T11:42:53.000+00:00,2022-10-21T14:45:28.000+00:00,2022-10-21T16:28:15.000+00:00,2022-10-21T19:32:34.000+00:00,,,,,,,2022-10-21T05:48:29.000+00:00
3535,Eric MATHIEU,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:02:04.000+00:00,2022-10-21T06:35:34.000+00:00,2022-10-21T08:58:17.000+00:00,2022-10-21T11:42:34.000+00:00,2022-10-21T14:48:33.000+00:00,2022-10-21T16:30:17.000+00:00,2022-10-21T19:38:19.000+00:00,,,,,,,2022-10-21T05:34:45.000+00:00
3990,Michael GEORGES,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:16:05.000+00:00,2022-10-21T06:46:13.000+00:00,2022-10-21T09:00:50.000+00:00,2022-10-21T11:35:20.000+00:00,2022-10-21T14:41:31.000+00:00,2022-10-21T16:31:09.000+00:00,2022-10-21T19:38:56.000+00:00,,,,,,,2022-10-21T05:49:28.000+00:00
3542,Philippe RIBEAUCOURT,WITHDRAWN,M1-M2H,MALE,BE,2022-10-21T04:02:07.000+00:00,2022-10-21T06:36:37.000+00:00,2022-10-21T08:47:05.000+00:00,2022-10-21T11:37:05.000+00:00,2022-10-21T14:52:46.000+00:00,2022-10-21T16:39:03.000+00:00,2022-10-21T19:39:11.000+00:00,,,,,,,2022-10-21T05:39:38.000+00:00
4072,Cédric CHAMAND,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:15:53.000+00:00,2022-10-21T06:35:59.000+00:00,2022-10-21T08:42:38.000+00:00,2022-10-21T11:41:43.000+00:00,2022-10-21T16:02:33.000+00:00,,,,,,,,,2022-10-21T05:45:23.000+00:00
4034,Dimitri LAVAUZELLE,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:15:55.000+00:00,2022-10-21T06:52:35.000+00:00,2022-10-21T08:59:31.000+00:00,2022-10-21T11:57:59.000+00:00,2022-10-21T16:01:48.000+00:00,,,,,,,,,2022-10-21T05:52:31.000+00:00
3043,Yoann GARAULT,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:37:44.000+00:00,2022-10-21T06:43:46.000+00:00,2022-10-21T08:13:55.000+00:00,2022-10-21T09:55:19.000+00:00,2022-10-21T11:14:52.000+00:00,,,,,,,,
3047,Alexandre PROTIN,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:01:48.000+00:00,2022-10-21T05:37:43.000+00:00,2022-10-21T06:47:43.000+00:00,2022-10-21T08:24:09.000+00:00,2022-10-21T10:20:47.000+00:00,2022-10-21T11:38:10.000+00:00,,,,,,,,
3057,Yannick MATHEZ,WITHDRAWN,M3-M4H,MALE,CH,2022-10-21T04:01:47.000+00:00,2022-10-21T05:45:49.000+00:00,2022-10-21T07:05:33.000+00:00,2022-10-21T08:56:26.000+00:00,2022-10-21T11:16:38.000+00:00,2022-10-21T12:06:29.000+00:00,,,,,,,,
3085,Regis LAMARQUE,WITHDRAWN,M1-M2H,MALE,FR,2022-10-21T04:01:39.000+00:00,2022-10-21T05:43:12.000+00:00,2022-10-21T06:58:03.000+00:00,2022-10-21T08:44:05.000+00:00,2022-10-21T11:06:10.000+00:00,2022-10-21T12:23:48.000+00:00,,,,,,,,
3289,Brice MOREL,WITHDRAWN,SE H,MALE,FR,2022-10-21T04:01:55.000+00:00,2022-10-21T05:53:54.000+00:00,2022-10-21T07:25:41.000+00:00,2022-10-21T09:21:23.000+00:00,2022-10-21T11:32:16.000+00:00,2022-10-21T12:53:47.000+00:00,,,,,,,,
