bib,name,status,category,sex,country,Cilaos,Mare Josep,Cav Dufour,Bélouve,Hell-Bourg,Bras Marro,Merles,Nouvelle,Marla,Roche plat,orangers,Pass Oussy,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
5925,Nourredine BENKEBIL,FINISHER,M1 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:01:21.000+00:00,2023-10-20T23:15:26.000+00:00,2023-10-21T01:32:03.000+00:00,2023-10-21T02:30:49.000+00:00,2023-10-21T03:16:19.000+00:00,2023-10-21T06:17:52.000+00:00,2023-10-21T07:57:15.000+00:00,2023-10-21T09:24:40.000+00:00,2023-10-21T12:17:38.000+00:00,2023-10-21T14:18:12.000+00:00,2023-10-21T16:25:54.000+00:00,2023-10-21T17:16:37.000+00:00,2023-10-21T21:00:30.000+00:00,2023-10-21T21:32:51.000+00:00,2023-10-22T01:04:58.000+00:00,2023-10-22T03:22:59.000+00:00,2023-10-22T06:24:34.000+00:00,2023-10-22T07:27:26.000+00:00
5847,Sébastien TOISON,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:52:54.000+00:00,2023-10-20T22:50:07.000+00:00,2023-10-21T01:00:49.000+00:00,2023-10-21T02:07:41.000+00:00,2023-10-21T02:44:43.000+00:00,2023-10-21T05:22:48.000+00:00,2023-10-21T06:55:11.000+00:00,2023-10-21T08:07:30.000+00:00,2023-10-21T10:37:26.000+00:00,2023-10-21T12:35:37.000+00:00,2023-10-21T14:47:16.000+00:00,2023-10-21T15:35:56.000+00:00,2023-10-21T18:43:26.000+00:00,2023-10-21T19:26:12.000+00:00,2023-10-21T23:22:15.000+00:00,2023-10-22T01:40:48.000+00:00,2023-10-22T05:55:43.000+00:00,2023-10-22T07:29:29.000+00:00
5110,Aymeric SICARD,FINISHER,M3 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:07:23.000+00:00,2023-10-20T23:17:59.000+00:00,2023-10-21T01:17:06.000+00:00,2023-10-21T02:14:10.000+00:00,2023-10-21T02:59:10.000+00:00,2023-10-21T06:04:17.000+00:00,2023-10-21T07:26:06.000+00:00,2023-10-21T08:39:54.000+00:00,2023-10-21T11:46:13.000+00:00,2023-10-21T14:03:13.000+00:00,2023-10-21T15:32:02.000+00:00,2023-10-21T16:03:54.000+00:00,2023-10-21T19:13:11.000+00:00,2023-10-21T20:06:43.000+00:00,2023-10-21T23:57:12.000+00:00,2023-10-22T02:02:05.000+00:00,2023-10-22T05:41:49.000+00:00,2023-10-22T07:28:14.000+00:00
6418,Maxime PICAVET,FINISHER,SE H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:25:30.000+00:00,2023-10-21T00:21:06.000+00:00,2023-10-21T02:37:37.000+00:00,2023-10-21T03:46:40.000+00:00,2023-10-21T04:18:35.000+00:00,2023-10-21T07:24:35.000+00:00,2023-10-21T08:38:31.000+00:00,2023-10-21T09:52:56.000+00:00,2023-10-21T12:24:17.000+00:00,2023-10-21T14:03:53.000+00:00,2023-10-21T15:54:32.000+00:00,2023-10-21T16:36:36.000+00:00,2023-10-21T19:25:25.000+00:00,2023-10-21T20:07:37.000+00:00,2023-10-21T22:51:24.000+00:00,2023-10-22T02:38:19.000+00:00,2023-10-22T06:22:25.000+00:00,2023-10-22T07:28:25.000+00:00
5432,Kevin FURIA,FINISHER,M0 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:28:36.000+00:00,2023-10-20T23:56:35.000+00:00,2023-10-21T02:06:47.000+00:00,2023-10-21T03:49:52.000+00:00,2023-10-21T04:37:11.000+00:00,2023-10-21T07:51:08.000+00:00,2023-10-21T09:47:07.000+00:00,2023-10-21T11:02:27.000+00:00,2023-10-21T13:42:47.000+00:00,2023-10-21T14:56:58.000+00:00,2023-10-21T16:48:28.000+00:00,2023-10-21T17:38:58.000+00:00,2023-10-21T22:47:32.000+00:00,2023-10-21T23:19:01.000+00:00,2023-10-22T00:52:40.000+00:00,2023-10-22T02:58:21.000+00:00,2023-10-22T05:50:40.000+00:00,2023-10-22T07:31:25.000+00:00
6547,Ludovic VENUS,FINISHER,M0 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:14:43.000+00:00,2023-10-21T00:05:04.000+00:00,2023-10-21T02:36:18.000+00:00,2023-10-21T03:29:46.000+00:00,2023-10-21T04:20:35.000+00:00,2023-10-21T07:45:29.000+00:00,2023-10-21T09:25:43.000+00:00,2023-10-21T10:51:29.000+00:00,2023-10-21T13:48:56.000+00:00,2023-10-21T15:50:01.000+00:00,2023-10-21T17:38:53.000+00:00,2023-10-21T18:26:05.000+00:00,2023-10-21T21:04:39.000+00:00,2023-10-21T22:29:08.000+00:00,2023-10-22T00:44:32.000+00:00,2023-10-22T02:59:09.000+00:00,2023-10-22T05:50:03.000+00:00,2023-10-22T07:33:25.000+00:00
5531,Pascal PARASSOURAMIN,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:17:12.000+00:00,2023-10-20T23:57:46.000+00:00,2023-10-21T02:04:58.000+00:00,2023-10-21T03:02:18.000+00:00,2023-10-21T03:48:28.000+00:00,2023-10-21T07:03:48.000+00:00,2023-10-21T08:58:10.000+00:00,2023-10-21T10:21:00.000+00:00,2023-10-21T13:09:41.000+00:00,2023-10-21T15:33:47.000+00:00,2023-10-21T17:24:54.000+00:00,2023-10-21T18:52:13.000+00:00,2023-10-21T21:39:59.000+00:00,2023-10-21T22:26:37.000+00:00,2023-10-22T01:20:33.000+00:00,2023-10-22T04:01:59.000+00:00,2023-10-22T06:32:33.000+00:00,2023-10-22T07:32:16.000+00:00
5519,Mickael MINIER,FINISHER,M0 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:33:09.000+00:00,2023-10-21T00:31:11.000+00:00,2023-10-21T03:01:43.000+00:00,2023-10-21T03:53:08.000+00:00,2023-10-21T04:40:49.000+00:00,2023-10-21T07:59:03.000+00:00,2023-10-21T09:16:19.000+00:00,2023-10-21T10:32:05.000+00:00,2023-10-21T13:26:56.000+00:00,2023-10-21T15:05:23.000+00:00,2023-10-21T16:56:34.000+00:00,2023-10-21T17:44:13.000+00:00,2023-10-21T21:06:56.000+00:00,2023-10-21T22:00:37.000+00:00,2023-10-22T01:01:32.000+00:00,2023-10-22T03:05:44.000+00:00,2023-10-22T06:23:21.000+00:00,2023-10-22T07:32:44.000+00:00
5114,François GUILLEMARD,FINISHER,M4 H,MALE,RE,2023-10-20T20:21:53.000+00:00,2023-10-20T21:22:49.000+00:00,2023-10-21T00:14:19.000+00:00,2023-10-21T02:38:16.000+00:00,2023-10-21T03:32:41.000+00:00,2023-10-21T04:09:46.000+00:00,2023-10-21T06:55:38.000+00:00,2023-10-21T08:20:16.000+00:00,2023-10-21T09:36:28.000+00:00,2023-10-21T12:09:36.000+00:00,2023-10-21T14:51:02.000+00:00,2023-10-21T16:35:30.000+00:00,2023-10-21T17:18:52.000+00:00,2023-10-21T21:02:40.000+00:00,2023-10-21T21:43:52.000+00:00,2023-10-22T00:05:31.000+00:00,2023-10-22T02:34:53.000+00:00,2023-10-22T05:47:24.000+00:00,2023-10-22T07:32:51.000+00:00
6274,Sébastien CONTERIO,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:13:57.000+00:00,2023-10-20T23:43:22.000+00:00,2023-10-21T01:55:53.000+00:00,2023-10-21T02:48:24.000+00:00,2023-10-21T03:55:38.000+00:00,2023-10-21T06:52:48.000+00:00,2023-10-21T08:24:25.000+00:00,2023-10-21T09:35:38.000+00:00,2023-10-21T12:17:01.000+00:00,2023-10-21T14:02:27.000+00:00,2023-10-21T16:00:19.000+00:00,2023-10-21T16:47:33.000+00:00,2023-10-21T19:57:44.000+00:00,2023-10-21T21:10:16.000+00:00,2023-10-21T23:21:22.000+00:00,2023-10-22T02:53:31.000+00:00,2023-10-22T06:16:00.000+00:00,2023-10-22T07:33:10.000+00:00
6393,Brendan MARTIN,FINISHER,SE H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:11:18.000+00:00,2023-10-20T23:37:59.000+00:00,2023-10-21T01:57:41.000+00:00,2023-10-21T02:47:01.000+00:00,2023-10-21T03:32:18.000+00:00,2023-10-21T06:20:58.000+00:00,2023-10-21T07:50:19.000+00:00,2023-10-21T09:07:11.000+00:00,2023-10-21T11:50:37.000+00:00,2023-10-21T14:32:53.000+00:00,2023-10-21T16:41:47.000+00:00,2023-10-21T17:48:18.000+00:00,2023-10-21T20:28:59.000+00:00,2023-10-21T21:15:51.000+00:00,2023-10-21T23:50:27.000+00:00,2023-10-22T03:12:02.000+00:00,2023-10-22T05:49:45.000+00:00,2023-10-22T07:33:21.000+00:00
5040,Arthur FROMENTIN,FINISHER,SE H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:17:28.000+00:00,2023-10-20T23:57:02.000+00:00,2023-10-21T02:21:33.000+00:00,2023-10-21T03:37:42.000+00:00,2023-10-21T04:10:07.000+00:00,2023-10-21T07:03:54.000+00:00,2023-10-21T08:48:09.000+00:00,2023-10-21T10:10:51.000+00:00,2023-10-21T13:09:37.000+00:00,2023-10-21T15:21:06.000+00:00,2023-10-21T17:38:08.000+00:00,2023-10-21T18:17:56.000+00:00,2023-10-21T21:51:19.000+00:00,2023-10-21T22:37:07.000+00:00,2023-10-22T01:41:35.000+00:00,2023-10-22T04:02:17.000+00:00,2023-10-22T06:21:01.000+00:00,2023-10-22T07:34:10.000+00:00
5798,Marion MORAND,FINISHER,SE F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:59:38.000+00:00,2023-10-20T23:03:09.000+00:00,2023-10-21T01:06:17.000+00:00,2023-10-21T02:09:48.000+00:00,2023-10-21T02:37:12.000+00:00,2023-10-21T05:38:06.000+00:00,2023-10-21T07:04:06.000+00:00,2023-10-21T08:18:40.000+00:00,2023-10-21T11:04:22.000+00:00,2023-10-21T12:57:04.000+00:00,2023-10-21T14:52:46.000+00:00,2023-10-21T15:37:58.000+00:00,2023-10-21T18:04:24.000+00:00,2023-10-21T18:50:20.000+00:00,2023-10-21T21:58:50.000+00:00,2023-10-22T00:49:36.000+00:00,2023-10-22T04:12:30.000+00:00,2023-10-22T07:35:57.000+00:00
5952,Stenio MAMODE,FINISHER,M1 H,MALE,MU,2023-10-20T20:10:04.000+00:00,2023-10-20T21:21:23.000+00:00,2023-10-20T23:54:36.000+00:00,2023-10-21T02:08:03.000+00:00,2023-10-21T03:19:36.000+00:00,2023-10-21T03:57:18.000+00:00,2023-10-21T06:57:12.000+00:00,2023-10-21T08:38:10.000+00:00,2023-10-21T10:02:36.000+00:00,2023-10-21T12:54:23.000+00:00,2023-10-21T14:39:57.000+00:00,2023-10-21T16:35:18.000+00:00,2023-10-21T17:18:33.000+00:00,2023-10-21T21:00:37.000+00:00,2023-10-21T21:43:30.000+00:00,2023-10-21T23:53:46.000+00:00,2023-10-22T02:14:56.000+00:00,2023-10-22T05:44:01.000+00:00,2023-10-22T07:41:42.000+00:00
5999,Loic SIBELLE,FINISHER,M0 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:05:30.000+00:00,2023-10-20T23:18:02.000+00:00,2023-10-21T01:20:53.000+00:00,2023-10-21T02:30:19.000+00:00,2023-10-21T03:02:05.000+00:00,2023-10-21T05:46:30.000+00:00,2023-10-21T07:27:45.000+00:00,2023-10-21T08:47:41.000+00:00,2023-10-21T11:58:47.000+00:00,2023-10-21T13:38:48.000+00:00,2023-10-21T15:18:46.000+00:00,2023-10-21T15:59:03.000+00:00,2023-10-21T19:54:44.000+00:00,2023-10-21T20:35:25.000+00:00,2023-10-21T23:16:07.000+00:00,2023-10-22T03:00:50.000+00:00,2023-10-22T05:58:03.000+00:00,2023-10-22T07:41:56.000+00:00
6494,Charles BERGIER,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:57:38.000+00:00,2023-10-20T23:00:54.000+00:00,2023-10-21T01:01:17.000+00:00,2023-10-21T02:03:26.000+00:00,2023-10-21T02:31:08.000+00:00,2023-10-21T05:17:11.000+00:00,2023-10-21T06:45:32.000+00:00,2023-10-21T07:50:11.000+00:00,2023-10-21T09:59:45.000+00:00,2023-10-21T11:26:18.000+00:00,2023-10-21T14:18:18.000+00:00,2023-10-21T15:05:50.000+00:00,2023-10-21T19:32:31.000+00:00,2023-10-21T20:13:44.000+00:00,2023-10-21T23:50:55.000+00:00,2023-10-22T02:06:34.000+00:00,2023-10-22T06:13:06.000+00:00,2023-10-22T07:42:37.000+00:00
6050,Pauline THIERS,FINISHER,SE F,FEMALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:14:00.000+00:00,2023-10-20T23:52:29.000+00:00,2023-10-21T02:07:23.000+00:00,2023-10-21T03:27:30.000+00:00,2023-10-21T03:59:48.000+00:00,2023-10-21T07:09:12.000+00:00,2023-10-21T08:47:47.000+00:00,2023-10-21T10:17:24.000+00:00,2023-10-21T13:12:55.000+00:00,2023-10-21T15:04:22.000+00:00,2023-10-21T16:59:25.000+00:00,2023-10-21T17:50:10.000+00:00,2023-10-21T21:10:31.000+00:00,2023-10-21T22:00:43.000+00:00,2023-10-22T01:05:07.000+00:00,2023-10-22T03:12:08.000+00:00,2023-10-22T06:15:07.000+00:00,2023-10-22T07:43:47.000+00:00
6217,Antoine FELDMANN,FINISHER,SE H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:07:46.000+00:00,2023-10-20T23:27:50.000+00:00,2023-10-21T01:49:29.000+00:00,2023-10-21T02:58:02.000+00:00,2023-10-21T03:34:58.000+00:00,2023-10-21T06:40:23.000+00:00,2023-10-21T08:37:24.000+00:00,2023-10-21T10:13:04.000+00:00,2023-10-21T13:06:56.000+00:00,2023-10-21T15:04:07.000+00:00,2023-10-21T17:09:46.000+00:00,2023-10-21T18:00:40.000+00:00,2023-10-21T21:20:12.000+00:00,2023-10-21T21:59:31.000+00:00,2023-10-22T00:41:17.000+00:00,2023-10-22T03:36:20.000+00:00,2023-10-22T06:38:48.000+00:00,2023-10-22T07:44:58.000+00:00
5661,Sophie RODRIGUEZ,FINISHER,M2 F,FEMALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:05:44.000+00:00,2023-10-20T23:32:37.000+00:00,2023-10-21T01:42:21.000+00:00,2023-10-21T02:33:47.000+00:00,2023-10-21T03:12:25.000+00:00,2023-10-21T06:21:41.000+00:00,2023-10-21T08:09:14.000+00:00,2023-10-21T09:39:42.000+00:00,2023-10-21T12:31:55.000+00:00,2023-10-21T14:32:48.000+00:00,2023-10-21T16:42:33.000+00:00,2023-10-21T17:34:13.000+00:00,2023-10-21T20:23:16.000+00:00,2023-10-21T21:09:09.000+00:00,2023-10-21T23:57:48.000+00:00,2023-10-22T02:27:26.000+00:00,2023-10-22T06:08:29.000+00:00,2023-10-22T07:44:53.000+00:00
5977,Baptiste FELDMANN,FINISHER,SE H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:07:12.000+00:00,2023-10-20T23:27:47.000+00:00,2023-10-21T01:49:28.000+00:00,2023-10-21T02:58:04.000+00:00,2023-10-21T03:34:59.000+00:00,2023-10-21T06:40:52.000+00:00,2023-10-21T08:37:37.000+00:00,2023-10-21T10:12:57.000+00:00,2023-10-21T13:07:07.000+00:00,2023-10-21T15:04:10.000+00:00,2023-10-21T17:09:42.000+00:00,2023-10-21T18:00:38.000+00:00,2023-10-21T21:20:13.000+00:00,2023-10-21T21:59:32.000+00:00,2023-10-22T00:41:25.000+00:00,2023-10-22T03:36:20.000+00:00,2023-10-22T06:38:46.000+00:00,2023-10-22T07:46:04.000+00:00
6591,Jimmy VENDOMELE,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:11:20.000+00:00,2023-10-20T23:41:39.000+00:00,2023-10-21T01:57:28.000+00:00,2023-10-21T03:03:21.000+00:00,2023-10-21T03:46:33.000+00:00,2023-10-21T07:17:09.000+00:00,2023-10-21T09:33:12.000+00:00,2023-10-21T10:52:05.000+00:00,2023-10-21T13:27:10.000+00:00,2023-10-21T15:25:25.000+00:00,2023-10-21T17:14:02.000+00:00,2023-10-21T17:58:14.000+00:00,2023-10-21T21:04:04.000+00:00,2023-10-21T21:37:03.000+00:00,2023-10-22T01:09:31.000+00:00,2023-10-22T02:50:26.000+00:00,2023-10-22T06:24:56.000+00:00,2023-10-22T07:45:18.000+00:00
5223,Mkadara IZIDDINE,FINISHER,M3 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:15:03.000+00:00,2023-10-20T23:52:34.000+00:00,2023-10-21T02:35:38.000+00:00,2023-10-21T03:47:20.000+00:00,2023-10-21T04:40:16.000+00:00,2023-10-21T07:58:32.000+00:00,2023-10-21T09:44:05.000+00:00,2023-10-21T11:15:13.000+00:00,2023-10-21T13:50:22.000+00:00,2023-10-21T16:00:17.000+00:00,2023-10-21T18:09:19.000+00:00,2023-10-21T19:00:30.000+00:00,2023-10-21T21:41:09.000+00:00,2023-10-21T22:26:46.000+00:00,2023-10-22T01:04:31.000+00:00,2023-10-22T03:31:43.000+00:00,2023-10-22T06:24:20.000+00:00,2023-10-22T07:56:57.000+00:00
5930,Eric BRUYERE,FINISHER,M2 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:21:24.000+00:00,2023-10-21T00:14:51.000+00:00,2023-10-21T02:46:55.000+00:00,2023-10-21T03:42:30.000+00:00,2023-10-21T04:23:47.000+00:00,2023-10-21T07:15:49.000+00:00,2023-10-21T08:48:46.000+00:00,2023-10-21T10:17:00.000+00:00,2023-10-21T12:38:15.000+00:00,2023-10-21T14:28:47.000+00:00,2023-10-21T16:14:51.000+00:00,2023-10-21T16:58:48.000+00:00,2023-10-21T19:36:08.000+00:00,2023-10-21T20:26:12.000+00:00,2023-10-21T23:29:28.000+00:00,2023-10-22T02:14:10.000+00:00,2023-10-22T05:44:57.000+00:00,2023-10-22T07:49:30.000+00:00
5754,Claude Bernard MARIE-LOUISE,FINISHER,M1 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:15:01.000+00:00,2023-10-20T23:46:32.000+00:00,2023-10-21T01:56:57.000+00:00,2023-10-21T03:15:59.000+00:00,2023-10-21T03:50:36.000+00:00,2023-10-21T06:52:51.000+00:00,2023-10-21T08:19:01.000+00:00,2023-10-21T09:40:08.000+00:00,2023-10-21T12:26:21.000+00:00,2023-10-21T15:47:38.000+00:00,2023-10-21T17:24:46.000+00:00,2023-10-21T18:09:09.000+00:00,2023-10-21T21:36:43.000+00:00,2023-10-21T22:23:46.000+00:00,2023-10-22T00:56:44.000+00:00,2023-10-22T03:44:34.000+00:00,2023-10-22T06:54:41.000+00:00,2023-10-22T07:51:02.000+00:00
5226,Jean-Sébastien GRAPIN,FINISHER,M0 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:12:18.000+00:00,2023-10-20T23:43:46.000+00:00,2023-10-21T02:12:59.000+00:00,2023-10-21T03:40:11.000+00:00,2023-10-21T04:16:11.000+00:00,2023-10-21T07:19:29.000+00:00,2023-10-21T09:21:55.000+00:00,2023-10-21T10:41:11.000+00:00,2023-10-21T13:19:54.000+00:00,2023-10-21T15:11:42.000+00:00,2023-10-21T16:53:04.000+00:00,2023-10-21T17:38:49.000+00:00,2023-10-21T20:59:47.000+00:00,2023-10-21T21:36:59.000+00:00,2023-10-21T23:54:27.000+00:00,2023-10-22T03:14:36.000+00:00,2023-10-22T06:30:25.000+00:00,2023-10-22T07:51:36.000+00:00
6290,Rodolphe DIJOUX,FINISHER,M1 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:15:45.000+00:00,2023-10-20T23:58:44.000+00:00,2023-10-21T02:36:04.000+00:00,2023-10-21T03:47:47.000+00:00,2023-10-21T04:29:58.000+00:00,2023-10-21T07:45:40.000+00:00,2023-10-21T09:27:27.000+00:00,2023-10-21T10:46:07.000+00:00,2023-10-21T13:16:53.000+00:00,2023-10-21T15:08:54.000+00:00,2023-10-21T17:13:52.000+00:00,2023-10-21T18:03:09.000+00:00,2023-10-21T21:36:47.000+00:00,2023-10-21T22:23:49.000+00:00,2023-10-22T01:54:40.000+00:00,2023-10-22T03:56:24.000+00:00,2023-10-22T06:37:49.000+00:00,2023-10-22T07:51:41.000+00:00
5496,Frederic FOUILLAT,FINISHER,M3 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:13:10.000+00:00,2023-10-20T23:43:26.000+00:00,2023-10-21T02:06:54.000+00:00,2023-10-21T02:57:13.000+00:00,2023-10-21T04:02:19.000+00:00,2023-10-21T07:03:03.000+00:00,2023-10-21T09:08:54.000+00:00,2023-10-21T10:26:25.000+00:00,2023-10-21T13:30:38.000+00:00,2023-10-21T15:27:32.000+00:00,2023-10-21T17:26:53.000+00:00,2023-10-21T18:13:37.000+00:00,2023-10-21T21:59:51.000+00:00,2023-10-21T22:42:24.000+00:00,2023-10-22T01:14:14.000+00:00,2023-10-22T03:44:56.000+00:00,2023-10-22T06:47:22.000+00:00,2023-10-22T07:51:46.000+00:00
5959,Thierry PERRAU,FINISHER,M4 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:13:14.000+00:00,2023-10-20T23:43:24.000+00:00,2023-10-21T02:06:54.000+00:00,2023-10-21T02:57:13.000+00:00,2023-10-21T04:02:21.000+00:00,2023-10-21T07:02:56.000+00:00,2023-10-21T09:09:02.000+00:00,2023-10-21T10:26:59.000+00:00,2023-10-21T13:30:31.000+00:00,2023-10-21T15:27:27.000+00:00,2023-10-21T17:26:50.000+00:00,2023-10-21T18:13:38.000+00:00,2023-10-21T21:59:54.000+00:00,2023-10-21T22:42:26.000+00:00,2023-10-22T01:14:17.000+00:00,2023-10-22T03:44:57.000+00:00,2023-10-22T06:44:14.000+00:00,2023-10-22T07:51:46.000+00:00
5425,Julien ETHEVE,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T20:58:41.000+00:00,2023-10-20T23:07:09.000+00:00,2023-10-21T01:10:01.000+00:00,2023-10-21T02:09:38.000+00:00,2023-10-21T02:55:07.000+00:00,2023-10-21T05:49:54.000+00:00,2023-10-21T07:07:43.000+00:00,2023-10-21T08:29:43.000+00:00,2023-10-21T10:44:36.000+00:00,2023-10-21T12:41:07.000+00:00,2023-10-21T14:47:38.000+00:00,2023-10-21T15:32:55.000+00:00,2023-10-21T18:09:01.000+00:00,2023-10-21T18:59:18.000+00:00,2023-10-21T22:16:42.000+00:00,2023-10-22T03:07:54.000+00:00,2023-10-22T06:48:05.000+00:00,2023-10-22T07:56:44.000+00:00
6195,Jeremy MERLEN,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:07:14.000+00:00,2023-10-20T23:26:51.000+00:00,2023-10-21T01:44:55.000+00:00,2023-10-21T02:43:58.000+00:00,2023-10-21T03:30:10.000+00:00,2023-10-21T06:22:35.000+00:00,2023-10-21T08:06:10.000+00:00,2023-10-21T09:24:45.000+00:00,2023-10-21T12:08:03.000+00:00,2023-10-21T14:07:45.000+00:00,2023-10-21T16:11:38.000+00:00,2023-10-21T16:58:39.000+00:00,2023-10-21T21:05:32.000+00:00,2023-10-21T21:46:54.000+00:00,2023-10-22T00:37:22.000+00:00,2023-10-22T02:51:52.000+00:00,2023-10-22T06:31:35.000+00:00,2023-10-22T07:59:42.000+00:00
5216,Luciano ROCROU,FINISHER,M1 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:18:28.000+00:00,2023-10-21T00:01:35.000+00:00,2023-10-21T02:35:47.000+00:00,2023-10-21T04:04:46.000+00:00,2023-10-21T04:46:17.000+00:00,2023-10-21T08:02:47.000+00:00,2023-10-21T09:38:56.000+00:00,2023-10-21T11:11:17.000+00:00,2023-10-21T14:04:18.000+00:00,2023-10-21T15:56:18.000+00:00,2023-10-21T17:56:26.000+00:00,2023-10-21T18:47:11.000+00:00,2023-10-21T21:31:35.000+00:00,2023-10-21T22:15:41.000+00:00,2023-10-22T00:44:06.000+00:00,2023-10-22T03:24:26.000+00:00,2023-10-22T06:26:15.000+00:00,2023-10-22T07:58:39.000+00:00
5122,Clara LALLART,FINISHER,SE F,FEMALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:09:58.000+00:00,2023-10-20T23:40:58.000+00:00,2023-10-21T02:07:21.000+00:00,2023-10-21T03:11:20.000+00:00,2023-10-21T03:44:11.000+00:00,2023-10-21T06:37:08.000+00:00,2023-10-21T08:06:03.000+00:00,2023-10-21T09:25:55.000+00:00,2023-10-21T11:46:34.000+00:00,2023-10-21T14:29:55.000+00:00,2023-10-21T16:09:33.000+00:00,2023-10-21T16:55:57.000+00:00,2023-10-21T20:35:34.000+00:00,2023-10-21T21:16:35.000+00:00,2023-10-22T00:57:35.000+00:00,2023-10-22T03:09:48.000+00:00,2023-10-22T06:10:26.000+00:00,2023-10-22T07:59:16.000+00:00
6344,Alexandre BOUZIDI,FINISHER,M1 H,MALE,FR,2023-10-20T20:10:04.000+00:00,2023-10-20T21:41:54.000+00:00,2023-10-21T00:57:26.000+00:00,2023-10-21T03:37:44.000+00:00,2023-10-21T04:40:51.000+00:00,2023-10-21T05:34:44.000+00:00,2023-10-21T08:21:52.000+00:00,2023-10-21T09:56:43.000+00:00,2023-10-21T11:14:11.000+00:00,2023-10-21T13:38:29.000+00:00,2023-10-21T15:31:05.000+00:00,2023-10-21T17:21:26.000+00:00,2023-10-21T18:03:36.000+00:00,2023-10-21T22:23:42.000+00:00,2023-10-21T23:01:00.000+00:00,2023-10-22T01:34:24.000+00:00,2023-10-22T03:43:43.000+00:00,2023-10-22T06:36:25.000+00:00,2023-10-22T07:59:32.000+00:00
5637,Laurent SOUPLY,FINISHER,M0 H,MALE,FR,2023-10-20T20:01:49.000+00:00,2023-10-20T21:00:15.000+00:00,2023-10-20T23:08:30.000+00:00,2023-10-21T01:42:45.000+00:00,2023-10-21T03:27:26.000+00:00,2023-10-21T04:08:08.000+00:00,2023-10-21T07:03:28.000+00:00,2023-10-21T08:58:16.000+00:00,2023-10-21T10:44:33.000+00:00,2023-10-21T14:08:19.000+00:00,2023-10-21T16:13:47.000+00:00,2023-10-21T17:58:42.000+00:00,2023-10-21T18:29:59.000+00:00,2023-10-21T21:44:19.000+00:00,2023-10-21T22:25:51.000+00:00,2023-10-22T01:44:58.000+00:00,2023-10-22T03:25:37.000+00:00,2023-10-22T06:41:26.000+00:00,2023-10-22T08:00:04.000+00:00
5855,Jean Claude SABABADY,FINISHER,M2 H,MALE,FR,2023-10-20T20:21:53.000+00:00,2023-10-20T21:32:04.000+00:00,2023-10-21T00:31:42.000+00:00,2023-10-21T03:31:36.000+00:00,2023-10-21T04:38:54.000+00:00,2023-10-21T05:17:00.000+00:00,2023-10-21T08:21:47.000+00:00,2023-10-21T10:00:56.000+00:00,2023-10-21T11:48:22.000+00:00,2023-10-21T14:12:46.000+00:00,2023-10-21T16:16:57.000+00:00,2023-10-21T18:12:01.000+00:00,2023-10-21T19:03:01.000+00:00,2023-10-21T22:03:34.000+00:00,2023-10-21T22:49:31.000+00:00,2023-10-22T01:06:42.000+00:00,2023-10-22T04:13:32.000+00:00,2023-10-22T06:54:46.000+00:00,2023-10-22T08:00:22.000+00:00
