bib,name,status,category,sex,country,Cilaos,Mare Josep,Cav Dufour,Bélouve,Hell-Bourg,Bras Marro,Merles,Nouvelle,Marla,Plat. Cerf,orangers,Pass Oussy,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
6201,"Nicolas,rémi THOMAS",FINISHER,M0 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:02:38.000+00:00,2022-10-22T00:36:23.000+00:00,2022-10-22T03:12:39.000+00:00,2022-10-22T04:17:46.000+00:00,2022-10-22T05:07:31.000+00:00,2022-10-22T07:54:33.000+00:00,2022-10-22T09:41:10.000+00:00,2022-10-22T11:13:26.000+00:00,2022-10-22T14:22:46.000+00:00,2022-10-22T16:23:12.000+00:00,2022-10-22T18:21:28.000+00:00,2022-10-22T19:08:26.000+00:00,2022-10-22T22:22:44.000+00:00,2022-10-22T23:07:45.000+00:00,2022-10-23T02:15:44.000+00:00,2022-10-23T04:34:53.000+00:00,2022-10-23T07:31:01.000+00:00,2022-10-23T08:57:13.000+00:00
5475,Jean-Paul HUETTE,FINISHER,M5 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:51:06.000+00:00,2022-10-22T00:05:39.000+00:00,2022-10-22T02:21:58.000+00:00,2022-10-22T03:40:54.000+00:00,2022-10-22T04:09:24.000+00:00,2022-10-22T07:25:14.000+00:00,2022-10-22T09:24:29.000+00:00,2022-10-22T10:57:00.000+00:00,2022-10-22T13:41:04.000+00:00,2022-10-22T16:16:36.000+00:00,2022-10-22T18:16:34.000+00:00,2022-10-22T19:01:35.000+00:00,2022-10-22T22:23:05.000+00:00,2022-10-22T23:17:13.000+00:00,2022-10-23T02:19:54.000+00:00,2022-10-23T05:19:36.000+00:00,2022-10-23T07:49:45.000+00:00,2022-10-23T09:32:56.000+00:00
5412,Paul DEDE,FINISHER,SE H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:47:06.000+00:00,2022-10-22T00:06:14.000+00:00,2022-10-22T02:33:03.000+00:00,2022-10-22T03:48:40.000+00:00,2022-10-22T04:16:38.000+00:00,2022-10-22T07:10:31.000+00:00,2022-10-22T09:16:59.000+00:00,2022-10-22T10:44:25.000+00:00,2022-10-22T13:28:32.000+00:00,2022-10-22T15:39:53.000+00:00,2022-10-22T17:44:52.000+00:00,2022-10-22T18:35:06.000+00:00,2022-10-22T22:03:41.000+00:00,2022-10-22T22:45:13.000+00:00,2022-10-23T01:32:24.000+00:00,2022-10-23T04:17:00.000+00:00,2022-10-23T07:07:57.000+00:00,2022-10-23T08:58:24.000+00:00
5224,David QUESNEL,FINISHER,M2 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:47:06.000+00:00,2022-10-22T00:10:13.000+00:00,2022-10-22T02:33:53.000+00:00,2022-10-22T03:29:34.000+00:00,2022-10-22T04:16:45.000+00:00,2022-10-22T07:27:51.000+00:00,2022-10-22T09:17:24.000+00:00,2022-10-22T10:44:33.000+00:00,2022-10-22T13:29:23.000+00:00,2022-10-22T15:42:23.000+00:00,2022-10-22T17:45:02.000+00:00,2022-10-22T18:35:15.000+00:00,2022-10-22T22:03:50.000+00:00,2022-10-22T22:45:18.000+00:00,2022-10-23T01:35:34.000+00:00,2022-10-23T04:17:47.000+00:00,2022-10-23T07:07:49.000+00:00,2022-10-23T08:58:24.000+00:00
5368,Armand DEDE,FINISHER,M5 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:47:05.000+00:00,2022-10-22T00:05:37.000+00:00,2022-10-22T02:33:02.000+00:00,2022-10-22T03:43:49.000+00:00,2022-10-22T04:16:36.000+00:00,2022-10-22T07:10:38.000+00:00,2022-10-22T09:17:04.000+00:00,2022-10-22T10:44:21.000+00:00,2022-10-22T13:28:51.000+00:00,2022-10-22T15:40:07.000+00:00,2022-10-22T17:44:49.000+00:00,2022-10-22T18:35:09.000+00:00,2022-10-22T22:03:47.000+00:00,2022-10-22T22:45:16.000+00:00,2022-10-23T01:35:52.000+00:00,2022-10-23T04:16:37.000+00:00,2022-10-23T07:07:53.000+00:00,2022-10-23T08:58:24.000+00:00
5629,Eddy PALMA,FINISHER,M1 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:54:37.000+00:00,2022-10-22T00:15:21.000+00:00,2022-10-22T03:00:48.000+00:00,2022-10-22T04:31:55.000+00:00,2022-10-22T05:10:09.000+00:00,2022-10-22T08:08:55.000+00:00,2022-10-22T09:51:54.000+00:00,2022-10-22T11:13:40.000+00:00,2022-10-22T14:27:30.000+00:00,2022-10-22T16:21:35.000+00:00,2022-10-22T18:07:37.000+00:00,2022-10-22T18:52:03.000+00:00,2022-10-22T22:13:15.000+00:00,2022-10-22T23:00:06.000+00:00,2022-10-23T01:23:30.000+00:00,2022-10-23T04:21:02.000+00:00,2022-10-23T07:02:47.000+00:00,2022-10-23T08:59:37.000+00:00
6209,Bastien CASTANEDA,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:02:44.000+00:00,2022-10-22T00:43:35.000+00:00,2022-10-22T03:19:23.000+00:00,2022-10-22T04:10:23.000+00:00,2022-10-22T04:48:29.000+00:00,2022-10-22T07:26:27.000+00:00,2022-10-22T09:01:50.000+00:00,2022-10-22T10:41:16.000+00:00,2022-10-22T12:57:29.000+00:00,2022-10-22T15:26:46.000+00:00,2022-10-22T17:23:38.000+00:00,2022-10-22T18:12:42.000+00:00,2022-10-22T21:17:30.000+00:00,2022-10-22T23:31:56.000+00:00,2022-10-23T01:47:24.000+00:00,2022-10-23T05:00:24.000+00:00,2022-10-23T07:28:01.000+00:00,2022-10-23T08:59:39.000+00:00
5242,Olivier BERTHIER,FINISHER,M3 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:06:37.000+00:00,2022-10-22T01:03:49.000+00:00,2022-10-22T04:26:57.000+00:00,2022-10-22T06:02:49.000+00:00,2022-10-22T06:41:37.000+00:00,2022-10-22T09:46:38.000+00:00,2022-10-22T11:45:09.000+00:00,2022-10-22T13:16:07.000+00:00,2022-10-22T15:42:34.000+00:00,2022-10-22T17:37:31.000+00:00,2022-10-22T19:26:55.000+00:00,2022-10-22T20:13:50.000+00:00,2022-10-22T22:58:37.000+00:00,2022-10-22T23:45:45.000+00:00,2022-10-23T02:41:41.000+00:00,2022-10-23T04:54:46.000+00:00,2022-10-23T07:31:28.000+00:00,2022-10-23T09:07:29.000+00:00
5977,Florent BLANCHETIERE,FINISHER,SE H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:00:55.000+00:00,2022-10-22T00:27:26.000+00:00,2022-10-22T02:40:32.000+00:00,2022-10-22T03:17:25.000+00:00,2022-10-22T03:48:16.000+00:00,2022-10-22T06:20:48.000+00:00,2022-10-22T07:49:10.000+00:00,2022-10-22T09:06:20.000+00:00,2022-10-22T12:24:51.000+00:00,2022-10-22T15:04:06.000+00:00,2022-10-22T16:31:58.000+00:00,2022-10-22T17:13:19.000+00:00,2022-10-22T20:40:34.000+00:00,2022-10-22T21:26:35.000+00:00,2022-10-23T02:03:00.000+00:00,2022-10-23T04:56:44.000+00:00,2022-10-23T07:45:38.000+00:00,2022-10-23T09:07:32.000+00:00
5618,Gilbert ANTIER,FINISHER,M5 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:56:41.000+00:00,2022-10-22T00:20:22.000+00:00,2022-10-22T02:44:59.000+00:00,2022-10-22T03:58:57.000+00:00,2022-10-22T04:32:31.000+00:00,2022-10-22T07:52:40.000+00:00,2022-10-22T09:31:06.000+00:00,2022-10-22T11:53:28.000+00:00,2022-10-22T14:06:40.000+00:00,2022-10-22T16:00:15.000+00:00,2022-10-22T17:50:53.000+00:00,2022-10-22T18:39:23.000+00:00,2022-10-22T22:03:15.000+00:00,2022-10-22T22:49:32.000+00:00,2022-10-23T01:21:10.000+00:00,2022-10-23T04:56:12.000+00:00,2022-10-23T07:49:27.000+00:00,2022-10-23T09:08:27.000+00:00
6136,Clémence HOAREAU,FINISHER,SE F,FEMALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:08:07.000+00:00,2022-10-22T01:00:36.000+00:00,2022-10-22T03:34:38.000+00:00,2022-10-22T04:55:42.000+00:00,2022-10-22T05:30:46.000+00:00,2022-10-22T08:38:08.000+00:00,2022-10-22T10:18:13.000+00:00,2022-10-22T11:49:01.000+00:00,2022-10-22T14:46:47.000+00:00,2022-10-22T17:20:41.000+00:00,2022-10-22T19:14:57.000+00:00,2022-10-22T20:02:38.000+00:00,2022-10-22T23:07:51.000+00:00,2022-10-22T23:54:03.000+00:00,2022-10-23T02:09:40.000+00:00,2022-10-23T05:02:24.000+00:00,2022-10-23T07:37:07.000+00:00,2022-10-23T09:10:49.000+00:00
5169,Valentin DESCAMPS,FINISHER,SE H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:48:08.000+00:00,2022-10-21T23:44:14.000+00:00,2022-10-22T01:33:57.000+00:00,2022-10-22T02:28:36.000+00:00,2022-10-22T02:59:19.000+00:00,2022-10-22T05:58:49.000+00:00,2022-10-22T07:18:57.000+00:00,2022-10-22T08:22:48.000+00:00,2022-10-22T10:44:32.000+00:00,2022-10-22T13:01:21.000+00:00,2022-10-22T14:56:39.000+00:00,2022-10-22T15:46:10.000+00:00,2022-10-22T19:15:58.000+00:00,2022-10-22T19:56:41.000+00:00,2022-10-23T00:11:53.000+00:00,2022-10-23T03:48:08.000+00:00,2022-10-23T06:43:49.000+00:00,2022-10-23T09:10:49.000+00:00
5674,Vincent GESBERT,FINISHER,M0 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:06:16.000+00:00,2022-10-22T00:44:17.000+00:00,2022-10-22T03:08:13.000+00:00,2022-10-22T04:08:48.000+00:00,2022-10-22T04:39:33.000+00:00,2022-10-22T07:24:10.000+00:00,2022-10-22T09:12:31.000+00:00,2022-10-22T10:34:39.000+00:00,2022-10-22T12:57:25.000+00:00,2022-10-22T14:51:34.000+00:00,2022-10-22T16:53:12.000+00:00,2022-10-22T17:45:40.000+00:00,2022-10-22T21:43:18.000+00:00,2022-10-22T22:38:44.000+00:00,2022-10-23T01:43:02.000+00:00,2022-10-23T04:34:46.000+00:00,2022-10-23T07:28:51.000+00:00,2022-10-23T09:11:17.000+00:00
5919,Melodie FORTUNAT,FINISHER,SE F,FEMALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:58:54.000+00:00,2022-10-22T00:35:47.000+00:00,2022-10-22T03:08:05.000+00:00,2022-10-22T04:07:28.000+00:00,2022-10-22T04:40:11.000+00:00,2022-10-22T07:54:41.000+00:00,2022-10-22T09:32:03.000+00:00,2022-10-22T10:57:19.000+00:00,2022-10-22T14:09:55.000+00:00,2022-10-22T16:44:48.000+00:00,2022-10-22T18:53:48.000+00:00,2022-10-22T19:42:27.000+00:00,2022-10-22T22:33:11.000+00:00,2022-10-22T23:16:57.000+00:00,2022-10-23T02:45:22.000+00:00,2022-10-23T05:05:54.000+00:00,2022-10-23T07:53:26.000+00:00,2022-10-23T09:12:07.000+00:00
5837,Christophe DUBOIS,FINISHER,M0 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:42:47.000+00:00,2022-10-21T23:54:04.000+00:00,2022-10-22T02:39:50.000+00:00,2022-10-22T04:53:28.000+00:00,2022-10-22T05:21:38.000+00:00,2022-10-22T08:10:27.000+00:00,2022-10-22T09:40:10.000+00:00,2022-10-22T11:09:01.000+00:00,2022-10-22T13:57:35.000+00:00,2022-10-22T16:14:48.000+00:00,2022-10-22T18:03:28.000+00:00,2022-10-22T18:49:05.000+00:00,2022-10-22T22:01:35.000+00:00,2022-10-22T22:50:54.000+00:00,2022-10-23T02:23:20.000+00:00,2022-10-23T04:58:24.000+00:00,2022-10-23T07:46:35.000+00:00,2022-10-23T09:12:32.000+00:00
5512,Halbou MADI BACAR,FINISHER,SE H,MALE,KM,2022-10-21T21:05:00.000+00:00,2022-10-21T22:04:28.000+00:00,2022-10-22T00:28:21.000+00:00,2022-10-22T02:21:44.000+00:00,2022-10-22T03:22:32.000+00:00,2022-10-22T03:51:47.000+00:00,2022-10-22T06:44:57.000+00:00,2022-10-22T08:24:41.000+00:00,2022-10-22T09:51:33.000+00:00,2022-10-22T12:25:32.000+00:00,2022-10-22T14:28:26.000+00:00,2022-10-22T16:12:29.000+00:00,2022-10-22T16:55:20.000+00:00,2022-10-22T21:21:57.000+00:00,2022-10-22T22:11:04.000+00:00,2022-10-23T01:10:23.000+00:00,2022-10-23T04:12:38.000+00:00,2022-10-23T07:28:05.000+00:00,2022-10-23T09:14:53.000+00:00
5974,Sabine PREMONT,FINISHER,M2 F,FEMALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T22:00:56.000+00:00,2022-10-22T00:36:08.000+00:00,2022-10-22T03:15:09.000+00:00,2022-10-22T04:23:49.000+00:00,2022-10-22T05:19:06.000+00:00,2022-10-22T08:37:17.000+00:00,2022-10-22T10:19:27.000+00:00,2022-10-22T11:48:18.000+00:00,2022-10-22T14:44:39.000+00:00,2022-10-22T16:39:34.000+00:00,2022-10-22T18:33:52.000+00:00,2022-10-22T19:28:58.000+00:00,2022-10-22T22:10:15.000+00:00,2022-10-22T23:07:32.000+00:00,2022-10-23T01:49:57.000+00:00,2022-10-23T04:56:01.000+00:00,2022-10-23T07:54:22.000+00:00,2022-10-23T09:15:12.000+00:00
5891,Georges Marie PAMPHILE,FINISHER,M3 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:55:45.000+00:00,2022-10-22T00:18:41.000+00:00,2022-10-22T03:00:54.000+00:00,2022-10-22T04:12:17.000+00:00,2022-10-22T04:54:55.000+00:00,2022-10-22T07:57:17.000+00:00,2022-10-22T09:40:11.000+00:00,2022-10-22T11:13:09.000+00:00,2022-10-22T14:19:26.000+00:00,2022-10-22T16:29:24.000+00:00,2022-10-22T18:09:37.000+00:00,2022-10-22T18:54:29.000+00:00,2022-10-22T22:34:15.000+00:00,2022-10-22T23:29:32.000+00:00,2022-10-23T01:57:59.000+00:00,2022-10-23T04:53:55.000+00:00,2022-10-23T07:57:58.000+00:00,2022-10-23T09:15:44.000+00:00
5742,Fabrice CEMERY,FINISHER,M4 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:54:33.000+00:00,2022-10-22T00:16:13.000+00:00,2022-10-22T02:37:37.000+00:00,2022-10-22T03:57:10.000+00:00,2022-10-22T04:38:06.000+00:00,2022-10-22T07:53:44.000+00:00,2022-10-22T09:29:20.000+00:00,2022-10-22T11:07:00.000+00:00,2022-10-22T13:53:18.000+00:00,2022-10-22T16:05:45.000+00:00,2022-10-22T17:55:47.000+00:00,2022-10-22T18:41:29.000+00:00,2022-10-22T22:05:17.000+00:00,2022-10-22T22:54:39.000+00:00,2022-10-23T02:18:55.000+00:00,2022-10-23T04:38:53.000+00:00,2022-10-23T08:00:52.000+00:00,2022-10-23T09:15:55.000+00:00
5101,Stephane CARTERET,FINISHER,M2 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:41:07.000+00:00,2022-10-21T23:53:15.000+00:00,2022-10-22T02:33:15.000+00:00,2022-10-22T03:35:39.000+00:00,2022-10-22T04:28:54.000+00:00,2022-10-22T07:26:17.000+00:00,2022-10-22T09:08:01.000+00:00,2022-10-22T10:27:13.000+00:00,2022-10-22T12:57:17.000+00:00,2022-10-22T14:59:11.000+00:00,2022-10-22T16:57:59.000+00:00,2022-10-22T17:44:08.000+00:00,2022-10-22T21:11:03.000+00:00,2022-10-22T22:18:22.000+00:00,2022-10-23T02:27:31.000+00:00,2022-10-23T04:54:36.000+00:00,2022-10-23T07:36:57.000+00:00,2022-10-23T09:16:04.000+00:00
5714,Maryelle GROUSSOLLES,FINISHER,M2 F,FEMALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:41:05.000+00:00,2022-10-21T23:44:03.000+00:00,2022-10-22T01:47:37.000+00:00,2022-10-22T02:49:03.000+00:00,2022-10-22T03:18:02.000+00:00,2022-10-22T06:10:17.000+00:00,2022-10-22T07:36:54.000+00:00,2022-10-22T08:54:07.000+00:00,2022-10-22T11:21:43.000+00:00,2022-10-22T13:15:45.000+00:00,2022-10-22T15:28:00.000+00:00,2022-10-22T16:21:53.000+00:00,2022-10-22T20:20:51.000+00:00,2022-10-22T21:11:42.000+00:00,2022-10-23T00:56:54.000+00:00,2022-10-23T03:59:27.000+00:00,2022-10-23T07:11:42.000+00:00,2022-10-23T09:16:32.000+00:00
5132,Eric CHRISTOPHE,FINISHER,M3 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:50:57.000+00:00,2022-10-22T00:06:06.000+00:00,2022-10-22T02:41:24.000+00:00,2022-10-22T04:22:28.000+00:00,2022-10-22T05:19:19.000+00:00,2022-10-22T08:24:56.000+00:00,2022-10-22T10:31:01.000+00:00,2022-10-22T12:10:05.000+00:00,2022-10-22T15:36:33.000+00:00,2022-10-22T17:26:10.000+00:00,2022-10-22T19:00:12.000+00:00,2022-10-22T19:47:10.000+00:00,2022-10-22T23:03:13.000+00:00,2022-10-22T23:47:10.000+00:00,2022-10-23T02:13:37.000+00:00,2022-10-23T05:14:18.000+00:00,2022-10-23T07:55:05.000+00:00,2022-10-23T12:27:06.000+00:00
5041,Jean CHEUNG-AH-SEUNG,FINISHER,M1 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:09:12.000+00:00,2022-10-22T01:04:50.000+00:00,2022-10-22T03:18:43.000+00:00,2022-10-22T04:38:39.000+00:00,2022-10-22T05:11:35.000+00:00,2022-10-22T08:05:55.000+00:00,2022-10-22T09:45:57.000+00:00,2022-10-22T11:07:54.000+00:00,2022-10-22T14:29:19.000+00:00,2022-10-22T16:37:55.000+00:00,2022-10-22T18:15:05.000+00:00,2022-10-22T18:57:19.000+00:00,2022-10-22T23:04:59.000+00:00,2022-10-23T00:05:44.000+00:00,2022-10-23T02:30:51.000+00:00,2022-10-23T05:19:08.000+00:00,2022-10-23T07:47:42.000+00:00,2022-10-23T09:16:41.000+00:00
5215,Priscilla FREZZA,FINISHER,SE F,FEMALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:06:41.000+00:00,2022-10-22T00:48:48.000+00:00,2022-10-22T03:18:26.000+00:00,2022-10-22T04:23:32.000+00:00,2022-10-22T05:04:19.000+00:00,2022-10-22T07:55:29.000+00:00,2022-10-22T09:31:14.000+00:00,2022-10-22T10:52:55.000+00:00,2022-10-22T13:19:52.000+00:00,2022-10-22T15:10:07.000+00:00,2022-10-22T16:53:40.000+00:00,2022-10-22T17:33:27.000+00:00,2022-10-22T20:41:31.000+00:00,2022-10-22T21:26:09.000+00:00,2022-10-23T00:37:31.000+00:00,2022-10-23T04:08:02.000+00:00,2022-10-23T07:38:51.000+00:00,2022-10-23T09:16:42.000+00:00
5434,Rémy LAMBINET,FINISHER,M0 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:06:42.000+00:00,2022-10-22T00:48:15.000+00:00,2022-10-22T03:18:21.000+00:00,2022-10-22T04:22:33.000+00:00,2022-10-22T05:04:23.000+00:00,2022-10-22T07:55:31.000+00:00,2022-10-22T09:40:19.000+00:00,2022-10-22T10:51:57.000+00:00,2022-10-22T13:19:55.000+00:00,2022-10-22T15:10:11.000+00:00,2022-10-22T16:53:45.000+00:00,2022-10-22T17:33:41.000+00:00,2022-10-22T20:41:25.000+00:00,2022-10-22T21:26:03.000+00:00,2022-10-23T00:35:08.000+00:00,2022-10-23T04:08:02.000+00:00,2022-10-23T07:38:47.000+00:00,2022-10-23T09:16:43.000+00:00
5901,Chloé BONNEAU,FINISHER,SE F,FEMALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:10:58.000+00:00,2022-10-22T01:09:14.000+00:00,2022-10-22T03:46:52.000+00:00,2022-10-22T05:06:58.000+00:00,2022-10-22T05:43:35.000+00:00,2022-10-22T09:02:24.000+00:00,2022-10-22T10:49:48.000+00:00,2022-10-22T12:23:02.000+00:00,2022-10-22T15:04:11.000+00:00,2022-10-22T17:07:38.000+00:00,2022-10-22T19:00:47.000+00:00,2022-10-22T19:48:40.000+00:00,2022-10-22T22:53:06.000+00:00,2022-10-22T23:41:47.000+00:00,2022-10-23T02:14:43.000+00:00,2022-10-23T04:48:16.000+00:00,2022-10-23T07:48:42.000+00:00,2022-10-23T09:16:52.000+00:00
6057,Mathieu CHAUSSON,FINISHER,M0 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:52:56.000+00:00,2022-10-22T00:15:23.000+00:00,2022-10-22T02:41:33.000+00:00,2022-10-22T05:07:00.000+00:00,2022-10-22T05:43:38.000+00:00,2022-10-22T09:02:30.000+00:00,2022-10-22T10:49:59.000+00:00,2022-10-22T12:22:59.000+00:00,2022-10-22T15:04:05.000+00:00,2022-10-22T17:07:45.000+00:00,2022-10-22T19:00:44.000+00:00,2022-10-22T19:46:53.000+00:00,2022-10-22T22:53:01.000+00:00,2022-10-22T23:41:52.000+00:00,2022-10-23T02:14:32.000+00:00,2022-10-23T04:50:40.000+00:00,2022-10-23T07:48:36.000+00:00,2022-10-23T09:16:50.000+00:00
6032,Marie VERMEERSCH,FINISHER,SE F,FEMALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:02:46.000+00:00,2022-10-22T00:35:50.000+00:00,2022-10-22T03:02:33.000+00:00,2022-10-22T04:09:17.000+00:00,2022-10-22T04:37:17.000+00:00,2022-10-22T07:52:45.000+00:00,2022-10-22T09:27:49.000+00:00,2022-10-22T10:47:17.000+00:00,2022-10-22T13:01:33.000+00:00,2022-10-22T14:52:13.000+00:00,2022-10-22T16:45:47.000+00:00,2022-10-22T17:33:21.000+00:00,2022-10-22T21:27:18.000+00:00,2022-10-22T22:10:27.000+00:00,2022-10-23T01:37:56.000+00:00,2022-10-23T04:37:58.000+00:00,2022-10-23T07:32:13.000+00:00,2022-10-23T09:17:55.000+00:00
5356,Jean-François LUQUE,FINISHER,M3 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:41:04.000+00:00,2022-10-21T23:51:16.000+00:00,2022-10-22T02:33:14.000+00:00,2022-10-22T03:50:38.000+00:00,2022-10-22T04:28:52.000+00:00,2022-10-22T07:26:21.000+00:00,2022-10-22T09:07:44.000+00:00,2022-10-22T10:27:11.000+00:00,2022-10-22T12:57:21.000+00:00,2022-10-22T14:59:07.000+00:00,2022-10-22T16:57:54.000+00:00,2022-10-22T17:43:58.000+00:00,2022-10-22T21:11:02.000+00:00,2022-10-22T22:18:19.000+00:00,2022-10-23T02:27:26.000+00:00,2022-10-23T04:55:30.000+00:00,2022-10-23T07:34:02.000+00:00,2022-10-23T09:18:46.000+00:00
5058,Jean-Marc GUYON,FINISHER,M4 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T21:40:13.000+00:00,2022-10-21T23:53:47.000+00:00,2022-10-22T02:59:21.000+00:00,2022-10-22T04:04:09.000+00:00,2022-10-22T05:53:13.000+00:00,2022-10-22T08:48:14.000+00:00,2022-10-22T10:19:55.000+00:00,2022-10-22T11:55:32.000+00:00,2022-10-22T14:15:40.000+00:00,2022-10-22T16:25:26.000+00:00,2022-10-22T18:22:32.000+00:00,2022-10-22T19:16:01.000+00:00,2022-10-22T21:46:59.000+00:00,2022-10-22T22:43:11.000+00:00,2022-10-23T01:28:25.000+00:00,2022-10-23T04:57:53.000+00:00,2022-10-23T07:30:56.000+00:00,2022-10-23T09:19:47.000+00:00
6212,David DÉMOULIN,FINISHER,M2 H,MALE,FR,2022-10-21T21:05:00.000+00:00,2022-10-21T22:14:41.000+00:00,2022-10-22T01:15:24.000+00:00,2022-10-22T04:28:23.000+00:00,2022-10-22T05:36:54.000+00:00,2022-10-22T06:09:08.000+00:00,2022-10-22T09:01:37.000+00:00,2022-10-22T10:31:41.000+00:00,2022-10-22T11:51:25.000+00:00,2022-10-22T14:39:56.000+00:00,2022-10-22T16:43:15.000+00:00,2022-10-22T18:59:32.000+00:00,2022-10-22T19:55:41.000+00:00,2022-10-22T23:43:14.000+00:00,2022-10-23T00:16:03.000+00:00,2022-10-23T02:09:38.000+00:00,2022-10-23T04:52:15.000+00:00,2022-10-23T07:57:30.000+00:00,2022-10-23T11:09:33.000+00:00
5835,Nicolas MORENO,FINISHER,M1 H,MALE,FR,2022-10-21T20:45:00.000+00:00,2022-10-21T22:04:39.000+00:00,2022-10-22T01:02:12.000+00:00,2022-10-22T03:46:28.000+00:00,2022-10-22T04:52:10.000+00:00,2022-10-22T05:21:20.000+00:00,2022-10-22T08:11:03.000+00:00,2022-10-22T10:03:17.000+00:00,2022-10-22T11:38:23.000+00:00,2022-10-22T13:51:41.000+00:00,2022-10-22T15:41:08.000+00:00,2022-10-22T17:34:31.000+00:00,2022-10-22T18:22:25.000+00:00,2022-10-22T22:09:07.000+00:00,2022-10-22T23:19:10.000+00:00,2022-10-23T02:21:29.000+00:00,2022-10-23T05:05:34.000+00:00,2022-10-23T07:39:07.000+00:00,2022-10-23T09:24:17.000+00:00
5897,Ludovic BAZIN,FINISHER,M1 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T22:05:29.000+00:00,2022-10-22T01:02:14.000+00:00,2022-10-22T03:46:30.000+00:00,2022-10-22T04:52:07.000+00:00,2022-10-22T05:21:22.000+00:00,2022-10-22T08:11:00.000+00:00,2022-10-22T10:03:13.000+00:00,2022-10-22T11:38:19.000+00:00,2022-10-22T13:51:38.000+00:00,2022-10-22T15:41:03.000+00:00,2022-10-22T17:34:23.000+00:00,2022-10-22T18:21:22.000+00:00,2022-10-22T22:09:05.000+00:00,2022-10-22T23:19:15.000+00:00,2022-10-23T02:25:27.000+00:00,2022-10-23T05:05:49.000+00:00,2022-10-23T07:53:09.000+00:00,2022-10-23T09:24:15.000+00:00
6090,Marie Stelliane BREUIL,FINISHER,M0 F,FEMALE,RE,2022-10-21T21:05:00.000+00:00,2022-10-21T22:06:12.000+00:00,2022-10-22T00:44:19.000+00:00,2022-10-22T03:14:21.000+00:00,2022-10-22T04:16:05.000+00:00,2022-10-22T04:49:14.000+00:00,2022-10-22T07:52:56.000+00:00,2022-10-22T09:38:57.000+00:00,2022-10-22T10:57:06.000+00:00,2022-10-22T13:45:24.000+00:00,2022-10-22T15:35:31.000+00:00,2022-10-22T17:34:13.000+00:00,2022-10-22T18:19:21.000+00:00,2022-10-22T21:22:40.000+00:00,2022-10-22T22:36:34.000+00:00,2022-10-23T01:54:23.000+00:00,2022-10-23T05:02:12.000+00:00,2022-10-23T07:48:25.000+00:00,2022-10-23T09:25:14.000+00:00
5924,Nicolas VERDIER,FINISHER,M0 H,MALE,FR,2022-10-21T20:55:00.000+00:00,2022-10-21T21:52:28.000+00:00,2022-10-21T23:56:40.000+00:00,2022-10-22T01:40:54.000+00:00,2022-10-22T02:34:34.000+00:00,2022-10-22T03:06:01.000+00:00,2022-10-22T06:27:59.000+00:00,2022-10-22T08:23:08.000+00:00,2022-10-22T09:59:10.000+00:00,2022-10-22T12:43:33.000+00:00,2022-10-22T15:11:38.000+00:00,2022-10-22T17:00:20.000+00:00,2022-10-22T17:44:28.000+00:00,2022-10-22T21:02:12.000+00:00,2022-10-22T21:46:20.000+00:00,2022-10-23T00:22:15.000+00:00,2022-10-23T04:23:19.000+00:00,2022-10-23T07:48:26.000+00:00,2022-10-23T09:25:24.000+00:00
