access,altitude,cutoff,distance,elevationGain,pointId,isAssistance,isMeet,lat,lon,name,raceId,services,shortName,type,livecams,dateFirstRunners,dateLastRunners
[],665,2022-10-22T06:10:00.000+00:00,107270,6163,44,False,False,-21.0385,55.4098,Gd Place les Bas / école,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Gd Place,SIMPLE,[],2022-10-21T10:32:49.000+00:00,2022-10-22T11:26:49.000+00:00
[],1254,2022-10-22T10:40:00.000+00:00,115710,7291,46,False,False,-21.0737,55.4008,Plateau de cerf - Roche plate,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Plat. Cerf,SIMPLE,[],2022-10-21T12:19:49.000+00:00,2022-10-22T16:51:49.000+00:00
[],985,,121230,7656,48,False,False,-21.0425,55.3924,Ilet des orangers,GRR,[],orangers,SIMPLE,[],2022-10-21T13:11:49.000+00:00,2022-10-22T19:31:49.000+00:00
[],373,,126540,7882,49,False,False,-21.0221,55.4044,Passerelle d'Oussy,GRR,['DRINK_SUPPLY'],Pass Oussy,SIMPLE,[],2022-10-21T13:52:49.000+00:00,2022-10-22T21:32:49.000+00:00
[],259,2022-10-22T19:25:00.000+00:00,129650,7949,50,False,True,-21.0031,55.3925,Deux Bras,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Deux Bras,SIMPLE,[],2022-10-21T14:14:49.000+00:00,2022-10-22T22:40:49.000+00:00
[],868,,134420,8653,51,False,True,-20.9806,55.3722,Dos d'Ane,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",Dos d'Ane,SIMPLE,[],2022-10-21T15:21:49.000+00:00,2022-10-23T01:58:49.000+00:00
[],466,2022-10-22T23:55:00.000+00:00,137850,8659,52,False,True,-20.9636,55.3587,Chemin Ratinaud,GRR,['DRINK_SUPPLY'],Ratinaud,SIMPLE,[],2022-10-21T15:43:49.000+00:00,2022-10-23T03:01:49.000+00:00
[],4,2022-10-23T03:10:00.000+00:00,146390,8840,54,False,True,-20.9273,55.3386,La possession,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Possession,SIMPLE,[],2022-10-21T16:41:49.000+00:00,2022-10-23T05:46:49.000+00:00
[],10,2022-10-23T06:55:00.000+00:00,153910,9209,56,False,True,-20.896,55.3771,Grande Chaloupe,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Chaloupe,SIMPLE,[],2022-10-21T17:49:49.000+00:00,2022-10-23T08:55:49.000+00:00
[],671,2022-10-23T12:55:00.000+00:00,163140,10057,60,False,True,-20.9062,55.4252,Le Colorado,GRR,"['EMERGENCY', 'DRINK_SUPPLY']",Colorado,SIMPLE,[],2022-10-21T19:09:49.000+00:00,2022-10-23T13:55:49.000+00:00
[],53,2022-10-23T15:40:00.000+00:00,167780,10091,64,False,True,-20.8851,55.4424,St Denis La Redoute,GRR,"['AID_STATION', 'EMERGENCY', 'DRINK_SUPPLY']",St Denis,SIMPLE,"[{'pointId': 64, 'live': 'x4clajv', 'provider': 'DAILYMOTION', 'view': 'MAIN'}]",2022-10-21T19:40:49.000+00:00,2022-10-23T15:30:49.000+00:00
