bib,name,status,category,sex,country,Peyreleau,Champignon,St Andrée,La Roque,La Salvage,Mas de Bru,Massebiau,Cade,la pouncho,Arrivée
5451,Richard GARDE,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T09:25:58.000+00:00,2022-10-21T10:51:14.000+00:00,2022-10-21T13:08:10.000+00:00,2022-10-21T15:25:40.000+00:00,2022-10-21T17:21:41.000+00:00,2022-10-21T18:19:51.000+00:00,2022-10-21T19:23:51.000+00:00,2022-10-21T20:05:39.000+00:00,2022-10-21T21:00:33.000+00:00
5510,Christophe DUCHATEL,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:50.000+00:00,2022-10-21T09:30:27.000+00:00,2022-10-21T11:02:24.000+00:00,2022-10-21T13:15:37.000+00:00,2022-10-21T15:41:43.000+00:00,2022-10-21T17:39:24.000+00:00,2022-10-21T18:34:26.000+00:00,2022-10-21T19:42:32.000+00:00,2022-10-21T20:22:39.000+00:00,2022-10-21T20:57:04.000+00:00
5088,Romain PONS,FINISHER,SE H,MALE,FR,2022-10-21T06:50:34.000+00:00,2022-10-21T08:48:12.000+00:00,2022-10-21T10:03:30.000+00:00,2022-10-21T12:32:13.000+00:00,2022-10-21T14:29:23.000+00:00,2022-10-21T17:14:54.000+00:00,2022-10-21T18:13:49.000+00:00,2022-10-21T19:33:41.000+00:00,2022-10-21T20:04:16.000+00:00,2022-10-21T20:58:47.000+00:00
5585,Athmane HELAL,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:32.000+00:00,2022-10-21T09:04:31.000+00:00,2022-10-21T10:24:04.000+00:00,2022-10-21T12:46:09.000+00:00,2022-10-21T15:11:34.000+00:00,2022-10-21T17:24:27.000+00:00,2022-10-21T18:25:42.000+00:00,2022-10-21T19:35:50.000+00:00,2022-10-21T20:20:20.000+00:00,2022-10-21T21:02:54.000+00:00
5423,Alain COLLAS,FINISHER,M5-M6H,MALE,FR,2022-10-21T07:05:27.000+00:00,2022-10-21T09:27:12.000+00:00,2022-10-21T10:51:18.000+00:00,2022-10-21T13:13:21.000+00:00,2022-10-21T15:33:50.000+00:00,2022-10-21T17:30:37.000+00:00,2022-10-21T18:35:10.000+00:00,2022-10-21T19:38:33.000+00:00,2022-10-21T20:17:55.000+00:00,2022-10-21T21:08:41.000+00:00
5422,Eric REVELLO,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:33.000+00:00,2022-10-21T09:23:17.000+00:00,2022-10-21T10:49:30.000+00:00,2022-10-21T13:08:24.000+00:00,2022-10-21T15:30:36.000+00:00,2022-10-21T17:30:41.000+00:00,2022-10-21T18:35:11.000+00:00,2022-10-21T19:42:29.000+00:00,2022-10-21T20:20:39.000+00:00,2022-10-21T21:02:30.000+00:00
5565,Yannick LE DREAU,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:40.000+00:00,2022-10-21T09:31:55.000+00:00,2022-10-21T11:02:25.000+00:00,2022-10-21T13:16:31.000+00:00,2022-10-21T15:39:56.000+00:00,2022-10-21T17:30:23.000+00:00,2022-10-21T18:35:09.000+00:00,2022-10-21T19:42:26.000+00:00,2022-10-21T20:19:40.000+00:00,2022-10-21T21:02:50.000+00:00
5016,Lea LEBLAN,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T09:23:39.000+00:00,2022-10-21T10:55:39.000+00:00,2022-10-21T13:02:26.000+00:00,2022-10-21T15:41:59.000+00:00,2022-10-21T17:36:26.000+00:00,2022-10-21T18:33:05.000+00:00,2022-10-21T19:38:38.000+00:00,2022-10-21T20:23:35.000+00:00,2022-10-21T21:04:26.000+00:00
5360,Chloé LEBLAN,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T09:23:35.000+00:00,2022-10-21T10:56:25.000+00:00,2022-10-21T13:02:27.000+00:00,2022-10-21T15:28:38.000+00:00,2022-10-21T17:24:10.000+00:00,2022-10-21T18:17:19.000+00:00,2022-10-21T19:28:37.000+00:00,2022-10-21T20:23:36.000+00:00,2022-10-21T21:05:57.000+00:00
5376,Joel BREMBILLA,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:19.000+00:00,2022-10-21T09:18:13.000+00:00,2022-10-21T10:43:52.000+00:00,2022-10-21T13:04:54.000+00:00,2022-10-21T15:35:34.000+00:00,2022-10-21T17:34:28.000+00:00,2022-10-21T18:36:31.000+00:00,2022-10-21T19:42:17.000+00:00,2022-10-21T20:20:27.000+00:00,2022-10-21T21:08:00.000+00:00
5558,Nicolas ROBINET,FINISHER,SE H,MALE,FR,2022-10-21T07:05:16.000+00:00,2022-10-21T09:06:00.000+00:00,2022-10-21T10:19:02.000+00:00,2022-10-21T12:29:26.000+00:00,2022-10-21T15:04:23.000+00:00,2022-10-21T17:07:26.000+00:00,2022-10-21T18:17:30.000+00:00,2022-10-21T19:31:39.000+00:00,2022-10-21T20:23:28.000+00:00,2022-10-21T21:03:47.000+00:00
5521,Pascal GITTON,FINISHER,M5-M6H,MALE,FR,2022-10-21T07:05:35.000+00:00,2022-10-21T09:21:10.000+00:00,2022-10-21T10:42:56.000+00:00,2022-10-21T12:48:28.000+00:00,2022-10-21T15:09:09.000+00:00,2022-10-21T17:12:07.000+00:00,2022-10-21T18:10:16.000+00:00,2022-10-21T19:27:07.000+00:00,2022-10-21T20:24:21.000+00:00,2022-10-21T21:08:57.000+00:00
5358,Dominique JACQUIER,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:25.000+00:00,2022-10-21T09:21:50.000+00:00,2022-10-21T10:50:08.000+00:00,2022-10-21T13:06:13.000+00:00,2022-10-21T15:29:43.000+00:00,2022-10-21T17:21:31.000+00:00,2022-10-21T18:26:53.000+00:00,2022-10-21T19:35:26.000+00:00,2022-10-21T20:19:48.000+00:00,2022-10-21T21:09:28.000+00:00
5436,Séréna FAIVRE,FINISHER,SE F,FEMALE,FR,2022-10-21T07:05:18.000+00:00,2022-10-21T09:20:16.000+00:00,2022-10-21T10:39:01.000+00:00,2022-10-21T12:44:48.000+00:00,2022-10-21T15:02:40.000+00:00,2022-10-21T17:16:09.000+00:00,2022-10-21T18:37:51.000+00:00,2022-10-21T19:42:22.000+00:00,2022-10-21T20:27:43.000+00:00,2022-10-21T21:14:40.000+00:00
5435,Didier FAIVRE,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:17.000+00:00,2022-10-21T09:20:14.000+00:00,2022-10-21T10:38:59.000+00:00,2022-10-21T12:50:26.000+00:00,2022-10-21T15:04:01.000+00:00,2022-10-21T17:16:10.000+00:00,2022-10-21T18:37:51.000+00:00,2022-10-21T19:42:17.000+00:00,2022-10-21T20:27:41.000+00:00,2022-10-21T21:14:41.000+00:00
5117,Alain JOLY,FINISHER,M5-M6H,MALE,FR,2022-10-21T06:50:19.000+00:00,2022-10-21T09:10:14.000+00:00,2022-10-21T10:33:33.000+00:00,2022-10-21T12:46:56.000+00:00,2022-10-21T15:12:46.000+00:00,2022-10-21T17:09:00.000+00:00,2022-10-21T18:18:36.000+00:00,2022-10-21T19:33:10.000+00:00,2022-10-21T20:16:16.000+00:00,2022-10-21T21:14:44.000+00:00
5597,Maxime CHOPIN,FINISHER,SE H,MALE,FR,2022-10-21T07:05:38.000+00:00,2022-10-21T09:27:51.000+00:00,2022-10-21T10:55:14.000+00:00,2022-10-21T13:18:48.000+00:00,2022-10-21T15:18:30.000+00:00,2022-10-21T17:31:00.000+00:00,2022-10-21T18:44:18.000+00:00,2022-10-21T19:49:52.000+00:00,2022-10-21T20:27:46.000+00:00,2022-10-21T21:16:34.000+00:00
5497,Olivier DAVID,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T09:15:49.000+00:00,2022-10-21T10:47:24.000+00:00,2022-10-21T12:57:07.000+00:00,2022-10-21T15:46:58.000+00:00,2022-10-21T17:46:46.000+00:00,2022-10-21T18:43:07.000+00:00,2022-10-21T19:59:32.000+00:00,2022-10-21T20:41:56.000+00:00,2022-10-21T21:20:37.000+00:00
5077,Alissone LESAGE,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:15.000+00:00,2022-10-21T09:31:14.000+00:00,2022-10-21T11:04:13.000+00:00,2022-10-21T13:22:30.000+00:00,2022-10-21T15:52:24.000+00:00,2022-10-21T17:41:54.000+00:00,2022-10-21T18:37:33.000+00:00,2022-10-21T19:50:00.000+00:00,2022-10-21T20:31:26.000+00:00,2022-10-21T21:27:30.000+00:00
5409,Véronique LACROIX,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:15.000+00:00,2022-10-21T09:30:47.000+00:00,2022-10-21T11:03:10.000+00:00,2022-10-21T13:17:20.000+00:00,2022-10-21T15:44:36.000+00:00,2022-10-21T17:41:49.000+00:00,2022-10-21T18:37:34.000+00:00,2022-10-21T19:49:59.000+00:00,2022-10-21T20:31:38.000+00:00,2022-10-21T21:31:11.000+00:00
5614,Freddy LE ROUX,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T09:13:16.000+00:00,2022-10-21T10:34:35.000+00:00,2022-10-21T13:02:54.000+00:00,2022-10-21T15:16:37.000+00:00,2022-10-21T17:27:41.000+00:00,2022-10-21T18:35:21.000+00:00,2022-10-21T19:44:44.000+00:00,2022-10-21T20:35:25.000+00:00,2022-10-21T21:26:50.000+00:00
5615,David DUDIT,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:19.000+00:00,2022-10-21T09:08:53.000+00:00,2022-10-21T10:27:39.000+00:00,2022-10-21T13:02:30.000+00:00,2022-10-21T15:29:24.000+00:00,2022-10-21T17:39:37.000+00:00,2022-10-21T18:35:19.000+00:00,2022-10-21T19:48:59.000+00:00,2022-10-21T20:35:22.000+00:00,2022-10-21T21:26:47.000+00:00
5616,Loic ROY,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:21.000+00:00,2022-10-21T09:11:20.000+00:00,2022-10-21T10:33:23.000+00:00,2022-10-21T12:59:55.000+00:00,2022-10-21T15:13:03.000+00:00,2022-10-21T17:25:55.000+00:00,2022-10-21T18:34:07.000+00:00,2022-10-21T19:39:31.000+00:00,2022-10-21T20:35:28.000+00:00,2022-10-21T21:24:02.000+00:00
5619,Fabrice VALERO,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T09:09:00.000+00:00,2022-10-21T10:27:40.000+00:00,2022-10-21T13:02:34.000+00:00,2022-10-21T15:18:10.000+00:00,2022-10-21T17:25:56.000+00:00,2022-10-21T18:34:07.000+00:00,2022-10-21T19:39:30.000+00:00,2022-10-21T20:35:22.000+00:00,2022-10-21T21:25:51.000+00:00
5617,Jacques SOCHELEAU,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:21.000+00:00,2022-10-21T09:12:59.000+00:00,2022-10-21T10:29:02.000+00:00,2022-10-21T13:02:48.000+00:00,2022-10-21T15:27:57.000+00:00,2022-10-21T17:26:06.000+00:00,2022-10-21T18:35:20.000+00:00,2022-10-21T19:42:44.000+00:00,2022-10-21T20:35:31.000+00:00,2022-10-21T21:26:45.000+00:00
5411,Gerard OGOR,FINISHER,M5-M6H,MALE,FR,2022-10-21T07:05:05.000+00:00,2022-10-21T09:08:58.000+00:00,2022-10-21T10:34:19.000+00:00,2022-10-21T13:16:31.000+00:00,2022-10-21T15:41:40.000+00:00,2022-10-21T17:52:56.000+00:00,2022-10-21T18:58:27.000+00:00,2022-10-21T20:09:10.000+00:00,2022-10-21T20:51:15.000+00:00,2022-10-21T21:25:11.000+00:00
5184,Michael GOODLIFFE,FINISHER,M1-M2H,MALE,English,2022-10-21T07:05:27.000+00:00,2022-10-21T09:21:43.000+00:00,2022-10-21T10:39:34.000+00:00,2022-10-21T12:58:17.000+00:00,2022-10-21T15:26:38.000+00:00,2022-10-21T17:21:04.000+00:00,2022-10-21T18:33:57.000+00:00,2022-10-21T19:38:48.000+00:00,2022-10-21T20:33:31.000+00:00,2022-10-21T21:25:49.000+00:00
5528,Stéphane DALLET,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:27.000+00:00,2022-10-21T09:21:41.000+00:00,2022-10-21T10:40:29.000+00:00,2022-10-21T12:57:39.000+00:00,2022-10-21T15:35:41.000+00:00,2022-10-21T17:24:01.000+00:00,2022-10-21T18:33:58.000+00:00,2022-10-21T19:39:22.000+00:00,2022-10-21T20:33:43.000+00:00,2022-10-21T21:25:54.000+00:00
5576,Steven HUET,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:30.000+00:00,2022-10-21T09:18:06.000+00:00,2022-10-21T10:38:06.000+00:00,2022-10-21T12:57:51.000+00:00,2022-10-21T15:29:07.000+00:00,2022-10-21T17:22:14.000+00:00,2022-10-21T18:34:13.000+00:00,2022-10-21T19:43:26.000+00:00,2022-10-21T20:36:50.000+00:00,2022-10-21T21:26:02.000+00:00
5577,David CHEYRADE,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:28.000+00:00,2022-10-21T09:18:09.000+00:00,2022-10-21T10:38:01.000+00:00,2022-10-21T12:56:15.000+00:00,2022-10-21T15:25:30.000+00:00,2022-10-21T17:22:12.000+00:00,2022-10-21T18:34:11.000+00:00,2022-10-21T19:43:23.000+00:00,2022-10-21T20:36:43.000+00:00,2022-10-21T21:27:35.000+00:00
5341,Yannick BILLIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:31.000+00:00,2022-10-21T09:21:09.000+00:00,2022-10-21T10:40:29.000+00:00,2022-10-21T12:54:42.000+00:00,2022-10-21T15:08:50.000+00:00,2022-10-21T17:13:24.000+00:00,2022-10-21T18:26:42.000+00:00,2022-10-21T19:44:59.000+00:00,2022-10-21T20:42:24.000+00:00,2022-10-21T21:36:20.000+00:00
5568,Fabien CLAQUIN,FINISHER,SE H,MALE,FR,2022-10-21T07:05:39.000+00:00,2022-10-21T09:22:11.000+00:00,2022-10-21T10:43:20.000+00:00,2022-10-21T13:12:27.000+00:00,2022-10-21T15:45:10.000+00:00,2022-10-21T17:40:28.000+00:00,2022-10-21T18:38:51.000+00:00,2022-10-21T19:49:51.000+00:00,2022-10-21T20:32:27.000+00:00,2022-10-21T21:28:23.000+00:00
5368,Emmanuelle GUIHARD,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:16.000+00:00,2022-10-21T09:27:10.000+00:00,2022-10-21T10:56:14.000+00:00,2022-10-21T13:22:02.000+00:00,2022-10-21T15:44:16.000+00:00,2022-10-21T17:42:00.000+00:00,2022-10-21T18:39:43.000+00:00,2022-10-21T19:50:14.000+00:00,2022-10-21T20:31:40.000+00:00,2022-10-21T22:30:40.000+00:00
5131,Guido GALDAMES,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:38.000+00:00,2022-10-21T09:07:43.000+00:00,2022-10-21T10:40:20.000+00:00,2022-10-21T13:05:26.000+00:00,2022-10-21T15:46:54.000+00:00,2022-10-21T17:36:25.000+00:00,2022-10-21T18:38:11.000+00:00,2022-10-21T19:53:53.000+00:00,2022-10-21T20:37:57.000+00:00,2022-10-21T21:30:05.000+00:00
5129,Laetitia FEND,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:38.000+00:00,2022-10-21T09:07:41.000+00:00,2022-10-21T10:40:17.000+00:00,2022-10-21T13:02:48.000+00:00,2022-10-21T15:33:19.000+00:00,2022-10-21T17:36:28.000+00:00,2022-10-21T18:38:11.000+00:00,2022-10-21T19:53:53.000+00:00,2022-10-21T20:37:58.000+00:00,2022-10-21T21:30:06.000+00:00
5319,Adeline BONNET,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:22.000+00:00,2022-10-21T08:45:17.000+00:00,2022-10-21T09:55:40.000+00:00,2022-10-21T11:59:31.000+00:00,2022-10-21T14:16:24.000+00:00,2022-10-21T16:40:56.000+00:00,2022-10-21T17:50:26.000+00:00,2022-10-21T19:46:01.000+00:00,2022-10-21T20:47:31.000+00:00,2022-10-22T01:27:11.000+00:00
5024,Stéphane ROSA,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:16.000+00:00,2022-10-21T08:42:13.000+00:00,2022-10-21T09:58:18.000+00:00,2022-10-21T12:41:13.000+00:00,2022-10-21T15:22:08.000+00:00,2022-10-21T17:15:18.000+00:00,2022-10-21T18:42:35.000+00:00,2022-10-21T20:05:26.000+00:00,2022-10-21T20:51:17.000+00:00,2022-10-21T21:36:57.000+00:00
5033,Malika RYSPERT,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T06:50:17.000+00:00,2022-10-21T09:05:36.000+00:00,2022-10-21T10:20:16.000+00:00,2022-10-21T12:45:56.000+00:00,2022-10-21T15:15:04.000+00:00,2022-10-21T17:08:08.000+00:00,2022-10-21T18:25:41.000+00:00,2022-10-21T19:31:56.000+00:00,2022-10-21T20:28:19.000+00:00,2022-10-21T21:36:57.000+00:00
5025,Daniel ARCHACKI,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:18.000+00:00,2022-10-21T08:46:47.000+00:00,2022-10-21T10:09:25.000+00:00,2022-10-21T12:39:12.000+00:00,2022-10-21T15:12:32.000+00:00,2022-10-21T17:21:46.000+00:00,2022-10-21T18:42:36.000+00:00,2022-10-21T20:05:34.000+00:00,2022-10-21T20:51:28.000+00:00,2022-10-21T21:36:57.000+00:00
5034,Armel BRUCALE,FINISHER,M3-M4H,MALE,FR,2022-10-21T06:50:17.000+00:00,2022-10-21T08:40:49.000+00:00,2022-10-21T10:02:45.000+00:00,2022-10-21T12:38:59.000+00:00,2022-10-21T15:09:26.000+00:00,2022-10-21T17:21:45.000+00:00,2022-10-21T18:42:36.000+00:00,2022-10-21T20:05:26.000+00:00,2022-10-21T20:51:17.000+00:00,2022-10-21T21:36:57.000+00:00
5032,Perrine LEMAIRE,FINISHER,SE F,FEMALE,FR,2022-10-21T06:50:25.000+00:00,2022-10-21T09:05:40.000+00:00,2022-10-21T10:27:50.000+00:00,2022-10-21T12:47:07.000+00:00,2022-10-21T15:15:50.000+00:00,2022-10-21T17:21:42.000+00:00,2022-10-21T18:42:38.000+00:00,2022-10-21T20:05:26.000+00:00,2022-10-21T20:51:24.000+00:00,2022-10-21T21:36:59.000+00:00
5518,Xavier DRAPIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:33.000+00:00,2022-10-21T09:21:06.000+00:00,2022-10-21T10:48:11.000+00:00,2022-10-21T13:06:48.000+00:00,2022-10-21T15:29:08.000+00:00,2022-10-21T17:41:20.000+00:00,2022-10-21T18:42:48.000+00:00,2022-10-21T20:02:09.000+00:00,2022-10-21T20:50:51.000+00:00,2022-10-21T21:44:14.000+00:00
5637,Hervé DUYCK,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:35.000+00:00,2022-10-21T09:21:13.000+00:00,2022-10-21T10:42:55.000+00:00,2022-10-21T12:53:48.000+00:00,2022-10-21T15:41:56.000+00:00,2022-10-21T17:37:02.000+00:00,2022-10-21T18:42:44.000+00:00,2022-10-21T19:54:04.000+00:00,2022-10-21T20:49:13.000+00:00,2022-10-21T21:44:07.000+00:00
5507,Sandra CHABAULT,FINISHER,M1-M2F,FEMALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:26:49.000+00:00,2022-10-21T10:56:16.000+00:00,2022-10-21T13:18:30.000+00:00,2022-10-21T15:43:04.000+00:00,2022-10-21T17:42:01.000+00:00,2022-10-21T18:39:44.000+00:00,2022-10-21T19:50:30.000+00:00,2022-10-21T20:31:43.000+00:00,2022-10-21T22:22:17.000+00:00
5380,Dominique GRANGE,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:20.000+00:00,2022-10-21T09:17:55.000+00:00,2022-10-21T10:42:38.000+00:00,2022-10-21T13:19:15.000+00:00,2022-10-21T15:39:07.000+00:00,2022-10-21T17:46:51.000+00:00,2022-10-21T19:01:17.000+00:00,2022-10-21T20:05:40.000+00:00,2022-10-21T20:49:07.000+00:00,2022-10-21T21:40:19.000+00:00
5388,Marie-Hélène LOPEZ,FINISHER,M5-M6F,FEMALE,FR,2022-10-21T07:05:21.000+00:00,2022-10-21T09:28:41.000+00:00,2022-10-21T10:58:37.000+00:00,2022-10-21T13:19:00.000+00:00,2022-10-21T15:43:17.000+00:00,2022-10-21T17:46:53.000+00:00,2022-10-21T18:43:07.000+00:00,2022-10-21T20:08:36.000+00:00,2022-10-21T20:56:17.000+00:00,2022-10-21T21:47:35.000+00:00
5594,Christophe LEMETAYER,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:37.000+00:00,2022-10-21T09:17:45.000+00:00,2022-10-21T10:37:05.000+00:00,2022-10-21T12:46:15.000+00:00,2022-10-21T15:10:22.000+00:00,2022-10-21T17:03:32.000+00:00,2022-10-21T18:17:36.000+00:00,2022-10-21T19:46:39.000+00:00,2022-10-21T20:48:21.000+00:00,2022-10-21T21:49:10.000+00:00
5407,Carole RELLAND,FINISHER,M5-M6F,FEMALE,FR,2022-10-21T07:05:24.000+00:00,2022-10-21T09:23:23.000+00:00,2022-10-21T10:52:43.000+00:00,2022-10-21T13:14:41.000+00:00,2022-10-21T15:50:43.000+00:00,2022-10-21T17:52:52.000+00:00,2022-10-21T18:54:07.000+00:00,2022-10-21T20:13:51.000+00:00,2022-10-21T20:58:07.000+00:00,2022-10-21T22:22:22.000+00:00
5489,Philippe BROCHARD,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:24.000+00:00,2022-10-21T09:13:03.000+00:00,2022-10-21T10:38:34.000+00:00,2022-10-21T13:07:20.000+00:00,2022-10-21T15:31:58.000+00:00,2022-10-21T17:44:18.000+00:00,2022-10-21T18:47:35.000+00:00,2022-10-21T20:07:13.000+00:00,2022-10-21T21:00:37.000+00:00,2022-10-21T21:51:39.000+00:00
5334,Cyril GODET,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:24.000+00:00,2022-10-21T09:12:57.000+00:00,2022-10-21T10:38:34.000+00:00,2022-10-21T13:06:56.000+00:00,2022-10-21T15:45:54.000+00:00,2022-10-21T17:44:15.000+00:00,2022-10-21T18:47:33.000+00:00,2022-10-21T20:07:12.000+00:00,2022-10-21T21:00:35.000+00:00,2022-10-21T21:51:40.000+00:00
5502,Gilles SIMON,FINISHER,M3-M4H,MALE,FR,2022-10-21T07:05:25.000+00:00,2022-10-21T09:11:02.000+00:00,2022-10-21T10:33:32.000+00:00,2022-10-21T12:45:29.000+00:00,2022-10-21T15:42:13.000+00:00,2022-10-21T17:48:03.000+00:00,2022-10-21T18:52:36.000+00:00,2022-10-21T20:11:18.000+00:00,2022-10-21T20:59:13.000+00:00,2022-10-21T21:51:57.000+00:00
5501,Robin LEJEUNE,FINISHER,SE H,MALE,FR,2022-10-21T07:05:25.000+00:00,2022-10-21T09:10:51.000+00:00,2022-10-21T10:33:30.000+00:00,2022-10-21T12:45:26.000+00:00,2022-10-21T15:48:00.000+00:00,2022-10-21T17:48:01.000+00:00,2022-10-21T18:52:32.000+00:00,2022-10-21T20:11:10.000+00:00,2022-10-21T20:58:58.000+00:00,2022-10-21T21:51:57.000+00:00
5377,Chrystel GOUSMAN,FINISHER,M3-M4F,FEMALE,FR,2022-10-21T07:05:10.000+00:00,2022-10-21T09:19:51.000+00:00,2022-10-21T10:51:54.000+00:00,2022-10-21T13:17:21.000+00:00,2022-10-21T15:46:42.000+00:00,2022-10-21T17:53:36.000+00:00,2022-10-21T19:03:26.000+00:00,2022-10-21T20:08:00.000+00:00,2022-10-21T20:57:47.000+00:00,2022-10-21T21:53:04.000+00:00
5354,Landry LACHEVRE,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:39.000+00:00,2022-10-21T09:35:58.000+00:00,2022-10-21T11:22:00.000+00:00,2022-10-21T13:47:04.000+00:00,2022-10-21T16:07:39.000+00:00,2022-10-21T17:59:35.000+00:00,2022-10-21T19:01:06.000+00:00,2022-10-21T20:10:28.000+00:00,2022-10-21T21:01:35.000+00:00,2022-10-21T21:54:49.000+00:00
5395,Eric METIVIER,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:23.000+00:00,2022-10-21T09:07:19.000+00:00,2022-10-21T10:25:31.000+00:00,2022-10-21T12:51:03.000+00:00,2022-10-21T15:32:32.000+00:00,2022-10-21T17:39:28.000+00:00,2022-10-21T18:49:42.000+00:00,2022-10-21T20:13:10.000+00:00,2022-10-21T21:02:01.000+00:00,2022-10-21T21:56:10.000+00:00
5028,Laurent WECKSTEEN,FINISHER,M1-M2H,MALE,FR,2022-10-21T06:50:24.000+00:00,2022-10-21T09:13:41.000+00:00,2022-10-21T10:47:08.000+00:00,2022-10-21T12:54:28.000+00:00,2022-10-21T15:42:42.000+00:00,2022-10-21T17:51:18.000+00:00,2022-10-21T18:56:58.000+00:00,2022-10-21T20:16:27.000+00:00,2022-10-21T20:58:02.000+00:00,2022-10-21T21:56:18.000+00:00
5444,Manuel BOURGEOIS,FINISHER,SE H,MALE,FR,2022-10-21T07:05:23.000+00:00,2022-10-21T09:16:32.000+00:00,2022-10-21T10:51:23.000+00:00,2022-10-21T13:24:56.000+00:00,2022-10-21T16:12:20.000+00:00,2022-10-21T18:21:41.000+00:00,2022-10-21T19:24:11.000+00:00,2022-10-21T20:31:04.000+00:00,2022-10-21T21:16:43.000+00:00,2022-10-21T21:58:20.000+00:00
5526,Antoine AMELINEAU,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:21.000+00:00,2022-10-21T09:23:53.000+00:00,2022-10-21T10:51:45.000+00:00,2022-10-21T13:27:57.000+00:00,2022-10-21T15:52:58.000+00:00,2022-10-21T18:01:18.000+00:00,2022-10-21T19:04:53.000+00:00,2022-10-21T20:28:48.000+00:00,2022-10-21T21:18:28.000+00:00,2022-10-21T22:01:14.000+00:00
5525,Frederic QUINTARD,FINISHER,M1-M2H,MALE,FR,2022-10-21T07:05:19.000+00:00,2022-10-21T09:23:55.000+00:00,2022-10-21T10:51:55.000+00:00,2022-10-21T13:28:09.000+00:00,2022-10-21T15:52:59.000+00:00,2022-10-21T18:01:19.000+00:00,2022-10-21T19:04:59.000+00:00,2022-10-21T20:28:45.000+00:00,2022-10-21T21:18:26.000+00:00,2022-10-21T22:03:26.000+00:00
5361,Ghislaine SERENI,FINISHER,M5-M6F,FEMALE,FR,2022-10-21T07:05:09.000+00:00,2022-10-21T09:33:38.000+00:00,2022-10-21T11:09:30.000+00:00,2022-10-21T13:29:56.000+00:00,2022-10-21T15:58:42.000+00:00,2022-10-21T18:05:00.000+00:00,2022-10-21T19:08:45.000+00:00,2022-10-21T20:29:47.000+00:00,2022-10-21T21:11:03.000+00:00,2022-10-21T22:09:45.000+00:00
5477,Farid BELGUERMI,FINISHER,M5-M6H,MALE,FR,2022-10-21T07:05:30.000+00:00,2022-10-21T09:23:58.000+00:00,2022-10-21T10:56:40.000+00:00,2022-10-21T13:11:55.000+00:00,2022-10-21T15:54:18.000+00:00,2022-10-21T17:59:04.000+00:00,2022-10-21T19:03:23.000+00:00,2022-10-21T20:25:43.000+00:00,2022-10-21T21:13:33.000+00:00,2022-10-21T22:06:29.000+00:00
5393,Julien BENOITON,FINISHER,SE H,MALE,FR,2022-10-21T07:05:07.000+00:00,2022-10-21T09:08:48.000+00:00,2022-10-21T10:30:45.000+00:00,2022-10-21T12:43:52.000+00:00,2022-10-21T15:16:22.000+00:00,2022-10-21T17:43:54.000+00:00,2022-10-21T19:05:56.000+00:00,2022-10-21T20:29:29.000+00:00,2022-10-21T21:16:29.000+00:00,2022-10-21T22:08:29.000+00:00
