bib,name,status,category,sex,country,Hell-Bourg,Merles,Sen. Scout,Aurère,Deux Bras,Dos d'Ane,Ratinaud,Possession,Chaloupe,Colorado,St Denis
4450,Johny VALIN,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T02:56:54.000+04:00,2024-10-18T03:11:20.000+04:00,2024-10-18T04:20:03.000+04:00,2024-10-18T05:07:10.000+04:00,2024-10-18T06:13:37.000+04:00,2024-10-18T06:32:28.000+04:00,2024-10-18T07:37:52.000+04:00,2024-10-18T08:35:53.000+04:00,2024-10-18T09:59:50.000+04:00,2024-10-18T10:42:22.000+04:00
4319,Titouan FORT,FINISHER,ES H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:06:51.000+04:00,2024-10-18T03:20:55.000+04:00,2024-10-18T04:29:52.000+04:00,2024-10-18T05:17:21.000+04:00,2024-10-18T06:19:08.000+04:00,2024-10-18T06:37:29.000+04:00,2024-10-18T07:44:16.000+04:00,2024-10-18T08:45:26.000+04:00,2024-10-18T10:10:45.000+04:00,2024-10-18T10:48:55.000+04:00
4452,Matthieu ROL,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:04:29.000+04:00,2024-10-18T03:18:23.000+04:00,2024-10-18T04:23:14.000+04:00,2024-10-18T05:09:25.000+04:00,2024-10-18T06:16:37.000+04:00,2024-10-18T06:34:54.000+04:00,2024-10-18T07:40:45.000+04:00,2024-10-18T08:45:25.000+04:00,2024-10-18T10:10:44.000+04:00,2024-10-18T10:48:56.000+04:00
4111,Jonathan SCHEUBER,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:09:49.000+04:00,2024-10-18T03:26:47.000+04:00,2024-10-18T04:33:09.000+04:00,2024-10-18T05:19:08.000+04:00,2024-10-18T06:26:39.000+04:00,2024-10-18T06:44:51.000+04:00,2024-10-18T07:48:40.000+04:00,2024-10-18T08:49:14.000+04:00,2024-10-18T10:14:47.000+04:00,2024-10-18T10:52:12.000+04:00
4376,Mathieu COQUIERE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:14:51.000+04:00,2024-10-18T03:30:39.000+04:00,2024-10-18T04:39:15.000+04:00,2024-10-18T05:25:46.000+04:00,2024-10-18T06:31:45.000+04:00,2024-10-18T06:49:53.000+04:00,2024-10-18T07:54:49.000+04:00,2024-10-18T08:54:05.000+04:00,2024-10-18T10:15:52.000+04:00,2024-10-18T10:52:56.000+04:00
4510,Jean Jérôme MUSSARD,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:03:10.000+04:00,2024-10-18T03:18:22.000+04:00,2024-10-18T04:25:48.000+04:00,2024-10-18T05:12:26.000+04:00,2024-10-18T06:17:04.000+04:00,2024-10-18T06:35:54.000+04:00,2024-10-18T07:39:53.000+04:00,2024-10-18T08:47:48.000+04:00,2024-10-18T10:17:40.000+04:00,2024-10-18T10:53:25.000+04:00
3953,Pierre BEINCHET,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T02:59:34.000+04:00,2024-10-18T03:14:39.000+04:00,2024-10-18T04:18:49.000+04:00,2024-10-18T05:05:16.000+04:00,2024-10-18T06:14:52.000+04:00,2024-10-18T06:35:07.000+04:00,2024-10-18T07:45:59.000+04:00,2024-10-18T08:53:24.000+04:00,2024-10-18T10:15:50.000+04:00,2024-10-18T10:53:31.000+04:00
4444,Urko LARRANAGA,FINISHER,M0 H,MALE,ES,2024-10-18T00:59:52.000+04:00,2024-10-18T03:07:54.000+04:00,2024-10-18T03:22:04.000+04:00,2024-10-18T04:27:31.000+04:00,2024-10-18T05:13:20.000+04:00,2024-10-18T06:17:21.000+04:00,2024-10-18T06:34:52.000+04:00,2024-10-18T07:38:05.000+04:00,2024-10-18T08:40:56.000+04:00,2024-10-18T10:16:51.000+04:00,2024-10-18T11:01:39.000+04:00
4491,Bastien CHÉNEAU,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:02:03.000+04:00,2024-10-18T03:15:56.000+04:00,2024-10-18T04:20:05.000+04:00,2024-10-18T05:04:47.000+04:00,2024-10-18T06:17:30.000+04:00,2024-10-18T06:35:11.000+04:00,2024-10-18T07:41:25.000+04:00,2024-10-18T08:43:04.000+04:00,2024-10-18T10:17:02.000+04:00,2024-10-18T10:55:29.000+04:00
4152,Emmanuel HADOUX,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T02:52:42.000+04:00,2024-10-18T03:06:44.000+04:00,2024-10-18T04:05:40.000+04:00,2024-10-18T04:47:02.000+04:00,2024-10-18T05:49:55.000+04:00,2024-10-18T06:08:16.000+04:00,2024-10-18T07:10:11.000+04:00,2024-10-18T08:11:55.000+04:00,2024-10-18T10:05:16.000+04:00,2024-10-18T11:00:50.000+04:00
3040,Sylvain HERAUD,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:04:23.000+04:00,2024-10-18T03:19:15.000+04:00,2024-10-18T04:28:50.000+04:00,2024-10-18T05:17:30.000+04:00,2024-10-18T06:24:04.000+04:00,2024-10-18T06:41:35.000+04:00,2024-10-18T07:50:54.000+04:00,2024-10-18T08:52:40.000+04:00,2024-10-18T10:20:02.000+04:00,2024-10-18T11:05:56.000+04:00
3285,Laure REBUFFET,FINISHER,M0 F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:06:30.000+04:00,2024-10-18T03:21:05.000+04:00,2024-10-18T04:28:41.000+04:00,2024-10-18T05:17:28.000+04:00,2024-10-18T06:26:42.000+04:00,2024-10-18T06:45:04.000+04:00,2024-10-18T07:56:10.000+04:00,2024-10-18T09:00:14.000+04:00,2024-10-18T10:30:32.000+04:00,2024-10-18T11:12:24.000+04:00
3301,Thierry FINET,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:01:14.000+04:00,2024-10-18T03:15:16.000+04:00,2024-10-18T04:27:17.000+04:00,2024-10-18T05:15:59.000+04:00,2024-10-18T06:22:35.000+04:00,2024-10-18T06:41:32.000+04:00,2024-10-18T07:49:27.000+04:00,2024-10-18T08:52:03.000+04:00,2024-10-18T10:39:38.000+04:00,2024-10-18T14:17:27.000+04:00
4210,Florent VITRY,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:05:16.000+04:00,2024-10-18T03:20:48.000+04:00,2024-10-18T04:32:39.000+04:00,2024-10-18T05:21:12.000+04:00,2024-10-18T06:34:07.000+04:00,2024-10-18T06:53:42.000+04:00,2024-10-18T08:00:10.000+04:00,2024-10-18T09:13:13.000+04:00,2024-10-18T10:38:34.000+04:00,2024-10-18T11:20:15.000+04:00
4100,Karim-Henri STRITT,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:02:05.000+04:00,2024-10-18T03:19:04.000+04:00,2024-10-18T04:26:42.000+04:00,2024-10-18T05:16:17.000+04:00,2024-10-18T06:26:51.000+04:00,2024-10-18T06:48:53.000+04:00,2024-10-18T07:59:39.000+04:00,2024-10-18T09:03:02.000+04:00,2024-10-18T10:44:03.000+04:00,2024-10-18T11:34:52.000+04:00
3401,Quentin DONCKERWOLKE,FINISHER,SE H,MALE,BE,2024-10-18T00:59:52.000+04:00,2024-10-18T03:17:24.000+04:00,2024-10-18T03:31:56.000+04:00,2024-10-18T04:42:13.000+04:00,2024-10-18T05:34:53.000+04:00,2024-10-18T06:43:55.000+04:00,2024-10-18T07:04:02.000+04:00,2024-10-18T08:10:55.000+04:00,2024-10-18T09:16:27.000+04:00,2024-10-18T10:43:19.000+04:00,2024-10-18T11:37:58.000+04:00
3921,Orlan AYADEN,FINISHER,SE H,MALE,RE,2024-10-18T00:59:52.000+04:00,2024-10-18T02:47:47.000+04:00,2024-10-18T03:00:20.000+04:00,2024-10-18T03:58:41.000+04:00,2024-10-18T04:40:04.000+04:00,2024-10-18T05:44:01.000+04:00,2024-10-18T06:01:39.000+04:00,2024-10-18T07:04:03.000+04:00,2024-10-18T08:27:47.000+04:00,2024-10-18T10:36:39.000+04:00,2024-10-18T11:30:54.000+04:00
4566,Ludwig VALGRESY,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:02:18.000+04:00,2024-10-18T03:16:12.000+04:00,2024-10-18T04:28:03.000+04:00,2024-10-18T05:20:16.000+04:00,2024-10-18T06:28:21.000+04:00,2024-10-18T06:47:44.000+04:00,2024-10-18T07:53:22.000+04:00,2024-10-18T09:08:25.000+04:00,2024-10-18T10:44:23.000+04:00,2024-10-18T12:02:22.000+04:00
3834,Ivan FRYDER,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:15:55.000+04:00,2024-10-18T03:31:31.000+04:00,2024-10-18T04:42:50.000+04:00,2024-10-18T05:31:01.000+04:00,2024-10-18T06:43:07.000+04:00,2024-10-18T07:02:05.000+04:00,2024-10-18T08:11:25.000+04:00,2024-10-18T09:18:43.000+04:00,2024-10-18T10:49:54.000+04:00,2024-10-18T11:32:24.000+04:00
4577,Antoine PAYET,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:03:06.000+04:00,2024-10-18T03:18:06.000+04:00,2024-10-18T04:24:35.000+04:00,2024-10-18T05:14:59.000+04:00,2024-10-18T06:26:58.000+04:00,2024-10-18T06:49:23.000+04:00,2024-10-18T08:01:53.000+04:00,2024-10-18T09:08:25.000+04:00,2024-10-18T10:47:10.000+04:00,2024-10-18T11:33:45.000+04:00
3153,Charley BACRY,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:10:07.000+04:00,2024-10-18T03:26:35.000+04:00,2024-10-18T04:36:28.000+04:00,2024-10-18T05:23:59.000+04:00,2024-10-18T06:35:14.000+04:00,2024-10-18T07:05:27.000+04:00,2024-10-18T08:13:09.000+04:00,2024-10-18T09:20:58.000+04:00,2024-10-18T10:51:38.000+04:00,2024-10-18T14:31:55.000+04:00
4050,Antonin COLARD,FINISHER,SE H,MALE,BE,2024-10-18T00:59:52.000+04:00,2024-10-18T03:06:28.000+04:00,2024-10-18T03:21:41.000+04:00,2024-10-18T04:28:32.000+04:00,2024-10-18T05:19:44.000+04:00,2024-10-18T06:34:23.000+04:00,2024-10-18T06:56:14.000+04:00,2024-10-18T08:11:59.000+04:00,2024-10-18T09:22:51.000+04:00,2024-10-18T10:53:03.000+04:00,2024-10-18T12:51:57.000+04:00
3643,Moritz AUF DER HEIDE,FINISHER,M0 H,MALE,DE,2024-10-18T00:59:52.000+04:00,2024-10-18T02:47:52.000+04:00,2024-10-18T03:00:13.000+04:00,2024-10-18T04:03:11.000+04:00,2024-10-18T04:48:48.000+04:00,2024-10-18T06:22:46.000+04:00,2024-10-18T06:46:24.000+04:00,2024-10-18T08:11:58.000+04:00,2024-10-18T09:12:37.000+04:00,2024-10-18T11:01:28.000+04:00,2024-10-18T11:50:47.000+04:00
4441,Ewen LESNE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:14:52.000+04:00,2024-10-18T03:31:55.000+04:00,2024-10-18T04:42:15.000+04:00,2024-10-18T05:34:08.000+04:00,2024-10-18T06:47:34.000+04:00,2024-10-18T07:07:45.000+04:00,2024-10-18T08:26:30.000+04:00,2024-10-18T09:27:08.000+04:00,2024-10-18T11:04:35.000+04:00,2024-10-18T12:15:41.000+04:00
4124,William SEYCHELLES,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:10:49.000+04:00,2024-10-18T03:26:53.000+04:00,2024-10-18T04:34:54.000+04:00,2024-10-18T05:23:22.000+04:00,2024-10-18T06:36:29.000+04:00,2024-10-18T06:56:30.000+04:00,2024-10-18T08:07:58.000+04:00,2024-10-18T09:15:56.000+04:00,2024-10-18T11:02:58.000+04:00,2024-10-18T11:50:09.000+04:00
3171,Hervé LEPERLIER,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T02:55:17.000+04:00,2024-10-18T03:10:56.000+04:00,2024-10-18T04:22:34.000+04:00,2024-10-18T05:14:03.000+04:00,2024-10-18T06:26:50.000+04:00,2024-10-18T06:48:19.000+04:00,2024-10-18T08:01:09.000+04:00,2024-10-18T09:22:20.000+04:00,2024-10-18T11:03:29.000+04:00,2024-10-18T11:52:24.000+04:00
4570,Luc GIROUX,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:09:52.000+04:00,2024-10-18T03:26:45.000+04:00,2024-10-18T04:40:14.000+04:00,2024-10-18T05:33:17.000+04:00,2024-10-18T06:45:42.000+04:00,2024-10-18T07:05:57.000+04:00,2024-10-18T08:15:56.000+04:00,2024-10-18T09:29:28.000+04:00,2024-10-18T11:08:28.000+04:00,2024-10-18T11:52:01.000+04:00
3934,Matthieu GALLAIS,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:21:38.000+04:00,2024-10-18T03:39:15.000+04:00,2024-10-18T04:51:25.000+04:00,2024-10-18T05:39:49.000+04:00,2024-10-18T06:57:17.000+04:00,2024-10-18T07:16:15.000+04:00,2024-10-18T08:23:55.000+04:00,2024-10-18T09:30:33.000+04:00,2024-10-18T11:06:02.000+04:00,2024-10-18T11:53:34.000+04:00
4081,René-Antoine MATA,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:10:41.000+04:00,2024-10-18T03:29:18.000+04:00,2024-10-18T04:44:41.000+04:00,2024-10-18T05:35:56.000+04:00,2024-10-18T06:53:19.000+04:00,2024-10-18T07:13:53.000+04:00,2024-10-18T08:20:08.000+04:00,2024-10-18T09:32:43.000+04:00,2024-10-18T11:12:29.000+04:00,2024-10-18T11:55:59.000+04:00
3770,Darry DEPECHE,FINISHER,M2 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:10:34.000+04:00,2024-10-18T03:27:17.000+04:00,2024-10-18T04:40:11.000+04:00,2024-10-18T05:31:07.000+04:00,2024-10-18T06:44:56.000+04:00,2024-10-18T07:05:43.000+04:00,2024-10-18T08:15:51.000+04:00,2024-10-18T09:29:27.000+04:00,2024-10-18T11:11:21.000+04:00,2024-10-18T11:57:25.000+04:00
4146,Julien VANWALSCAPPEL,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:02:19.000+04:00,2024-10-18T03:17:39.000+04:00,2024-10-18T04:35:15.000+04:00,2024-10-18T05:32:33.000+04:00,2024-10-18T06:51:41.000+04:00,2024-10-18T07:12:29.000+04:00,2024-10-18T08:18:31.000+04:00,2024-10-18T09:30:43.000+04:00,2024-10-18T11:11:25.000+04:00,2024-10-18T11:57:26.000+04:00
4314,Patrick LEPERLIER,FINISHER,M3 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:04:57.000+04:00,2024-10-18T03:19:44.000+04:00,2024-10-18T04:43:23.000+04:00,2024-10-18T05:38:55.000+04:00,2024-10-18T06:47:53.000+04:00,2024-10-18T07:07:51.000+04:00,2024-10-18T08:12:56.000+04:00,2024-10-18T09:35:10.000+04:00,2024-10-18T11:13:01.000+04:00,2024-10-18T11:58:31.000+04:00
3569,Luc LEBIS,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:28:13.000+04:00,2024-10-18T03:44:32.000+04:00,2024-10-18T04:58:52.000+04:00,2024-10-18T05:51:15.000+04:00,2024-10-18T07:02:39.000+04:00,2024-10-18T07:21:20.000+04:00,2024-10-18T08:26:56.000+04:00,2024-10-18T09:39:29.000+04:00,2024-10-18T11:23:32.000+04:00,2024-10-18T14:10:37.000+04:00
3731,Thaïs PIBOULEAU,FINISHER,SE F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:16:10.000+04:00,2024-10-18T03:33:14.000+04:00,2024-10-18T04:48:14.000+04:00,2024-10-18T05:37:59.000+04:00,2024-10-18T06:50:27.000+04:00,2024-10-18T07:12:19.000+04:00,2024-10-18T08:26:30.000+04:00,2024-10-18T09:39:35.000+04:00,2024-10-18T11:15:23.000+04:00,2024-10-18T12:04:51.000+04:00
4263,Matthieu GARNIER,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:13:15.000+04:00,2024-10-18T03:30:32.000+04:00,2024-10-18T04:40:41.000+04:00,2024-10-18T05:35:14.000+04:00,2024-10-18T06:52:12.000+04:00,2024-10-18T07:12:26.000+04:00,2024-10-18T08:25:27.000+04:00,2024-10-18T09:39:40.000+04:00,2024-10-18T11:22:12.000+04:00,2024-10-18T12:04:52.000+04:00
4523,Yohan VIRAPIN,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:07:05.000+04:00,2024-10-18T03:22:10.000+04:00,2024-10-18T04:28:54.000+04:00,2024-10-18T05:19:09.000+04:00,2024-10-18T06:30:06.000+04:00,2024-10-18T06:51:03.000+04:00,2024-10-18T08:00:49.000+04:00,2024-10-18T09:22:00.000+04:00,2024-10-18T11:18:20.000+04:00,2024-10-18T12:07:23.000+04:00
3539,Augustin HUET,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:06:56.000+04:00,2024-10-18T03:20:45.000+04:00,2024-10-18T04:38:46.000+04:00,2024-10-18T05:31:38.000+04:00,2024-10-18T06:46:44.000+04:00,2024-10-18T07:09:34.000+04:00,2024-10-18T08:34:02.000+04:00,2024-10-18T09:50:49.000+04:00,2024-10-18T11:23:28.000+04:00,2024-10-18T12:10:56.000+04:00
4527,Margaux BEYRE,FINISHER,SE F,FEMALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:23:27.000+04:00,2024-10-18T03:39:24.000+04:00,2024-10-18T04:56:59.000+04:00,2024-10-18T05:48:46.000+04:00,2024-10-18T07:01:55.000+04:00,2024-10-18T07:21:19.000+04:00,2024-10-18T08:36:43.000+04:00,2024-10-18T09:51:24.000+04:00,2024-10-18T11:24:57.000+04:00,2024-10-18T12:15:30.000+04:00
4600,Xavier DIJOUX,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:07:27.000+04:00,2024-10-18T03:20:54.000+04:00,2024-10-18T04:32:55.000+04:00,2024-10-18T05:21:16.000+04:00,2024-10-18T06:31:02.000+04:00,2024-10-18T06:52:39.000+04:00,2024-10-18T08:05:10.000+04:00,2024-10-18T09:18:22.000+04:00,2024-10-18T11:21:32.000+04:00,2024-10-18T12:19:41.000+04:00
4015,Jérémy TRUEL,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:09:45.000+04:00,2024-10-18T03:27:51.000+04:00,2024-10-18T04:42:17.000+04:00,2024-10-18T05:35:06.000+04:00,2024-10-18T06:57:43.000+04:00,2024-10-18T07:17:56.000+04:00,2024-10-18T08:32:03.000+04:00,2024-10-18T09:50:11.000+04:00,2024-10-18T11:29:16.000+04:00,2024-10-18T12:21:19.000+04:00
3962,Allan BARRIELLE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:18:27.000+04:00,2024-10-18T03:35:54.000+04:00,2024-10-18T04:47:00.000+04:00,2024-10-18T05:36:06.000+04:00,2024-10-18T06:57:40.000+04:00,2024-10-18T07:20:05.000+04:00,2024-10-18T08:36:26.000+04:00,2024-10-18T09:56:33.000+04:00,2024-10-18T11:34:45.000+04:00,2024-10-18T12:25:13.000+04:00
3267,Jules MOREL,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T02:59:36.000+04:00,2024-10-18T03:14:40.000+04:00,2024-10-18T04:18:53.000+04:00,2024-10-18T05:10:14.000+04:00,2024-10-18T06:16:48.000+04:00,2024-10-18T06:43:07.000+04:00,2024-10-18T07:51:57.000+04:00,2024-10-18T09:34:26.000+04:00,2024-10-18T11:21:54.000+04:00,2024-10-18T12:24:57.000+04:00
4529,Damien CAYET,FINISHER,M1 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:19:44.000+04:00,2024-10-18T03:38:57.000+04:00,2024-10-18T04:56:02.000+04:00,2024-10-18T05:43:34.000+04:00,2024-10-18T07:03:03.000+04:00,2024-10-18T07:26:15.000+04:00,2024-10-18T08:44:37.000+04:00,2024-10-18T09:54:24.000+04:00,2024-10-18T11:44:54.000+04:00,2024-10-18T12:30:20.000+04:00
3070,Julien CAMERA,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:14:22.000+04:00,2024-10-18T03:31:28.000+04:00,2024-10-18T04:44:51.000+04:00,2024-10-18T05:39:05.000+04:00,2024-10-18T07:02:42.000+04:00,2024-10-18T07:22:59.000+04:00,2024-10-18T08:40:36.000+04:00,2024-10-18T09:53:18.000+04:00,2024-10-18T11:48:12.000+04:00,2024-10-18T12:32:48.000+04:00
4560,Florent RIVIERE,FINISHER,SE H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:10:33.000+04:00,2024-10-18T03:29:59.000+04:00,2024-10-18T04:40:39.000+04:00,2024-10-18T05:36:42.000+04:00,2024-10-18T06:58:19.000+04:00,2024-10-18T07:20:58.000+04:00,2024-10-18T08:31:43.000+04:00,2024-10-18T09:57:37.000+04:00,2024-10-18T11:50:20.000+04:00,2024-10-18T12:34:04.000+04:00
3393,Julien PELTIER,FINISHER,M0 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:11:56.000+04:00,2024-10-18T03:30:43.000+04:00,2024-10-18T04:45:24.000+04:00,2024-10-18T05:41:37.000+04:00,2024-10-18T06:59:13.000+04:00,2024-10-18T07:20:40.000+04:00,2024-10-18T08:36:21.000+04:00,2024-10-18T09:52:29.000+04:00,2024-10-18T11:44:50.000+04:00,2024-10-18T12:35:49.000+04:00
4434,Luguy MOREL,FINISHER,M4 H,MALE,FR,2024-10-18T00:59:52.000+04:00,2024-10-18T03:15:41.000+04:00,2024-10-18T03:31:19.000+04:00,2024-10-18T04:45:16.000+04:00,2024-10-18T05:35:52.000+04:00,2024-10-18T06:59:52.000+04:00,2024-10-18T07:24:23.000+04:00,2024-10-18T08:36:33.000+04:00,2024-10-18T09:56:39.000+04:00,2024-10-18T11:47:37.000+04:00,2024-10-18T12:37:08.000+04:00
